,marla,area_sqft,floor_number,total_floors,bedrooms,bathrooms,kitchens,servant_quarters,store_rooms,society,luxury_score,drawing_room,dining_room,lounge_or_sitting_room,laundry_room,study_room,prayer_room,powder_room,gym,steam_room,other_rooms,price_per_sqft,price,agePossession
1416,1.9,517.275,,,2.0,2.0,1.0,,,Raiwind Road,105,1,1,0,0,0,0,0,0,0,0,5780.290947755063,0.299,Undefined
1417,2.1,571.725,14.0,20.0,4.0,5.0,1.0,1.0,1.0,Raiwind Road,140,1,1,1,1,1,1,1,1,1,1,7433.6437972801605,0.425,New Property
1418,3.6,980.1,,,,,,,,Raiwind Road,99,0,0,1,1,1,1,1,0,1,1,10203.040506070809,1.0,Undefined
1419,4.1,1116.225,4.0,6.0,1.0,2.0,1.0,1.0,,Raiwind Road,65,1,1,0,0,1,1,0,0,0,0,6539.9001097449,0.73,New Property
1420,4.1,1116.225,2.0,,3.0,3.0,2.0,,1.0,Raiwind Road,108,1,1,1,1,1,1,1,0,1,0,8062.890546260835,0.9,Under construction
1421,2.1,571.725,,,3.0,3.0,1.0,1.0,1.0,Raiwind Road,23,0,0,0,0,0,0,0,0,0,0,14937.251300887663,0.854,Undefined
1422,1.2,326.7,4.0,7.0,,,,,1.0,Raiwind Road,127,1,1,1,1,1,1,1,1,1,1,18365.472910927456,0.6,New Property
1423,1.1,299.475,,,5.0,5.0,1.0,1.0,1.0,Raiwind Road,83,1,1,1,1,1,0,1,0,0,0,12521.913348359629,0.375,Relatively New
1424,1.0,272.25,,,2.0,2.0,1.0,,,Raiwind Road,110,1,1,1,1,0,0,1,0,1,0,11827.364554637283,0.322,New Property
1425,5.0,1361.25,2.0,2.0,2.0,2.0,1.0,,,Raiwind Road,126,0,0,0,0,0,0,0,0,0,0,6611.570247933884,0.9,Under construction
1426,4.2,1143.45,2.0,45.0,,,,,,Raiwind Road,121,1,1,1,1,1,1,1,1,1,1,4460.186278368096,0.51,Under construction
1427,5.0,1361.25,,,5.0,6.0,2.0,2.0,1.0,Raiwind Road,90,1,1,1,0,1,0,1,0,1,1,8668.50321395776,1.18,New Property
1428,4.4,1197.9,3.0,,5.0,6.0,2.0,,,Raiwind Road,62,0,0,0,1,0,0,1,1,1,1,5843.559562567827,0.7,Under construction
1429,4.3,1170.675,,,2.0,2.0,1.0,1.0,1.0,Raiwind Road,117,1,1,1,1,1,1,1,1,1,1,6662.822730476008,0.78,Undefined
1430,4.0,1089.0,,,,,,,,Raiwind Road,105,1,1,1,1,1,1,1,1,1,1,7247.015610651974,0.7892,New Property
1431,4.0,1089.0,,,2.0,2.0,2.0,1.0,1.0,Raiwind Road,107,1,1,1,1,1,1,1,1,1,1,7868.686868686868,0.8569,New Property
1432,5.2,1415.7,,,2.0,2.0,1.0,,,Raiwind Road,92,1,1,1,0,0,0,0,1,0,0,8193.826375644558,1.16,New Property
1433,4.0,1089.0,,12.0,2.0,2.0,,2.0,2.0,Raiwind Road,96,0,1,1,0,0,0,0,1,0,0,8304.866850321396,0.9044,New Property
1434,4.1,1116.225,,,1.0,1.0,1.0,1.0,1.0,Raiwind Road,118,1,1,1,1,1,1,1,1,1,0,7614.952182579677,0.85,Undefined
1435,2.1,571.725,,,1.0,1.0,1.0,,,Raiwind Road,84,1,0,0,0,0,0,0,0,0,0,14867.287594560321,0.85,New Property
1436,4.0,1089.0,2.0,,,,1.0,,,Raiwind Road,115,1,1,1,1,1,1,1,1,1,1,4224.058769513315,0.46,New Property
1437,2.1,571.725,,,1.0,1.0,1.0,,,Raiwind Road,128,1,1,1,1,1,1,1,1,1,1,10494.555949101403,0.6,Under construction
1438,2.2,598.95,,,5.0,6.0,2.0,,,Raiwind Road,118,0,0,1,0,0,0,0,0,0,0,11289.757074881041,0.6762,Undefined
1439,5.6,1524.6,,,2.0,2.0,1.0,1.0,,Raiwind Road,23,0,0,0,0,0,0,0,0,0,0,6231.1425947789585,0.95,Undefined
1440,2.4,653.4,4.0,7.0,,,,,,Raiwind Road,102,0,0,0,0,0,0,0,0,0,0,15304.560759106214,1.0,New Property
1441,2.0,544.5,,,2.0,2.0,1.0,1.0,1.0,Raiwind Road,110,1,1,1,1,1,1,1,1,1,1,15610.651974288337,0.85,New Property
1442,5.0,1361.25,2.0,5.0,10.0,10.0,4.0,2.0,1.0,Raiwind Road,120,0,1,0,0,0,0,0,0,0,1,4187.32782369146,0.57,New Property
1443,2.2,598.95,,,,,,,,Raiwind Road,23,0,0,0,0,0,0,0,0,0,0,11289.757074881041,0.6762,Undefined
1444,5.3,1442.925,3.0,11.0,,,,,,Raiwind Road,95,1,1,1,1,1,1,1,1,1,0,11435.105774728416,1.65,New Property
1445,2.2,598.95,4.0,7.0,1.0,1.0,1.0,,,Raiwind Road,129,1,1,1,1,1,1,1,1,1,1,14608.898906419567,0.875,Under construction
1446,4.0,1089.0,2.0,2.0,5.0,6.0,2.0,2.0,1.0,Raiwind Road,43,0,0,0,0,0,0,0,0,0,0,7805.325987144169,0.85,Under construction
1447,1.2,326.7,,,2.0,2.0,,,1.0,Raiwind Road,23,0,0,0,0,0,0,0,0,0,0,11937.557392102846,0.39,Undefined
1448,1.9,517.275,,,2.0,2.0,1.0,1.0,1.0,Raiwind Road,26,1,0,0,0,0,0,0,0,0,0,12324.198927069741,0.6375,Undefined
1449,5.0,1361.25,3.0,3.0,1.0,1.0,1.0,1.0,1.0,Raiwind Road,94,1,1,1,1,0,1,1,0,0,0,5362.718089990817,0.73,New Property
1450,4.1,1116.225,1.0,3.0,1.0,2.0,1.0,,,Raiwind Road,116,1,1,1,1,1,1,1,1,1,0,8510.828909941993,0.95,Undefined
1451,4.6,1252.35,3.0,15.0,1.0,1.0,1.0,,,Raiwind Road,140,1,1,1,1,1,1,1,1,1,1,10300.634806563661,1.29,New Property
1452,1.9,517.275,,12.0,1.0,1.0,,,,Raiwind Road,132,1,1,1,1,1,1,1,1,1,1,10512.783335749844,0.5438,New Property
1453,4.4,1197.9,,3.0,,,,1.0,,Raiwind Road,133,1,1,1,1,1,1,1,1,1,1,6678.353785791802,0.8,Under construction
1454,1.7,462.825,,19.0,2.0,2.0,1.0,,,Raiwind Road,123,1,0,0,0,0,0,0,0,0,0,12514.449305893157,0.5792,Under construction
1455,1.3,353.925,,19.0,3.0,3.0,1.0,,,Raiwind Road,112,0,0,0,0,0,0,0,0,0,0,11951.684678957407,0.423,Under construction
1456,2.4,653.4,,,1.0,1.0,1.0,1.0,1.0,Raiwind Road,23,0,0,0,0,0,0,0,0,0,0,13774.104683195592,0.9,Undefined
1457,3.0,816.75,10.0,19.0,5.0,6.0,2.0,2.0,,Raiwind Road,128,0,0,1,0,0,0,0,0,0,0,12488.52157943067,1.02,Under construction
1458,2.0,544.5,,,,,,,,Raiwind Road,99,1,1,1,1,1,1,1,1,1,0,5693.2966023875115,0.31,New Property
1459,5.0,1361.25,1.0,7.0,,,,,,Raiwind Road,137,1,1,1,1,1,1,1,1,1,1,6699.724517906336,0.912,New Property
1460,1.1,299.475,,,3.0,4.0,1.0,1.0,1.0,Raiwind Road,113,1,1,1,1,1,1,1,1,1,1,6010.518407212621,0.18,Undefined
1461,3.5,952.875,,,,,,,,Raiwind Road,23,0,0,0,0,0,0,0,0,0,0,12068.739341466615,1.15,Undefined
1462,5.6,1524.6,,,2.0,2.0,1.0,,1.0,Raiwind Road,83,1,1,1,1,1,1,1,1,1,0,5411.255411255412,0.825,Undefined
1463,2.7,735.075,,,2.0,2.0,1.0,1.0,1.0,Raiwind Road,97,1,1,1,1,1,1,1,1,1,0,16324.864809713294,1.2,New Property
1464,2.0,544.5,3.0,12.0,5.0,5.0,2.0,1.0,1.0,Raiwind Road,60,0,0,0,0,0,0,0,0,0,0,5693.2966023875115,0.31,New Property
1465,3.0,816.75,3.0,7.0,5.0,6.0,2.0,1.0,1.0,Raiwind Road,126,1,1,1,0,0,1,0,0,0,1,7346.189164370982,0.6,New Property
1466,4.0,1089.0,2.0,,,,,,,Raiwind Road,110,1,1,1,1,1,1,1,1,1,1,7805.325987144169,0.85,New Property
1467,1.6,435.6,,,,,,,,Raiwind Road,64,1,1,0,0,0,0,0,0,0,0,16299.357208448117,0.71,Undefined
1468,2.0,544.5,,,,,,,,Raiwind Road,100,1,1,1,1,1,1,1,1,1,0,14876.03305785124,0.81,New Property
1469,5.0,1361.25,,,3.0,3.0,1.0,1.0,1.0,Raiwind Road,23,0,0,0,0,0,0,0,0,0,0,7125.803489439853,0.97,Undefined
1470,2.0,544.5,,,4.0,4.0,1.0,1.0,1.0,Raiwind Road,23,0,0,0,0,0,0,0,0,0,0,6978.879706152434,0.38,Undefined
1471,2.1,571.725,,,3.0,3.0,1.0,,,Raiwind Road,54,0,0,0,0,0,0,0,0,0,0,13992.741265468538,0.8,Undefined
1472,5.0,1361.25,,,2.0,2.0,1.0,1.0,1.0,Raiwind Road,97,1,1,1,1,1,1,1,0,1,1,6648.301193755739,0.905,New Property
1473,4.1,1116.225,2.0,3.0,2.0,2.0,1.0,1.0,1.0,Raiwind Road,131,1,1,1,1,1,1,1,1,1,1,7525.364509843446,0.84,Under construction
1474,3.9,1061.775,1.0,3.0,2.0,2.0,1.0,,,Raiwind Road,140,1,1,1,1,1,1,1,1,1,1,7534.552989098443,0.8,New Property
1475,3.4,925.65,,6.0,2.0,2.0,1.0,,,Raiwind Road,133,1,1,1,1,1,1,1,1,1,1,13828.120779992438,1.28,Undefined
1476,4.4,1197.9,2.0,2.0,2.0,2.0,1.0,1.0,1.0,Raiwind Road,134,1,1,1,1,1,1,1,1,1,1,7095.750897403789,0.85,New Property
1477,4.2,1143.45,,,1.0,1.0,1.0,2.0,1.0,Raiwind Road,47,0,0,1,0,0,0,0,0,0,0,10319.646683283047,1.18,Under construction
1478,4.1,1116.225,,,1.0,1.0,2.0,1.0,,Raiwind Road,72,1,0,0,0,0,0,0,0,0,0,8734.798091782572,0.975,New Property
1479,4.4,1197.9,2.0,3.0,,,,,,Raiwind Road,83,1,1,1,1,1,1,1,0,0,1,8264.462809917355,0.99,Under construction
1480,2.7,735.075,,,2.0,2.0,1.0,,1.0,Raiwind Road,115,1,1,1,1,1,1,1,0,1,1,20406.081012141618,1.5,Undefined
1481,3.3,898.425,4.0,7.0,1.0,1.0,1.0,,,Raiwind Road,105,1,1,1,1,1,1,1,0,1,1,15805.437293040599,1.42,New Property
1482,5.0,1361.25,2.0,3.0,,,,,,Raiwind Road,46,0,0,0,0,0,0,0,0,0,0,6611.570247933884,0.9,Under construction
1483,4.1,1116.225,1.0,3.0,1.0,3.0,1.0,1.0,1.0,Raiwind Road,124,1,1,1,1,1,1,1,1,1,0,8510.828909941993,0.95,Undefined
1484,2.2,598.95,7.0,9.0,1.0,10.0,3.0,2.0,2.0,Raiwind Road,110,0,0,1,1,0,0,0,0,0,0,11687.119125135654,0.7,Undefined
1485,4.1,1116.225,,,2.0,2.0,1.0,,,Raiwind Road,79,0,0,0,0,0,0,0,1,0,0,7614.952182579677,0.85,Under construction
1486,1.1,299.475,,7.0,2.0,2.0,1.0,2.0,1.0,Raiwind Road,140,1,1,1,1,1,1,1,1,1,1,12021.036814425242,0.36,New Property
1487,1.1,299.475,10.0,19.0,1.0,1.0,1.0,,,Raiwind Road,133,1,1,1,1,1,1,1,1,1,1,12672.176308539943,0.3795,Under construction
1488,5.3,1442.925,6.0,11.0,,,,,,Raiwind Road,101,1,1,0,0,1,0,0,0,0,0,20375.279380425178,2.94,New Property
1489,4.2,1143.45,,3.0,,,,,,Raiwind Road,136,1,1,1,1,1,1,1,1,1,1,10582.010582010582,1.21,Under construction
1490,2.2,598.95,8.0,16.0,4.0,4.0,2.0,1.0,1.0,Raiwind Road,133,1,1,1,1,1,1,1,1,1,1,12521.913348359629,0.75,Under construction
1491,1.6,435.6,,,1.0,1.0,1.0,1.0,1.0,Raiwind Road,137,1,1,1,1,1,1,1,1,1,1,14921.946740128558,0.65,New Property
1492,3.2,871.2,,,6.0,8.0,2.0,1.0,1.0,Raiwind Road,137,1,1,1,1,1,1,1,1,1,1,10330.578512396694,0.9,Under construction
1493,1.2,326.7,,,,,,,,Raiwind Road,110,1,1,1,1,1,1,1,1,1,1,11937.557392102846,0.39,New Property
1494,1.0,272.25,,,7.0,4.0,1.0,1.0,1.0,Raiwind Road,110,1,1,1,1,1,1,1,1,1,1,11827.364554637283,0.322,Undefined
1495,2.0,544.5,4.0,11.0,,,,1.0,1.0,Raiwind Road,115,1,1,1,1,1,1,1,1,1,1,9917.355371900827,0.54,New Property
1496,4.2,1143.45,,,,,,,,Raiwind Road,100,1,1,1,1,1,1,1,1,1,1,4810.00481000481,0.55,New Property
1497,4.2,1143.45,,,1.0,1.0,1.0,,,Raiwind Road,108,1,1,1,0,1,1,0,0,0,0,5772.005772005772,0.66,Relatively New
1498,4.4,1197.9,,,2.0,2.0,1.0,1.0,1.0,Raiwind Road,88,1,1,0,1,1,1,1,0,0,0,5426.162450955839,0.65,Undefined
1499,4.1,1116.225,3.0,6.0,2.0,2.0,1.0,,,Raiwind Road,77,0,0,0,0,0,0,0,0,0,0,13617.326255907188,1.52,New Property
1500,2.2,598.95,4.0,8.0,4.0,5.0,2.0,1.0,1.0,Raiwind Road,92,1,1,0,1,0,0,0,0,0,1,11687.119125135654,0.7,Under construction
1501,4.0,1089.0,,,,2.0,1.0,,1.0,Raiwind Road,84,1,1,1,0,0,1,0,1,0,0,8420.569329660239,0.917,Undefined
1502,4.2,1143.45,,3.0,2.0,2.0,1.0,,1.0,Raiwind Road,35,0,0,1,0,0,0,0,0,0,0,10319.646683283047,1.18,Under construction
1503,3.1,843.975,,20.0,1.0,1.0,1.0,1.0,1.0,Raiwind Road,137,1,1,1,1,1,1,1,1,1,0,15403.299860777866,1.3,New Property
1504,4.1,1116.225,,,,,,,,Raiwind Road,80,1,1,1,1,1,1,1,1,1,0,8510.828909941993,0.95,Undefined
1505,4.0,1089.0,3.0,3.0,1.0,1.0,1.0,,,Raiwind Road,114,1,1,1,1,1,1,1,1,1,0,8304.866850321396,0.9044,Undefined
1506,2.2,598.95,,,3.0,4.0,2.0,1.0,1.0,Raiwind Road,130,1,1,1,1,1,1,1,0,1,1,11289.757074881041,0.6762,New Property
1507,2.3,626.175,1.0,,2.0,2.0,1.0,,,Raiwind Road,54,0,0,0,0,0,0,0,0,0,0,11415.339162374736,0.7148,New Property
1508,1.4,381.15,,19.0,2.0,2.0,1.0,,1.0,Raiwind Road,101,1,1,0,0,0,0,0,0,0,1,8962.350780532599,0.3416,Undefined
1509,4.4,1197.9,2.0,,2.0,2.0,2.0,1.0,1.0,Raiwind Road,118,1,1,1,1,1,1,1,1,1,1,5760.080140245429,0.69,New Property
1510,4.4,1197.9,,,1.0,1.0,1.0,,1.0,Raiwind Road,94,0,0,0,0,0,0,0,0,0,0,3339.176892895901,0.4,Undefined
1511,4.4,1197.9,,,2.0,,,1.0,1.0,Raiwind Road,108,0,0,1,1,0,0,0,0,0,0,3756.5740045078887,0.45,New Property
1512,2.0,544.5,2.0,45.0,2.0,2.0,1.0,,,Raiwind Road,121,1,1,1,1,1,1,1,1,1,1,9366.391184573004,0.51,Under construction
1513,2.4,653.4,,,1.0,1.0,1.0,,,Raiwind Road,88,1,1,1,1,0,0,0,0,0,1,11401.89776553413,0.745,New Property
1514,4.1,1116.225,,,1.0,1.0,1.0,,,Raiwind Road,105,1,1,1,1,1,1,1,0,1,1,8734.798091782572,0.975,Undefined
1515,4.4,1197.9,1.0,3.0,1.0,1.0,1.0,,,Raiwind Road,85,1,1,0,0,1,1,0,0,0,0,9934.051256365305,1.19,Under construction
1516,2.7,735.075,2.0,7.0,2.0,2.0,1.0,,1.0,Raiwind Road,99,0,0,0,0,0,0,0,0,0,0,13876.1350882563,1.02,New Property
1517,2.1,571.725,3.0,7.0,1.0,1.0,1.0,1.0,1.0,Raiwind Road,101,0,0,0,0,0,0,0,0,0,1,15112.160566706021,0.864,New Property
1518,2.4,653.4,3.0,7.0,1.0,1.0,1.0,1.0,,Raiwind Road,102,0,0,0,0,0,0,0,0,0,1,15763.6975818794,1.03,New Property
1519,4.6,1252.35,,,9.0,9.0,3.0,1.0,1.0,Raiwind Road,98,1,1,0,0,0,0,0,0,0,0,10300.634806563661,1.29,Undefined
1520,1.9,517.275,,,2.0,,,,,Raiwind Road,131,1,1,1,1,1,1,1,1,1,1,10512.783335749844,0.5438,New Property
1521,1.3,353.925,1.0,3.0,2.0,2.0,,,,Raiwind Road,131,1,1,1,0,1,1,1,0,1,0,11301.829483647665,0.4,New Property
1522,2.9,789.525,,,2.0,2.0,,,,Raiwind Road,98,1,1,1,1,1,1,1,1,1,1,6966.213862765587,0.55,Undefined
1523,4.1,1116.225,,,3.0,3.0,1.0,1.0,1.0,Raiwind Road,87,0,1,0,0,0,0,0,0,0,1,3135.5685457681025,0.35,Under construction
1524,4.1,1116.225,,,2.0,2.0,1.0,,1.0,Raiwind Road,39,0,1,0,0,0,0,0,0,0,0,8734.798091782572,0.975,Under construction
1525,4.1,1116.225,,,1.0,1.0,1.0,2.0,1.0,Raiwind Road,105,1,1,1,1,1,1,1,1,1,1,8734.798091782572,0.975,Under construction
1526,9.3,2531.925,8.0,30.0,5.0,6.0,,1.0,,Raiwind Road,126,1,1,0,0,1,1,0,0,0,1,19747.820334330598,5.0,Under construction
1527,5.5,1497.375,1.0,11.0,1.0,1.0,1.0,,,Raiwind Road,122,1,1,0,0,0,0,0,0,0,0,21437.515652391685,3.21,New Property
1528,2.1,571.725,,7.0,1.0,1.0,1.0,,,Raiwind Road,127,1,1,1,1,1,1,1,1,1,1,15818.794000612183,0.9044,Under construction
1529,2.7,735.075,,7.0,6.0,6.0,2.0,2.0,2.0,Raiwind Road,115,1,1,1,1,1,1,1,1,1,1,17141.10805019896,1.26,New Property
1530,2.4,653.4,3.0,7.0,,,,,,Raiwind Road,24,0,0,0,0,0,0,0,0,0,0,14600.550964187329,0.954,Under construction
1531,2.4,653.4,3.0,7.0,1.0,1.0,1.0,,,Raiwind Road,83,0,0,0,0,0,0,0,0,0,0,13140.495867768595,0.8586,Under construction
1532,4.1,1116.225,,3.0,1.0,1.0,1.0,,,Raiwind Road,130,1,1,1,1,1,1,1,1,1,1,8734.798091782572,0.975,Under construction
1533,4.1,1116.225,,3.0,1.0,1.0,1.0,,,Raiwind Road,117,0,0,1,1,1,0,1,1,1,0,8734.798091782572,0.975,Under construction
1534,2.3,626.175,,,1.0,1.0,1.0,,,Raiwind Road,120,0,0,0,0,0,0,0,0,0,0,11415.339162374736,0.7148,Undefined
1535,2.4,653.4,,,2.0,2.0,1.0,,,Raiwind Road,94,0,0,0,0,0,0,0,0,0,0,11362.105907560453,0.7424,Undefined
1536,2.5,680.625,,,2.0,2.0,1.0,,,Raiwind Road,94,0,0,0,0,0,0,0,0,0,0,11252.892561983472,0.7659,Undefined
1537,3.1,843.975,,,2.0,2.0,1.0,2.0,1.0,Raiwind Road,94,0,0,0,0,0,0,0,0,0,0,11282.324713409756,0.9522,Undefined
1538,5.3,1442.925,,,2.0,2.0,1.0,,,Raiwind Road,120,0,0,0,0,0,0,0,0,0,0,5197.7753521492805,0.75,Undefined
1539,5.6,1524.6,,,5.0,6.0,2.0,,1.0,Raiwind Road,94,0,0,0,0,0,0,0,0,0,0,5575.232847960121,0.85,Undefined
1540,5.2,1415.7,,,,,,,,Raiwind Road,107,1,1,1,1,1,1,1,1,1,1,13562.195380377198,1.92,Undefined
1541,5.0,1361.25,2.0,2.0,2.0,2.0,1.0,,,Raiwind Road,72,1,1,1,1,0,0,0,0,0,0,4995.408631772269,0.68,New Property
1542,4.0,1089.0,,3.0,5.0,5.0,3.0,,2.0,Raiwind Road,20,1,0,0,0,0,0,0,0,0,0,8420.569329660239,0.917,New Property
1543,2.0,544.5,,15.0,2.0,2.0,1.0,2.0,1.0,Raiwind Road,59,0,0,0,0,0,0,0,0,0,0,12672.176308539945,0.69,New Property
1544,4.1,1116.225,,,2.0,2.0,1.0,,,Raiwind Road,100,1,1,1,1,1,1,1,1,1,0,8466.035073573878,0.945,Undefined
1545,1.1,299.475,,,2.0,2.0,1.0,,,Raiwind Road,89,0,0,0,0,0,0,0,0,0,1,12521.913348359629,0.375,New Property
1546,3.6,980.1,,,2.0,2.0,1.0,,,Raiwind Road,117,1,1,1,1,1,1,1,1,1,1,16835.016835016835,1.65,New Property
1547,4.4,1197.9,,,5.0,6.0,2.0,2.0,2.0,Raiwind Road,94,0,0,0,0,0,0,0,0,0,0,3506.135737540696,0.42,Undefined
1548,4.4,1197.9,,,2.0,2.0,,2.0,1.0,Raiwind Road,94,0,0,0,0,0,0,0,0,0,0,3756.5740045078887,0.45,Undefined
1549,4.4,1197.9,,,2.0,2.0,1.0,,1.0,Raiwind Road,96,0,0,0,0,0,0,0,0,0,0,3506.135737540696,0.42,Undefined
1550,4.0,1089.0,,3.0,2.0,2.0,1.0,1.0,2.0,Raiwind Road,123,1,1,1,1,1,1,1,1,1,1,7988.9807162534435,0.87,New Property
1551,4.4,1197.9,3.0,,8.0,8.0,2.0,,2.0,Raiwind Road,120,1,1,1,1,1,1,1,1,1,1,7513.1480090157775,0.9,New Property
1552,4.0,1089.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,Raiwind Road,90,1,1,1,1,0,0,0,1,0,1,3787.878787878788,0.4125,Under construction
1553,5.0,1361.25,,,,,,,,Raiwind Road,120,1,1,1,1,1,1,1,1,1,1,5917.355371900827,0.8055,Under construction
1554,4.1,1116.225,,25.0,,,,,,Raiwind Road,83,1,1,1,0,1,1,1,0,1,0,7125.803489439853,0.7954,Relatively New
1555,4.1,1116.225,,2.0,,,,,,Raiwind Road,137,1,1,1,1,1,1,1,1,1,1,7157.159174897534,0.7989,Under construction
1556,4.1,1116.225,,,1.0,1.0,1.0,1.0,1.0,Raiwind Road,120,1,1,1,1,1,1,1,1,1,1,8734.798091782572,0.975,New Property
1557,4.1,1116.225,,,1.0,1.0,1.0,1.0,1.0,Raiwind Road,121,1,1,1,1,1,1,1,1,1,1,10302.582364666623,1.15,Under construction
1558,4.1,1116.225,,,1.0,1.0,1.0,1.0,1.0,Raiwind Road,140,1,1,1,1,1,1,1,1,1,1,4658.558982284038,0.52,Under construction
1559,3.9,1061.775,,,2.0,2.0,1.0,1.0,1.0,Raiwind Road,133,1,1,1,1,1,1,1,1,1,1,8900.190718372536,0.945,Under construction
1560,4.1,1116.225,,,1.0,1.0,1.0,1.0,1.0,Raiwind Road,126,1,1,1,1,1,1,1,1,1,1,8466.035073573878,0.945,Under construction
1561,4.1,1116.225,,,3.0,4.0,2.0,1.0,1.0,Raiwind Road,130,1,1,1,1,1,1,1,1,1,1,8734.798091782572,0.975,Under construction
1562,2.7,735.075,,15.0,,1.0,1.0,1.0,1.0,Raiwind Road,109,1,1,1,1,1,1,1,1,1,1,8917.457402305887,0.6555,Under construction
1563,1.6,435.6,5.0,7.0,1.0,2.0,1.0,1.0,1.0,Raiwind Road,47,0,0,0,0,0,0,0,0,0,1,17619.37557392103,0.7675,Under construction
1564,1.6,435.6,,,7.0,7.0,1.0,1.0,1.0,Raiwind Road,23,1,1,0,1,1,1,1,1,1,1,16069.788797061523,0.7,Undefined
1565,1.6,435.6,,8.0,,,,,,Raiwind Road,92,1,1,1,0,0,1,0,1,0,1,20890.725436179982,0.91,Under construction
1566,2.2,598.95,5.0,8.0,5.0,6.0,2.0,1.0,1.0,Raiwind Road,137,1,1,1,1,1,1,1,1,1,0,11520.160280490858,0.69,Relatively New
1567,4.1,1116.225,4.0,4.0,2.0,2.0,1.0,,1.0,Raiwind Road,137,1,1,1,1,1,1,1,1,1,1,8869.179600886919,0.99,Relatively New
1568,5.0,1361.25,,,,1.0,1.0,1.0,1.0,Raiwind Road,140,1,1,1,1,1,1,1,1,1,1,5840.220385674931,0.795,New Property
1569,0.6,163.35,,,,,,,,Raiwind Road,119,1,1,1,1,1,1,1,1,1,1,30609.12151821243,0.5,New Property
1570,5.0,1361.25,,,,,,,,Raiwind Road,105,1,1,1,0,0,0,0,1,0,1,6611.570247933884,0.9,New Property
1571,2.0,544.5,,,1.0,1.0,1.0,1.0,1.0,Raiwind Road,94,1,1,1,1,1,1,1,1,1,1,12488.52157943067,0.68,Undefined
1572,1.0,272.25,,,2.0,1.0,1.0,1.0,1.0,Raiwind Road,105,1,1,1,1,1,1,1,1,1,1,16896.23507805326,0.46,Undefined
1573,2.0,544.5,,,1.0,1.0,1.0,1.0,1.0,Raiwind Road,125,1,1,1,1,1,1,1,1,1,1,12121.212121212122,0.66,Undefined
1574,1.2,326.7,,,3.0,3.0,1.0,1.0,1.0,Raiwind Road,94,1,1,1,1,1,1,1,1,1,1,10667.27884909703,0.3485,Undefined
1575,2.0,544.5,,,2.0,3.0,1.0,1.0,1.0,Raiwind Road,105,1,1,1,1,1,1,1,1,1,1,10192.837465564739,0.555,Undefined
1576,5.0,1361.25,,4.0,4.0,5.0,1.0,1.0,1.0,Raiwind Road,36,0,0,0,0,0,0,0,0,0,0,7125.803489439853,0.97,New Property
1577,4.0,1089.0,,,2.0,2.0,1.0,,,Raiwind Road,88,1,1,1,1,0,0,0,0,0,0,8264.462809917355,0.9,Undefined
1578,4.1,1116.225,,2.0,,,,,1.0,Raiwind Road,140,1,1,1,1,1,1,1,1,1,1,7397.254137830635,0.8257,New Property
1579,4.6,1252.35,,,5.0,5.0,2.0,,1.0,Raiwind Road,108,1,1,1,1,1,1,1,1,1,1,5984.748672495709,0.7495,Undefined
1580,4.6,1252.35,,,2.0,2.0,1.0,,,Raiwind Road,100,1,1,1,1,1,1,1,1,1,0,7030.7821295963595,0.8805,Undefined
1581,4.1,1116.225,2.0,4.0,,,,,,Raiwind Road,137,1,1,1,1,1,1,1,1,1,1,3632.7801294541873,0.4055,New Property
1582,4.6,1252.35,,,1.0,1.0,,1.0,,Raiwind Road,35,1,1,0,0,1,1,0,0,0,1,6312.133189603545,0.7905,Moderately Old
1583,4.0,1089.0,,3.0,,,,,,Raiwind Road,100,1,1,0,0,0,0,0,0,0,0,8420.569329660239,0.917,Under construction
1584,2.1,571.725,,,3.0,4.0,1.0,1.0,1.0,Raiwind Road,110,1,1,1,1,1,1,1,1,1,1,14867.287594560321,0.85,New Property
1585,2.7,735.075,,,2.0,2.0,1.0,,,Raiwind Road,110,0,1,0,0,0,0,0,0,0,0,14964.459408903853,1.1,Undefined
1586,2.2,598.95,,,,,,,,Raiwind Road,110,0,0,0,0,0,0,0,0,0,0,15861.09024125553,0.95,Undefined
1587,5.0,1361.25,,,2.0,2.0,1.0,,,Raiwind Road,102,1,1,1,1,1,1,1,1,1,1,6942.148760330579,0.945,New Property
1588,4.2,1143.45,,,3.0,3.0,1.0,,1.0,Raiwind Road,83,0,1,1,1,0,0,1,0,0,0,6559.097468188377,0.75,New Property
1589,4.1,1116.225,2.0,,,,,,,Raiwind Road,94,0,0,0,0,0,0,0,0,0,0,7167.01381889852,0.8,Under construction
1590,5.0,1361.25,,3.0,2.0,2.0,1.0,,,Raiwind Road,137,1,1,1,1,1,1,1,1,1,0,7272.727272727273,0.99,New Property
1591,4.1,1116.225,,,2.0,2.0,1.0,1.0,1.0,Raiwind Road,106,1,1,1,1,1,1,1,1,1,0,7614.952182579677,0.85,Undefined
1592,5.0,1361.25,,,1.0,1.0,,,,Raiwind Road,18,0,0,0,0,0,0,0,0,0,0,5142.332415059688,0.7,Undefined
1593,5.4,1470.15,,11.0,2.0,2.0,1.0,1.0,1.0,Raiwind Road,112,1,0,1,0,0,0,0,0,0,0,20406.081012141618,3.0,New Property
1594,4.1,1116.225,,,2.0,2.0,1.0,,,Raiwind Road,114,1,1,1,1,1,1,1,1,1,1,8734.798091782572,0.975,Undefined
