bedrooms,baths,area_sqft,kitchens,store_rooms,gym,furnishing_score,agePossession,has_servant_room,floor_category,price
5.0,6.0,5445.02,2.0,2.0,1,25,1.0,1,1.0,10.35
5.0,6.0,5445.02,3.0,2.0,1,25,1.0,1,2.0,24.75
5.0,6.0,10890.04,2.0,1.0,0,24,1.0,0,1.0,34.5
5.0,6.0,10890.04,3.0,1.0,1,25,1.0,1,1.0,15.75
5.0,6.0,5445.02,2.0,2.0,0,15,1.0,1,1.0,7.5
5.0,6.0,10890.04,2.0,2.0,1,25,1.0,1,1.0,22.0
4.0,5.0,2722.51,3.0,2.0,1,25,4.0,0,1.0,4.25
8.0,7.0,5989.521999999999,2.0,1.0,0,24,1.0,0,2.0,12.9
5.0,6.0,5445.02,2.0,1.0,1,25,4.0,0,1.0,6.95
5.0,6.0,5445.02,3.0,2.0,1,25,1.0,1,1.0,6.42
5.0,6.0,5445.02,2.0,1.0,1,25,4.0,0,1.0,6.62
5.0,6.0,5445.02,2.0,2.0,1,15,1.0,1,1.0,6.75
5.0,5.0,5445.02,3.0,2.0,1,25,1.0,1,1.0,8.86
5.0,6.0,5445.02,3.0,1.0,1,25,1.0,1,1.0,9.95
5.0,6.0,5445.02,2.0,1.0,1,25,1.0,1,1.0,5.9
4.0,5.0,2178.008,2.0,1.0,1,25,1.0,0,1.0,3.7
3.0,4.0,1361.255,2.0,1.0,1,25,1.0,1,1.0,2.6
3.0,4.0,1361.255,2.0,1.0,0,0,4.0,0,1.0,2.65
5.0,6.0,5445.02,3.0,1.0,1,25,1.0,1,1.0,9.25
4.0,5.0,2722.51,2.0,1.0,1,15,2.0,1,1.0,4.26
3.0,4.0,2722.51,1.0,1.0,1,15,2.0,1,1.0,4.82
5.0,6.0,5989.521999999999,2.0,1.0,0,15,1.0,1,2.0,9.9
6.0,6.0,5445.02,2.0,1.0,1,25,2.0,1,1.0,6.8
4.0,4.0,2722.51,2.0,1.0,0,15,3.0,1,1.0,6.2
5.0,6.0,5445.02,3.0,1.0,1,25,1.0,1,1.0,7.85
5.0,6.0,5445.02,2.0,2.0,1,25,1.0,1,1.0,7.5
5.0,6.0,5445.02,2.0,2.0,1,25,1.0,1,1.0,15.8
6.0,6.0,5445.02,3.0,1.0,1,25,1.0,1,1.0,25.0
5.0,6.0,5445.02,2.0,2.0,1,25,1.0,1,2.0,8.75
5.0,6.0,5445.02,2.0,2.0,1,25,1.0,1,2.0,8.75
4.0,5.0,1361.255,1.0,1.0,1,25,1.0,1,1.0,2.85
4.0,5.0,1361.255,1.0,1.0,1,25,1.0,1,1.0,2.85
4.0,4.0,2722.51,2.0,1.0,1,25,1.0,1,1.0,7.8
5.0,6.0,5445.02,3.0,2.0,1,25,1.0,1,1.0,7.45
5.0,6.0,10890.04,3.0,2.0,1,25,1.0,1,1.0,17.99
5.0,7.0,5445.02,3.0,2.0,1,25,1.0,1,1.0,7.25
5.0,6.0,5445.02,3.0,2.0,1,15,1.0,1,1.0,6.95
5.0,6.0,5445.02,3.0,2.0,1,25,1.0,1,1.0,7.99
5.0,6.0,5445.02,3.0,2.0,1,25,1.0,1,1.0,8.95
5.0,6.0,5445.02,3.0,2.0,1,15,1.0,1,1.0,9.45
7.0,7.0,10890.04,4.0,3.0,1,25,1.0,1,2.0,32.5
3.0,4.0,1361.255,2.0,1.0,0,15,1.0,0,1.0,2.2
5.0,6.0,5445.02,2.0,2.0,1,25,1.0,1,1.0,8.5
5.0,6.0,5445.02,2.0,2.0,1,25,1.0,1,1.0,9.5
7.0,10.0,10890.04,4.0,3.0,1,25,1.0,1,2.0,41.5
5.0,6.0,5445.02,2.0,1.0,0,10,1.0,1,1.0,8.8
5.0,6.0,5445.02,2.0,1.0,1,25,1.0,1,1.0,10.5
5.0,6.0,5445.02,2.0,1.0,1,15,1.0,1,1.0,9.5
3.0,4.0,1361.255,1.0,1.0,1,15,1.0,0,1.0,2.51
11.0,7.0,10890.04,6.0,4.0,1,25,1.0,1,2.0,22.0
7.0,7.0,10890.04,2.0,1.0,0,25,1.0,0,2.0,45.0
6.0,6.0,5445.02,2.0,1.0,0,0,4.0,0,1.0,14.0
5.0,6.0,5445.02,2.0,1.0,0,8,1.0,1,1.0,7.5
5.0,6.0,5445.02,2.0,1.0,0,8,4.0,1,1.0,7.5
5.0,6.0,5445.02,2.0,1.0,0,15,4.0,1,1.0,9.25
5.0,6.0,2722.51,2.0,1.0,1,25,1.0,1,1.0,4.5
5.0,6.0,2722.51,2.0,1.0,1,25,1.0,1,1.0,4.5
5.0,6.0,2722.51,3.0,2.0,1,25,1.0,1,2.0,2.95
5.0,6.0,5445.02,3.0,2.0,1,25,1.0,1,2.0,8.95
3.0,4.0,1361.255,2.0,1.0,1,25,1.0,1,1.0,2.6
5.0,6.0,5445.02,2.0,2.0,0,15,4.0,1,1.0,10.5
5.0,6.0,5445.02,2.0,2.0,1,25,1.0,1,1.0,10.0
3.0,3.0,1361.255,1.0,1.0,1,15,1.0,1,1.0,3.0
4.0,5.0,2722.51,2.0,1.0,1,15,1.0,1,1.0,6.5
5.0,6.0,5445.02,2.0,2.0,0,25,1.0,1,1.0,11.5
5.0,6.0,5445.02,2.0,2.0,1,14,4.0,0,1.0,11.5
5.0,6.0,5445.02,2.0,2.0,1,25,1.0,1,1.0,12.5
5.0,6.0,5445.02,2.0,2.0,1,25,1.0,1,1.0,8.65
3.0,4.0,1361.255,2.0,1.0,1,15,4.0,0,1.0,2.5
5.0,6.0,5445.02,2.0,1.0,1,25,3.0,1,1.0,7.81
5.0,6.0,5445.02,2.0,2.0,1,25,1.0,1,1.0,8.75
6.0,6.0,5445.02,2.0,2.0,1,25,1.0,1,1.0,8.95
5.0,6.0,5445.02,2.0,2.0,1,25,1.0,1,1.0,8.75
5.0,6.0,5445.02,2.0,1.0,1,25,1.0,1,1.0,7.19
5.0,6.0,5445.02,3.0,2.0,1,25,1.0,1,1.0,10.0
5.0,6.0,5445.02,3.0,1.0,1,25,1.0,1,1.0,10.5
6.0,7.0,5445.02,3.0,2.0,1,25,1.0,1,2.0,25.0
5.0,6.0,5445.02,3.0,2.0,1,25,1.0,1,1.0,14.0
5.0,6.0,5445.02,3.0,2.0,1,25,1.0,1,1.0,12.5
5.0,6.0,5445.02,3.0,1.0,1,25,1.0,1,1.0,10.0
5.0,6.0,5445.02,3.0,2.0,1,25,1.0,1,1.0,12.5
5.0,6.0,5445.02,3.0,2.0,1,25,1.0,1,1.0,13.5
5.0,6.0,5445.02,2.0,2.0,1,25,1.0,1,1.0,12.5
5.0,6.0,5445.02,3.0,2.0,1,25,1.0,1,2.0,19.0
6.0,7.0,5445.02,3.0,2.0,1,25,1.0,1,2.0,19.0
5.0,6.0,5445.02,3.0,1.0,1,25,1.0,1,1.0,10.0
5.0,6.0,5445.02,3.0,2.0,1,25,1.0,1,1.0,11.0
5.0,6.0,5445.02,3.0,2.0,1,25,1.0,1,1.0,11.0
5.0,6.0,5445.02,3.0,2.0,1,25,1.0,1,1.0,11.0
5.0,6.0,5445.02,3.0,2.0,1,25,1.0,1,1.0,13.0
5.0,6.0,5445.02,3.0,2.0,1,25,1.0,1,1.0,13.0
5.0,6.0,5445.02,3.0,1.0,1,25,1.0,1,1.0,12.5
6.0,7.0,5445.02,3.0,2.0,1,25,1.0,1,2.0,24.0
6.0,7.0,5445.02,3.0,2.0,1,25,1.0,1,2.0,24.0
5.0,6.0,5445.02,3.0,2.0,1,25,1.0,1,1.0,7.75
6.0,7.0,5445.02,3.0,2.0,1,25,1.0,1,2.0,23.75
6.0,6.0,5445.02,3.0,2.0,1,25,1.0,1,1.0,9.15
5.0,6.0,5445.02,2.0,2.0,1,25,1.0,1,1.0,8.69
5.0,6.0,5445.02,2.0,2.0,1,24,1.0,1,1.0,9.1
4.0,5.0,1361.255,1.0,1.0,1,15,1.0,0,1.0,1.9
5.0,6.0,5445.02,2.0,1.0,1,24,1.0,1,1.0,7.7
6.0,6.0,7078.526,2.0,1.0,1,25,4.0,1,1.0,18.5
6.0,6.0,5445.02,3.0,3.0,1,25,1.0,1,2.0,8.25
6.0,6.0,5445.02,3.0,3.0,1,25,1.0,1,2.0,7.99
5.0,6.0,5445.02,3.0,2.0,1,14,4.0,1,1.0,7.6
6.0,6.0,5445.02,3.0,2.0,1,15,4.0,1,1.0,8.25
6.0,7.0,5445.02,3.0,2.0,1,12,0.0,1,2.0,6.9
5.0,6.0,5445.02,2.0,1.0,1,25,1.0,1,1.0,7.75
5.0,6.0,5445.02,2.0,1.0,1,25,0.0,1,1.0,7.85
4.0,5.0,2722.51,1.0,1.0,1,15,3.0,1,1.0,5.8
4.0,5.0,2722.51,2.0,1.0,1,15,4.0,0,1.0,5.75
4.0,5.0,2722.51,1.0,1.0,1,15,3.0,1,1.0,5.85
5.0,6.0,2722.51,2.0,1.0,1,25,2.0,1,2.0,5.65
5.0,6.0,5445.02,2.0,2.0,1,25,1.0,1,1.0,6.85
5.0,6.0,2722.51,1.0,1.0,0,15,3.0,0,2.0,5.45
5.0,6.0,2722.51,2.0,1.0,1,25,1.0,1,2.0,5.5
5.0,6.0,2722.51,1.0,1.0,1,25,4.0,0,2.0,5.9
4.0,5.0,3403.1375,2.0,1.0,1,15,4.0,0,1.0,6.35
5.0,6.0,2722.51,2.0,1.0,1,15,4.0,0,2.0,5.85
4.0,5.0,3267.012,2.0,1.0,1,25,0.0,0,2.0,6.25
3.0,4.0,1361.255,2.0,1.0,1,15,1.0,1,1.0,2.05
5.0,6.0,5445.02,2.0,2.0,1,25,3.0,1,1.0,9.7
5.0,6.0,5445.02,2.0,2.0,1,15,1.0,1,1.0,11.25
5.0,6.0,5445.02,2.0,2.0,1,25,1.0,1,1.0,15.25
5.0,6.0,5445.02,2.0,2.0,1,25,1.0,0,1.0,13.25
5.0,6.0,5445.02,3.0,2.0,1,25,3.0,1,1.0,7.3
6.0,7.0,2722.51,2.0,2.0,1,15,3.0,1,1.0,5.9
4.0,5.0,2722.51,1.0,1.0,0,12,1.0,1,1.0,6.77
4.0,5.0,2722.51,2.0,1.0,0,8,4.0,1,1.0,5.3
6.0,6.0,5445.02,2.0,1.0,1,15,1.0,0,2.0,17.0
5.0,6.0,5445.02,2.0,2.0,0,15,1.0,1,1.0,9.75
5.0,6.0,5989.521999999999,1.0,1.0,0,14,1.0,1,1.0,8.5
5.0,6.0,5445.02,2.0,2.0,0,14,1.0,1,1.0,9.0
5.0,6.0,5445.02,2.0,2.0,1,25,1.0,1,1.0,12.75
6.0,6.0,5445.02,2.0,2.0,1,25,1.0,1,1.0,18.0
5.0,6.0,5445.02,2.0,2.0,1,25,1.0,1,1.0,11.5
5.0,6.0,5445.02,2.0,2.0,0,25,1.0,1,1.0,11.8
6.0,6.0,5445.02,2.0,2.0,1,25,1.0,1,1.0,8.5
6.0,7.0,5445.02,2.0,2.0,0,15,1.0,1,1.0,14.75
6.0,6.0,5445.02,2.0,2.0,1,25,1.0,1,1.0,18.0
5.0,6.0,2722.51,2.0,2.0,1,15,1.0,1,1.0,5.8
5.0,6.0,5445.02,2.0,2.0,1,25,1.0,1,1.0,16.1
6.0,7.0,5445.02,2.0,2.0,0,25,1.0,1,1.0,26.5
5.0,7.0,5445.02,2.0,2.0,1,25,1.0,1,1.0,15.5
4.0,5.0,2722.51,2.0,2.0,1,25,1.0,1,1.0,6.25
5.0,6.0,5445.02,2.0,2.0,1,15,1.0,1,1.0,15.5
6.0,6.0,5445.02,2.0,2.0,1,25,1.0,1,1.0,25.5
5.0,6.0,5445.02,2.0,2.0,1,25,1.0,1,1.0,7.5
5.0,6.0,5445.02,2.0,2.0,0,25,1.0,1,1.0,15.5
5.0,6.0,5445.02,2.0,2.0,1,15,1.0,1,1.0,10.5
5.0,6.0,5445.02,2.0,2.0,1,25,1.0,1,1.0,8.9
6.0,7.0,10890.04,2.0,2.0,1,25,1.0,1,1.0,42.0
6.0,7.0,5445.02,2.0,2.0,1,25,1.0,1,1.0,18.5
5.0,6.0,5445.02,2.0,2.0,1,25,1.0,1,1.0,17.5
5.0,6.0,6534.023999999999,1.0,1.0,1,25,0.0,1,1.0,9.5
5.0,6.0,5445.02,1.0,1.0,1,25,1.0,1,1.0,9.5
5.0,6.0,5445.02,2.0,2.0,1,25,1.0,1,1.0,11.0
5.0,6.0,5445.02,2.0,2.0,0,15,1.0,1,1.0,11.0
5.0,6.0,5445.02,2.0,2.0,1,25,1.0,1,1.0,19.5
7.0,7.0,10890.04,3.0,1.0,1,25,1.0,1,2.0,45.0
4.0,5.0,2722.51,2.0,2.0,1,25,3.0,1,1.0,4.3
5.0,6.0,2722.51,2.0,2.0,1,25,1.0,1,1.0,4.5
4.0,5.0,2722.51,2.0,2.0,1,15,3.0,1,1.0,4.95
4.0,5.0,2722.51,2.0,1.0,0,14,1.0,0,1.0,4.35
4.0,5.0,2994.7609999999995,2.0,2.0,1,25,1.0,1,1.0,4.99
5.0,6.0,10890.04,3.0,2.0,1,25,1.0,1,1.0,34.0
3.0,4.0,1361.255,2.0,1.0,0,25,1.0,1,1.0,2.45
6.0,7.0,10890.04,2.0,2.0,1,25,1.0,1,2.0,44.0
7.0,6.0,5445.02,2.0,1.0,1,25,3.0,1,1.0,13.0
5.0,6.0,5445.02,2.0,2.0,1,15,1.0,1,1.0,6.5
4.0,5.0,1361.255,2.0,1.0,0,0,4.0,0,1.0,2.6
5.0,6.0,5445.02,2.0,1.0,0,14,4.0,1,1.0,11.25
4.0,5.0,2722.51,2.0,1.0,1,25,1.0,1,1.0,5.39
3.0,4.0,1361.255,2.0,1.0,1,0,4.0,0,1.0,2.45
3.0,4.0,1361.255,2.0,1.0,0,0,4.0,0,1.0,2.5
4.0,5.0,2722.51,2.0,1.0,1,25,1.0,1,1.0,4.89
5.0,6.0,1361.255,1.0,1.0,1,25,1.0,1,1.0,2.45
5.0,6.0,5445.02,3.0,1.0,1,25,1.0,0,1.0,13.0
5.0,6.0,5445.02,3.0,1.0,1,25,1.0,0,1.0,9.0
6.0,6.0,5445.02,2.0,2.0,1,25,4.0,1,1.0,25.5
3.0,4.0,1361.255,2.0,1.0,1,25,1.0,1,1.0,2.3
4.0,5.0,2722.51,2.0,1.0,0,2,4.0,0,1.0,4.0
6.0,7.0,5445.02,4.0,2.0,1,18,1.0,1,2.0,22.0
4.0,5.0,2722.51,2.0,2.0,0,14,1.0,1,1.0,4.45
6.0,7.0,10890.04,2.0,1.0,1,25,1.0,1,1.0,25.0
5.0,6.0,5445.02,3.0,1.0,1,25,1.0,1,1.0,8.92
3.0,4.0,1361.255,2.0,1.0,0,15,1.0,1,1.0,2.3
5.0,6.0,5445.02,2.0,1.0,1,11,1.0,1,1.0,6.95
4.0,5.0,2722.51,2.0,1.0,1,25,1.0,1,1.0,6.5
5.0,6.0,5445.02,2.0,2.0,1,25,1.0,1,1.0,8.25
7.0,7.0,5445.02,3.0,2.0,1,25,1.0,1,2.0,16.0
7.0,7.0,5445.02,3.0,2.0,1,8,1.0,1,2.0,11.25
5.0,6.0,5445.02,2.0,1.0,0,14,1.0,0,1.0,7.55
6.0,6.0,5445.02,2.0,1.0,1,25,1.0,0,1.0,8.85
4.0,5.0,2722.51,2.0,1.0,0,25,4.0,1,2.0,4.3
5.0,6.0,5445.02,2.0,1.0,1,25,1.0,1,1.0,11.0
5.0,6.0,5445.02,2.0,2.0,0,15,1.0,1,1.0,10.5
5.0,6.0,5445.02,2.0,2.0,1,25,1.0,1,1.0,8.5
5.0,6.0,2178.008,2.0,1.0,1,25,1.0,1,1.0,4.0
5.0,6.0,6534.023999999999,3.0,2.0,1,15,1.0,1,1.0,12.75
5.0,6.0,5445.02,3.0,2.0,1,25,3.0,1,1.0,8.75
5.0,6.0,5445.02,2.0,1.0,0,22,1.0,1,1.0,14.5
5.0,5.0,5445.02,2.0,1.0,0,12,1.0,0,1.0,5.0
6.0,6.0,5445.02,2.0,1.0,1,15,1.0,0,1.0,24.0
6.0,6.0,5445.02,2.0,1.0,1,15,1.0,0,1.0,25.5
5.0,6.0,5445.02,1.0,1.0,1,25,1.0,1,1.0,11.0
5.0,6.0,5445.02,1.0,1.0,1,15,1.0,0,2.0,11.0
5.0,6.0,5445.02,2.0,1.0,1,15,1.0,0,1.0,16.0
5.0,6.0,5445.02,2.0,1.0,1,15,1.0,0,1.0,11.5
4.0,4.0,2722.51,1.0,1.0,1,25,1.0,1,1.0,5.5
4.0,4.0,2722.51,2.0,1.0,0,5,1.0,0,1.0,5.0
4.0,4.0,2722.51,2.0,1.0,0,5,1.0,0,1.0,5.25
5.0,6.0,5445.02,2.0,1.0,1,25,1.0,1,1.0,10.5
4.0,4.0,2722.51,2.0,2.0,1,15,1.0,1,1.0,4.5
3.0,4.0,1361.255,2.0,1.0,1,25,1.0,1,1.0,3.6
3.0,4.0,1361.255,1.0,1.0,1,15,4.0,1,1.0,3.55
3.0,4.0,1361.255,1.0,1.0,1,22,1.0,1,1.0,2.5
5.0,6.0,5445.02,2.0,1.0,1,8,1.0,1,1.0,8.7
5.0,6.0,5445.02,2.0,1.0,1,7,1.0,1,1.0,9.0
5.0,6.0,5445.02,2.0,1.0,1,25,1.0,1,1.0,7.0
6.0,6.0,5445.02,2.0,1.0,1,13,4.0,0,1.0,11.5
5.0,6.0,5445.02,2.0,1.0,1,23,4.0,0,1.0,24.5
10.0,14.0,10890.04,4.0,2.0,1,25,1.0,1,1.0,26.9
4.0,5.0,2178.008,2.0,1.0,1,25,1.0,1,1.0,5.75
4.0,6.0,2722.51,2.0,1.0,1,25,1.0,1,1.0,4.9
4.0,6.0,2722.51,2.0,1.0,1,25,1.0,1,1.0,4.1
3.0,4.0,1361.255,2.0,1.0,1,13,1.0,0,1.0,2.2
3.0,5.0,1361.255,1.0,1.0,1,25,1.0,1,1.0,2.45
4.0,5.0,2722.51,2.0,1.0,1,25,1.0,1,1.0,5.0
3.0,4.0,1361.255,2.0,1.0,1,22,1.0,0,1.0,3.0
5.0,7.0,2722.51,3.0,1.0,1,15,1.0,1,2.0,5.0
4.0,6.0,2722.51,2.0,1.0,1,25,1.0,1,1.0,4.1
3.0,4.0,1361.255,2.0,1.0,1,25,1.0,0,1.0,3.0
5.0,6.0,5445.02,2.0,2.0,1,25,1.0,1,1.0,7.15
4.0,5.0,2722.51,2.0,1.0,1,25,1.0,1,1.0,5.0
3.0,5.0,1361.255,1.0,1.0,1,25,1.0,1,1.0,2.45
3.0,4.0,1361.255,2.0,1.0,1,23,1.0,1,1.0,2.2
4.0,6.0,2722.51,2.0,1.0,1,25,1.0,1,1.0,4.1
4.0,5.0,2178.008,2.0,1.0,1,25,1.0,1,1.0,5.75
3.0,4.0,1361.255,2.0,1.0,0,15,1.0,1,1.0,3.5
5.0,6.0,5445.02,1.0,1.0,1,25,5.0,1,1.0,5.5
5.0,6.0,5445.02,2.0,1.0,1,13,4.0,0,1.0,5.85
4.0,5.0,2722.51,2.0,2.0,0,14,1.0,1,1.0,3.75
4.0,5.0,2722.51,2.0,2.0,1,15,1.0,1,1.0,4.1
4.0,5.0,5445.02,2.0,1.0,1,13,4.0,0,1.0,5.95
5.0,5.0,5445.02,2.0,1.0,1,13,4.0,0,1.0,7.98
4.0,5.0,3811.514,2.0,1.0,1,15,4.0,0,1.0,7.65
4.0,5.0,2722.51,2.0,2.0,0,14,1.0,1,1.0,4.3
6.0,7.0,2722.51,3.0,2.0,0,15,4.0,1,2.0,6.1
5.0,6.0,5445.02,2.0,1.0,1,13,4.0,0,1.0,11.0
5.0,6.0,10890.04,3.0,2.0,1,25,1.0,1,1.0,10.25
5.0,6.0,5445.02,2.0,1.0,1,25,1.0,1,1.0,7.45
4.0,5.0,2178.008,1.0,1.0,1,15,1.0,1,1.0,4.5
4.0,5.0,3267.012,1.0,1.0,1,25,3.0,1,1.0,6.85
5.0,6.0,5445.02,2.0,1.0,0,7,4.0,1,1.0,10.25
5.0,6.0,2722.51,2.0,1.0,1,22,4.0,0,1.0,4.0
5.0,6.0,5445.02,2.0,1.0,0,0,4.0,0,1.0,12.0
3.0,4.0,1361.255,1.0,1.0,0,15,4.0,0,1.0,2.35
3.0,4.0,1361.255,1.0,1.0,1,15,1.0,0,1.0,2.36
4.0,5.0,2722.51,1.0,1.0,1,15,0.0,1,1.0,5.25
3.0,4.0,1361.255,1.0,1.0,1,25,1.0,1,1.0,2.5
4.0,5.0,2722.51,2.0,2.0,1,15,1.0,1,1.0,4.21
4.0,5.0,2722.51,2.0,1.0,0,15,1.0,1,1.0,4.85
5.0,5.0,2722.51,2.0,2.0,1,25,1.0,1,1.0,4.55
4.0,5.0,2722.51,2.0,1.0,1,25,1.0,1,1.0,4.11
4.0,5.0,2722.51,2.0,1.0,1,25,1.0,0,1.0,4.79
3.0,4.0,1361.255,2.0,1.0,0,0,4.0,0,1.0,2.35
4.0,5.0,2722.51,2.0,2.0,1,25,1.0,1,1.0,4.45
4.0,5.0,2722.51,2.0,2.0,1,25,1.0,1,1.0,3.99
5.0,6.0,5445.02,2.0,1.0,0,0,4.0,0,1.0,11.0
3.0,4.0,1361.255,1.0,1.0,1,25,4.0,1,1.0,3.45
7.0,7.0,10890.04,4.0,3.0,1,25,1.0,1,2.0,38.0
6.0,7.0,5445.02,2.0,2.0,1,25,1.0,1,1.0,7.2
4.0,5.0,2722.51,2.0,1.0,1,25,1.0,1,1.0,5.25
4.0,5.0,2722.51,1.0,1.0,1,25,1.0,1,1.0,5.99
5.0,5.0,2722.51,2.0,2.0,1,25,0.0,1,1.0,4.2
5.0,5.0,2722.51,2.0,1.0,1,25,5.0,0,1.0,4.2
5.0,5.0,2722.51,2.0,1.0,1,25,1.0,0,1.0,4.21
5.0,5.0,2722.51,2.0,1.0,1,25,1.0,0,1.0,4.5
6.0,6.0,5445.02,2.0,1.0,1,13,4.0,0,1.0,10.0
3.0,4.0,1361.255,2.0,1.0,1,15,1.0,1,1.0,2.65
3.0,4.0,1361.255,2.0,1.0,0,25,4.0,0,1.0,1.9
5.0,6.0,5445.02,2.0,1.0,0,25,4.0,1,1.0,11.15
5.0,5.0,5445.02,2.0,1.0,0,5,1.0,1,1.0,7.3
6.0,6.0,5445.02,2.0,1.0,0,0,4.0,0,1.0,15.5
4.0,4.0,1361.255,2.0,1.0,1,25,1.0,1,1.0,3.25
5.0,6.0,5445.02,3.0,2.0,1,15,1.0,1,1.0,11.9
5.0,7.0,5445.02,3.0,2.0,0,25,1.0,1,1.0,12.9
6.0,6.0,5445.02,2.0,1.0,1,25,1.0,1,1.0,13.3
3.0,4.0,1361.255,2.0,1.0,1,25,4.0,1,1.0,2.4
4.0,5.0,2722.51,2.0,1.0,1,15,2.0,1,1.0,6.0
3.0,4.0,1361.255,2.0,1.0,1,15,1.0,1,1.0,3.5
5.0,6.0,5445.02,2.0,1.0,1,25,4.0,0,1.0,6.35
4.0,5.0,2722.51,2.0,2.0,1,15,1.0,1,1.0,4.25
4.0,5.0,2722.51,2.0,2.0,1,25,1.0,1,1.0,5.5
5.0,6.0,7078.526,2.0,1.0,1,25,4.0,0,1.0,16.35
6.0,7.0,5445.02,2.0,1.0,1,25,4.0,0,1.0,12.25
5.0,6.0,5445.02,2.0,2.0,1,25,1.0,1,1.0,7.55
5.0,6.0,5989.521999999999,2.0,1.0,1,25,1.0,1,1.0,6.45
6.0,6.0,5445.02,3.0,2.0,1,21,3.0,1,2.0,9.75
3.0,4.0,1361.255,2.0,1.0,0,0,4.0,0,1.0,3.1
5.0,6.0,5445.02,2.0,2.0,1,25,1.0,1,1.0,9.75
6.0,6.0,10890.04,4.0,3.0,1,25,1.0,1,2.0,30.0
7.0,7.0,10890.04,4.0,3.0,1,25,1.0,1,2.0,32.5
5.0,6.0,5445.02,3.0,1.0,0,6,4.0,1,1.0,7.95
4.0,4.0,2722.51,2.0,1.0,0,5,1.0,0,1.0,4.0
5.0,7.0,2722.51,3.0,1.0,1,25,1.0,1,2.0,5.0
4.0,6.0,2722.51,2.0,1.0,1,25,1.0,1,1.0,4.9
4.0,4.0,2722.51,1.0,1.0,0,3,1.0,1,1.0,3.0
5.0,6.0,5445.02,3.0,2.0,1,25,1.0,1,1.0,10.0
5.0,6.0,2722.51,1.0,1.0,1,25,3.0,1,2.0,5.6
6.0,7.0,10890.04,4.0,3.0,1,25,1.0,1,2.0,32.0
5.0,6.0,5445.02,2.0,2.0,1,25,1.0,1,1.0,10.0
5.0,6.0,5445.02,2.0,2.0,1,25,1.0,1,1.0,14.5
4.0,5.0,2722.51,1.0,1.0,1,15,0.0,1,1.0,5.9
3.0,4.0,1361.255,2.0,1.0,1,25,1.0,1,1.0,2.24
4.0,5.0,2722.51,2.0,2.0,1,25,1.0,1,1.0,6.25
4.0,6.0,2722.51,2.0,1.0,1,25,0.0,1,2.0,6.35
5.0,5.0,5445.02,2.0,1.0,0,7,1.0,0,1.0,6.0
4.0,4.0,2722.51,2.0,1.0,0,5,1.0,0,1.0,3.7
3.0,4.0,1361.255,2.0,1.0,1,25,1.0,1,1.0,2.35
3.0,4.0,1361.255,1.0,1.0,1,25,4.0,1,1.0,3.5
5.0,6.0,5445.02,3.0,2.0,1,25,1.0,1,1.0,6.75
3.0,4.0,1361.255,2.0,1.0,1,25,3.0,1,1.0,2.35
5.0,6.0,5445.02,3.0,2.0,1,25,1.0,1,1.0,7.5
5.0,6.0,5445.02,2.0,2.0,1,25,1.0,1,1.0,13.0
6.0,7.0,10890.04,2.0,2.0,1,25,1.0,1,1.0,32.0
3.0,3.0,1361.255,2.0,1.0,0,0,4.0,0,1.0,2.75
3.0,6.0,1361.255,2.0,1.0,0,25,1.0,1,1.0,2.5
3.0,4.0,1361.255,2.0,1.0,0,0,4.0,1,1.0,3.25
5.0,6.0,5445.02,3.0,1.0,1,15,4.0,1,1.0,11.0
4.0,3.0,2722.51,2.0,1.0,1,1,4.0,0,1.0,6.15
5.0,5.0,5445.02,2.0,1.0,0,11,1.0,1,1.0,6.75
5.0,6.0,5989.521999999999,2.0,1.0,0,13,0.0,1,1.0,5.55
3.0,4.0,1361.255,2.0,1.0,1,25,3.0,1,1.0,2.25
3.0,4.0,1361.255,1.0,1.0,1,25,3.0,1,1.0,2.55
6.0,7.0,5445.02,3.0,2.0,1,25,1.0,1,2.0,26.0
3.0,4.0,1361.255,2.0,1.0,1,25,1.0,1,1.0,2.75
5.0,6.0,5445.02,3.0,2.0,1,25,1.0,1,1.0,14.0
6.0,7.0,6534.023999999999,3.0,2.0,1,25,1.0,1,2.0,24.0
5.0,6.0,5445.02,3.0,2.0,1,25,1.0,1,1.0,19.5
6.0,7.0,5445.02,3.0,2.0,1,25,1.0,1,2.0,18.0
6.0,7.0,5445.02,3.0,2.0,1,25,1.0,1,2.0,17.0
4.0,5.0,2722.51,2.0,1.0,1,17,1.0,1,1.0,5.4
4.0,5.0,3267.012,2.0,1.0,1,15,3.0,1,1.0,6.4
4.0,4.0,2722.51,2.0,2.0,1,15,1.0,1,1.0,5.65
6.0,7.0,5445.02,3.0,1.0,1,25,1.0,1,2.0,24.5
5.0,6.0,5445.02,3.0,1.0,1,25,1.0,1,1.0,9.75
5.0,6.0,5445.02,2.0,1.0,0,7,3.0,1,1.0,10.0
5.0,6.0,5445.02,3.0,1.0,0,25,1.0,1,1.0,10.25
5.0,6.0,5445.02,2.0,1.0,0,5,3.0,1,1.0,8.5
4.0,5.0,2722.51,1.0,1.0,1,25,1.0,1,1.0,5.1
5.0,5.0,5445.02,2.0,1.0,0,5,1.0,0,1.0,9.5
5.0,5.0,5445.02,2.0,1.0,0,5,1.0,0,1.0,10.5
4.0,6.0,2722.51,2.0,1.0,1,25,1.0,1,1.0,4.1
5.0,7.0,2722.51,3.0,1.0,1,15,1.0,1,2.0,5.0
