bedrooms,baths,floors_in_building,area_sqft,servant_quarters,kitchens,store_rooms,drawing_room,furnishing_score,agePossession,luxury_category,floor_category,price
4.0,4.0,8.0,3264.0,1.0,1.0,1.0,1,49,1.0,2.0,2.0,4.5
4.0,4.0,8.0,3264.0,1.0,1.0,1.0,1,16,1.0,1.0,2.0,5.0
3.0,3.0,4.0,2720.0,1.0,1.0,1.0,1,49,4.0,0.0,1.0,2.6
3.0,4.0,8.0,2720.0,1.0,1.0,1.0,1,39,1.0,0.0,2.0,3.2
3.0,4.0,8.0,2720.0,1.0,1.0,1.0,0,40,3.0,1.0,2.0,3.3
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,39,3.0,1.0,2.0,3.5
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,39,3.0,1.0,2.0,3.5
4.0,4.0,8.0,3264.0,1.0,1.0,1.0,1,16,1.0,1.0,2.0,4.75
4.0,4.0,8.0,3264.0,0.0,1.0,0.0,0,22,1.0,1.0,2.0,4.5
4.0,4.0,8.0,3264.0,0.0,1.0,0.0,0,22,1.0,1.0,2.0,4.5
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,41,3.0,1.0,2.0,3.5
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,41,3.0,1.0,2.0,3.5
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,16,3.0,1.0,2.0,3.5
3.0,3.0,8.0,2720.0,2.0,1.0,0.0,1,39,3.0,2.0,2.0,2.5
3.0,3.0,7.0,2720.0,1.0,1.0,1.0,1,16,3.0,1.0,2.0,3.5
4.0,4.0,8.0,3264.0,1.0,1.0,1.0,1,16,1.0,1.0,2.0,4.75
3.0,3.0,1.0,2720.0,1.0,1.0,1.0,1,39,5.0,0.0,1.0,4.1
3.0,3.0,1.0,2720.0,1.0,1.0,1.0,1,39,5.0,0.0,1.0,4.15
3.0,3.0,1.0,2720.0,1.0,1.0,1.0,1,39,5.0,0.0,1.0,4.2
3.0,3.0,1.0,2720.0,1.0,1.0,1.0,1,39,5.0,0.0,1.0,4.25
3.0,3.0,1.0,2720.0,1.0,1.0,1.0,1,39,5.0,0.0,1.0,4.3
3.0,3.0,1.0,2720.0,1.0,1.0,1.0,1,39,5.0,0.0,1.0,4.08
3.0,3.0,9.0,2720.0,2.0,1.0,1.0,1,49,0.0,3.0,2.0,4.16
3.0,4.0,8.0,2720.0,0.0,1.0,0.0,1,49,4.0,3.0,2.0,2.9
3.0,3.0,1.0,2720.0,1.0,1.0,1.0,1,39,4.0,0.0,1.0,2.83
3.0,3.0,1.0,2720.0,1.0,1.0,1.0,1,49,2.0,3.0,1.0,2.85
4.0,5.0,1.0,3264.0,1.0,1.0,1.0,1,39,4.0,0.0,1.0,4.8
3.0,3.0,1.0,2720.0,1.0,1.0,1.0,1,39,4.0,0.0,1.0,4.0
4.0,5.0,1.0,3536.0,1.0,1.0,1.0,1,49,1.0,3.0,1.0,4.85
3.0,4.0,1.0,3536.0,1.0,1.0,1.0,1,49,1.0,3.0,1.0,4.5
3.0,4.0,1.0,2720.0,1.0,1.0,1.0,1,28,1.0,0.0,1.0,3.6
4.0,5.0,1.0,3264.0,1.0,1.0,1.0,1,24,4.0,2.0,1.0,3.4
3.0,4.0,9.0,2720.0,1.0,1.0,1.0,1,49,1.0,3.0,1.0,2.6
4.0,4.0,8.0,3264.0,1.0,2.0,1.0,1,49,1.0,3.0,2.0,3.2
4.0,5.0,8.0,3264.0,1.0,1.0,1.0,1,49,4.0,0.0,2.0,4.5
4.0,5.0,8.0,3264.0,1.0,1.0,1.0,0,7,4.0,1.0,2.0,4.25
4.0,4.0,8.0,3264.0,1.0,1.0,1.0,1,16,4.0,1.0,2.0,4.25
4.0,4.0,8.0,3264.0,1.0,1.0,1.0,1,49,3.0,3.0,2.0,3.5
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,39,3.0,2.0,2.0,2.8
3.0,4.0,2.0,2720.0,1.0,1.0,1.0,1,49,2.0,3.0,1.0,2.65
3.0,3.0,8.0,2720.0,0.0,1.0,0.0,1,22,4.0,1.0,2.0,3.5
4.0,5.0,8.0,3264.0,1.0,1.0,1.0,1,22,4.0,1.0,2.0,4.25
4.0,5.0,8.0,3264.0,1.0,1.0,1.0,1,22,4.0,1.0,2.0,4.45
4.0,5.0,8.0,3536.0,1.0,1.0,1.0,1,22,4.0,1.0,2.0,4.25
3.0,3.0,2.0,2720.0,1.0,1.0,1.0,1,39,1.0,3.0,1.0,4.35
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,24,3.0,1.0,2.0,3.8
4.0,5.0,8.0,3264.0,1.0,1.0,1.0,1,39,1.0,0.0,2.0,5.5
4.0,5.0,8.0,3264.0,1.0,1.0,1.0,1,22,4.0,1.0,2.0,4.65
4.0,4.0,9.0,3264.0,1.0,1.0,1.0,1,24,1.0,1.0,2.0,4.4
4.0,5.0,8.0,3264.0,1.0,1.0,1.0,1,39,1.0,0.0,2.0,5.45
4.0,5.0,8.0,3264.0,0.0,1.0,0.0,1,6,4.0,1.0,1.0,4.5
4.0,5.0,8.0,3264.0,1.0,1.0,1.0,1,22,4.0,1.0,2.0,4.85
4.0,4.0,8.0,3264.0,2.0,1.0,2.0,1,39,3.0,0.0,1.0,4.45
3.0,3.0,21.0,2720.0,1.0,1.0,1.0,1,49,1.0,0.0,2.0,3.55
4.0,5.0,8.0,3264.0,1.0,1.0,1.0,1,39,1.0,0.0,2.0,4.5
4.0,5.0,8.0,3264.0,1.0,1.0,1.0,1,22,4.0,1.0,2.0,4.6
2.0,2.0,8.0,2284.8,0.0,1.0,0.0,1,49,1.0,0.0,2.0,3.6
3.0,4.0,8.0,2720.0,0.0,1.0,0.0,0,40,1.0,2.0,2.0,2.05
3.0,4.0,8.0,2720.0,1.0,1.0,1.0,1,39,5.0,3.0,1.0,2.85
4.0,5.0,10.0,4379.200000000001,1.0,1.0,1.0,1,49,1.0,3.0,2.0,6.9
3.0,4.0,8.0,2720.0,1.0,1.0,1.0,1,39,4.0,1.0,2.0,3.55
3.0,4.0,10.0,3400.0,1.0,1.0,1.0,1,49,1.0,3.0,2.0,5.33
3.0,3.0,9.0,2720.0,1.0,1.0,1.0,1,49,3.0,3.0,2.0,3.1
4.0,5.0,10.0,3264.0,1.0,1.0,1.0,1,49,1.0,3.0,2.0,4.5
3.0,3.0,9.0,2720.0,1.0,1.0,1.0,1,49,3.0,3.0,2.0,3.4
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,18,3.0,2.0,2.0,3.05
3.0,4.0,9.0,2720.0,1.0,1.0,1.0,1,49,1.0,3.0,2.0,3.85
3.0,4.0,9.0,2720.0,1.0,1.0,1.0,1,49,1.0,3.0,2.0,4.0
3.0,3.0,9.0,2720.0,1.0,1.0,1.0,1,49,1.0,3.0,2.0,3.25
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,49,3.0,3.0,2.0,2.9
4.0,5.0,8.0,3264.0,1.0,1.0,1.0,1,49,3.0,3.0,2.0,3.35
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,49,3.0,3.0,2.0,2.85
3.0,3.0,8.0,2720.0,0.0,1.0,0.0,0,0,4.0,1.0,2.0,2.55
4.0,5.0,9.0,3264.0,1.0,1.0,1.0,1,49,1.0,3.0,2.0,4.5
4.0,5.0,8.0,3264.0,0.0,1.0,0.0,0,0,4.0,1.0,2.0,2.65
3.0,3.0,15.0,2720.0,1.0,1.0,1.0,1,39,0.0,2.0,2.0,2.35
4.0,4.0,8.0,3264.0,0.0,1.0,0.0,0,0,4.0,1.0,2.0,2.5
3.0,3.0,9.0,2720.0,1.0,1.0,1.0,1,49,1.0,3.0,2.0,3.75
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,49,3.0,3.0,2.0,2.8
4.0,5.0,8.0,3264.0,1.0,1.0,1.0,1,49,3.0,3.0,2.0,3.3
4.0,5.0,8.0,3264.0,1.0,1.0,1.0,1,49,3.0,3.0,2.0,3.35
4.0,5.0,9.0,3264.0,1.0,1.0,1.0,1,49,1.0,3.0,2.0,4.0
4.0,5.0,11.0,3264.0,1.0,1.0,1.0,1,49,4.0,3.0,2.0,4.1
4.0,5.0,8.0,3264.0,1.0,1.0,1.0,1,30,1.0,2.0,2.0,5.6
3.0,3.0,8.0,2964.8,1.0,3.0,1.0,1,49,1.0,2.0,2.0,3.85
4.0,5.0,10.0,3318.4,1.0,3.0,1.0,1,39,1.0,3.0,2.0,4.8
4.0,5.0,10.0,3318.4,1.0,1.0,1.0,1,18,1.0,1.0,2.0,4.65
4.0,5.0,10.0,3318.4,1.0,1.0,1.0,1,39,1.0,3.0,2.0,4.65
4.0,5.0,10.0,3318.4,1.0,1.0,1.0,1,33,1.0,0.0,2.0,4.65
4.0,5.0,10.0,3318.4,1.0,1.0,1.0,1,49,1.0,0.0,2.0,4.7
3.0,4.0,10.0,2964.8,1.0,1.0,1.0,1,49,1.0,0.0,2.0,3.85
4.0,5.0,8.0,3318.4,1.0,1.0,1.0,1,49,1.0,0.0,2.0,4.4
4.0,5.0,10.0,3318.4,1.0,1.0,1.0,1,39,1.0,3.0,2.0,4.35
4.0,5.0,10.0,3318.4,1.0,1.0,1.0,1,37,1.0,2.0,2.0,4.35
4.0,5.0,10.0,3318.4,1.0,1.0,1.0,1,39,1.0,0.0,2.0,4.45
4.0,5.0,10.0,3318.4,1.0,1.0,1.0,1,39,1.0,0.0,2.0,4.45
4.0,5.0,10.0,3318.4,1.0,1.0,1.0,1,24,1.0,2.0,2.0,4.5
4.0,5.0,10.0,3318.4,1.0,1.0,1.0,1,49,1.0,0.0,2.0,4.75
4.0,5.0,10.0,3318.4,1.0,1.0,1.0,1,49,1.0,0.0,2.0,4.6
2.0,2.0,8.0,1360.0,0.0,1.0,0.0,1,49,1.0,3.0,2.0,4.41
4.0,5.0,8.0,3264.0,1.0,1.0,1.0,1,37,3.0,2.0,2.0,3.3
3.0,4.0,8.0,2720.0,1.0,1.0,1.0,1,39,4.0,0.0,1.0,2.85
3.0,4.0,8.0,2720.0,2.0,1.0,1.0,1,49,1.0,3.0,1.0,4.08
3.0,4.0,8.0,2720.0,1.0,1.0,1.0,1,39,4.0,0.0,1.0,2.82
3.0,4.0,8.0,2720.0,1.0,1.0,1.0,1,49,4.0,3.0,1.0,2.79
3.0,4.0,8.0,2720.0,1.0,1.0,1.0,1,30,4.0,2.0,2.0,4.06
3.0,4.0,8.0,2720.0,1.0,1.0,1.0,1,32,4.0,0.0,1.0,3.75
3.0,4.0,8.0,2720.0,1.0,1.0,1.0,1,39,1.0,3.0,2.0,3.85
3.0,3.0,9.0,2720.0,1.0,1.0,1.0,1,24,1.0,1.0,2.0,3.73
2.0,2.0,6.0,1360.0,1.0,1.0,4.0,1,49,1.0,3.0,2.0,2.5
4.0,5.0,8.0,3264.0,1.0,1.0,1.0,0,18,4.0,1.0,2.0,4.5
4.0,5.0,8.0,3264.0,1.0,1.0,1.0,1,39,1.0,0.0,2.0,4.65
4.0,5.0,5.0,3264.0,1.0,1.0,1.0,1,39,1.0,3.0,2.0,5.0
3.0,3.0,9.0,2720.0,1.0,1.0,1.0,1,49,1.0,3.0,2.0,4.25
4.0,4.0,12.0,3264.0,1.0,1.0,1.0,1,49,3.0,3.0,2.0,4.75
4.0,4.0,8.0,3264.0,0.0,1.0,0.0,1,47,4.0,2.0,2.0,4.3
4.0,4.0,8.0,3264.0,2.0,1.0,1.0,1,39,3.0,2.0,2.0,4.7
3.0,3.0,1.0,2992.0,1.0,1.0,1.0,1,39,3.0,0.0,1.0,3.55
3.0,3.0,1.0,2720.0,1.0,1.0,1.0,1,49,1.0,3.0,1.0,2.6
3.0,3.0,1.0,2992.0,1.0,1.0,1.0,1,49,1.0,3.0,1.0,3.6
3.0,4.0,5.0,2720.0,1.0,1.0,1.0,1,39,4.0,0.0,1.0,2.95
3.0,3.0,3.0,2720.0,1.0,1.0,1.0,1,49,2.0,2.0,1.0,3.4
3.0,3.0,1.0,2720.0,1.0,1.0,1.0,1,39,1.0,3.0,1.0,2.5
3.0,4.0,1.0,2720.0,1.0,1.0,1.0,1,49,1.0,3.0,1.0,2.65
3.0,3.0,1.0,2720.0,1.0,1.0,1.0,1,39,1.0,3.0,1.0,2.65
3.0,3.0,1.0,2992.0,1.0,1.0,1.0,1,39,4.0,3.0,1.0,2.95
3.0,3.0,1.0,3264.0,1.0,1.0,1.0,1,39,3.0,3.0,1.0,3.6
3.0,4.0,8.0,2720.0,2.0,1.0,1.0,1,39,4.0,0.0,1.0,2.95
3.0,4.0,8.0,2720.0,1.0,1.0,1.0,1,37,4.0,2.0,2.0,3.67
3.0,4.0,12.0,2720.0,1.0,1.0,1.0,1,49,3.0,3.0,2.0,2.85
3.0,4.0,8.0,2720.0,1.0,1.0,0.0,1,39,4.0,0.0,2.0,4.0
4.0,5.0,8.0,3264.0,2.0,1.0,2.0,1,49,1.0,3.0,2.0,5.0
3.0,4.0,8.0,2720.0,1.0,1.0,1.0,1,39,4.0,0.0,2.0,4.2
4.0,5.0,8.0,3264.0,1.0,2.0,2.0,1,49,3.0,2.0,2.0,4.55
4.0,5.0,8.0,3264.0,1.0,1.0,0.0,1,49,0.0,2.0,2.0,4.55
4.0,5.0,5.0,3264.0,1.0,2.0,1.0,1,49,1.0,0.0,2.0,4.55
3.0,3.0,8.0,2720.0,0.0,1.0,0.0,1,6,4.0,1.0,2.0,2.85
4.0,3.0,8.0,2720.0,0.0,1.0,0.0,0,0,4.0,1.0,2.0,2.85
4.0,3.0,8.0,2720.0,0.0,1.0,0.0,0,0,4.0,1.0,2.0,3.75
4.0,3.0,8.0,2720.0,0.0,1.0,0.0,0,0,4.0,1.0,2.0,4.25
4.0,3.0,8.0,2720.0,0.0,1.0,0.0,0,0,4.0,1.0,2.0,3.4
4.0,3.0,8.0,2720.0,0.0,1.0,0.0,0,0,4.0,1.0,2.0,3.6
4.0,3.0,8.0,2720.0,0.0,1.0,0.0,0,0,4.0,1.0,2.0,2.75
4.0,3.0,8.0,2720.0,0.0,1.0,0.0,0,0,4.0,1.0,2.0,3.75
3.0,3.0,7.0,2720.0,1.0,1.0,1.0,1,39,3.0,2.0,2.0,2.85
3.0,4.0,9.0,2992.0,1.0,1.0,1.0,1,39,3.0,3.0,2.0,3.1
4.0,5.0,6.0,3264.0,1.0,1.0,1.0,1,31,3.0,2.0,1.0,4.15
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,22,4.0,2.0,2.0,3.8
4.0,5.0,8.0,3264.0,1.0,1.0,1.0,1,22,4.0,1.0,2.0,4.6
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,39,1.0,2.0,2.0,3.25
2.0,2.0,8.0,1441.6,1.0,1.0,1.0,1,49,1.0,3.0,0.0,3.35
3.0,3.0,8.0,2720.0,1.0,1.0,0.0,1,49,0.0,2.0,2.0,3.4
3.0,3.0,8.0,3046.4,0.0,1.0,0.0,1,39,1.0,2.0,2.0,5.29
3.0,4.0,8.0,2992.0,1.0,1.0,1.0,1,49,4.0,3.0,1.0,4.0
4.0,5.0,8.0,3264.0,0.0,1.0,0.0,1,49,4.0,2.0,2.0,4.6
4.0,4.0,7.0,3264.0,1.0,1.0,1.0,1,39,4.0,3.0,2.0,3.15
3.0,3.0,7.0,2720.0,1.0,1.0,1.0,1,49,4.0,3.0,2.0,2.65
4.0,4.0,5.0,3264.0,0.0,1.0,0.0,1,33,1.0,0.0,2.0,5.5
4.0,4.0,8.0,3264.0,1.0,1.0,1.0,1,49,3.0,2.0,2.0,4.6
4.0,4.0,8.0,3264.0,1.0,2.0,1.0,1,49,1.0,2.0,2.0,5.5
3.0,3.0,8.0,2720.0,2.0,1.0,2.0,1,49,1.0,2.0,2.0,5.1
4.0,4.0,8.0,3264.0,0.0,1.0,0.0,1,0,4.0,1.0,2.0,4.6
3.0,3.0,8.0,2720.0,0.0,2.0,1.0,1,49,1.0,2.0,2.0,3.6
3.0,3.0,8.0,2720.0,2.0,1.0,0.0,1,49,1.0,2.0,2.0,3.65
4.0,4.0,8.0,3264.0,0.0,1.0,0.0,1,0,4.0,1.0,2.0,5.5
4.0,4.0,8.0,3264.0,1.0,1.0,1.0,1,39,1.0,2.0,2.0,4.35
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,39,4.0,0.0,2.0,3.65
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,49,3.0,0.0,2.0,3.2
4.0,5.0,8.0,3264.0,1.0,1.0,1.0,1,37,4.0,2.0,2.0,4.65
3.0,4.0,8.0,2720.0,1.0,1.0,1.0,1,39,4.0,0.0,1.0,4.0
4.0,3.0,8.0,2420.8,1.0,2.0,1.0,1,39,1.0,2.0,2.0,3.25
3.0,3.0,1.0,2992.0,1.0,1.0,1.0,1,49,3.0,3.0,1.0,3.4
4.0,5.0,9.0,3536.0,1.0,1.0,1.0,1,49,1.0,0.0,2.0,5.0
3.0,3.0,7.0,2720.0,1.0,1.0,1.0,1,18,3.0,2.0,2.0,2.85
3.0,3.0,1.0,2992.0,1.0,1.0,1.0,1,49,3.0,3.0,1.0,3.45
3.0,3.0,1.0,2992.0,1.0,1.0,1.0,1,49,1.0,3.0,1.0,3.35
3.0,4.0,3.0,2720.0,1.0,1.0,1.0,1,39,3.0,3.0,1.0,3.6
3.0,3.0,9.0,2720.0,1.0,1.0,1.0,1,49,4.0,0.0,2.0,3.75
3.0,3.0,9.0,3019.2,1.0,1.0,1.0,1,49,1.0,3.0,2.0,3.68
3.0,3.0,9.0,2720.0,1.0,1.0,1.0,1,49,1.0,3.0,2.0,3.65
4.0,5.0,8.0,3264.0,1.0,1.0,1.0,1,49,3.0,3.0,2.0,3.1
4.0,5.0,4.0,3264.0,1.0,1.0,0.0,1,49,4.0,0.0,2.0,4.65
3.0,4.0,8.0,2720.0,1.0,1.0,1.0,1,39,4.0,0.0,1.0,2.82
3.0,4.0,8.0,2720.0,1.0,1.0,1.0,1,39,4.0,0.0,1.0,3.85
3.0,4.0,8.0,2720.0,1.0,1.0,1.0,1,49,5.0,3.0,1.0,3.65
3.0,4.0,8.0,2720.0,1.0,1.0,1.0,1,39,4.0,2.0,2.0,4.05
3.0,3.0,1.0,2720.0,1.0,1.0,1.0,1,49,1.0,3.0,1.0,2.7
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,39,3.0,2.0,1.0,3.3
3.0,4.0,1.0,2720.0,1.0,1.0,1.0,1,39,4.0,0.0,1.0,2.75
3.0,4.0,9.0,2720.0,1.0,1.0,1.0,1,39,3.0,0.0,2.0,2.98
3.0,3.0,9.0,2720.0,1.0,1.0,1.0,1,39,1.0,0.0,2.0,3.8
3.0,3.0,9.0,3019.2,1.0,1.0,1.0,1,39,1.0,2.0,2.0,3.7
3.0,4.0,8.0,2992.0,1.0,1.0,1.0,1,39,3.0,3.0,1.0,4.05
3.0,3.0,9.0,2720.0,1.0,1.0,1.0,1,39,3.0,2.0,2.0,3.35
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,39,4.0,3.0,1.0,3.85
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,39,0.0,2.0,2.0,3.5
3.0,3.0,9.0,2720.0,1.0,1.0,1.0,1,39,1.0,1.0,2.0,3.85
4.0,5.0,9.0,3508.8,1.0,1.0,1.0,1,39,1.0,0.0,2.0,4.75
3.0,4.0,8.0,2992.0,1.0,1.0,1.0,1,39,4.0,3.0,1.0,4.55
4.0,5.0,8.0,3264.0,1.0,1.0,1.0,1,49,3.0,3.0,2.0,3.45
3.0,5.0,8.0,3264.0,1.0,1.0,1.0,1,39,1.0,2.0,2.0,4.35
3.0,3.0,8.0,2992.0,1.0,1.0,1.0,1,39,3.0,2.0,2.0,3.65
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,39,0.0,2.0,2.0,3.45
3.0,4.0,8.0,2720.0,2.0,2.0,2.0,1,49,1.0,2.0,1.0,2.55
3.0,3.0,9.0,2720.0,1.0,1.0,1.0,1,49,4.0,3.0,2.0,2.8
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,16,4.0,1.0,2.0,2.75
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,16,4.0,1.0,2.0,2.95
4.0,5.0,8.0,3508.8,1.0,1.0,0.0,1,21,3.0,1.0,2.0,3.35
3.0,3.0,9.0,3019.2,1.0,1.0,1.0,1,39,1.0,3.0,2.0,3.6
3.0,3.0,7.0,2720.0,1.0,1.0,1.0,1,37,3.0,2.0,2.0,2.8
4.0,4.0,8.0,3264.0,0.0,1.0,1.0,1,49,1.0,3.0,1.0,4.6
3.0,3.0,1.0,2747.2,1.0,1.0,1.0,1,49,1.0,3.0,1.0,3.9
3.0,3.0,8.0,2992.0,1.0,1.0,1.0,1,24,1.0,2.0,2.0,3.8
3.0,3.0,3.0,2720.0,1.0,1.0,1.0,1,49,3.0,3.0,1.0,3.85
3.0,3.0,9.0,2720.0,1.0,1.0,1.0,1,49,1.0,0.0,2.0,3.9
4.0,5.0,8.0,3536.0,1.0,1.0,1.0,1,49,1.0,2.0,2.0,4.5
4.0,5.0,8.0,3318.4,1.0,1.0,1.0,1,22,1.0,2.0,2.0,4.45
4.0,5.0,10.0,3318.4,1.0,1.0,1.0,1,16,1.0,1.0,2.0,4.5
4.0,5.0,8.0,3318.4,0.0,1.0,0.0,1,2,4.0,1.0,2.0,4.35
4.0,5.0,10.0,3318.4,1.0,1.0,1.0,1,39,1.0,0.0,2.0,4.65
4.0,5.0,8.0,3318.4,1.0,1.0,1.0,1,49,1.0,0.0,2.0,4.4
4.0,5.0,10.0,3318.4,1.0,1.0,1.0,1,33,1.0,0.0,2.0,4.65
3.0,3.0,8.0,2964.8,1.0,3.0,1.0,1,49,1.0,2.0,2.0,3.85
4.0,5.0,10.0,3318.4,1.0,1.0,1.0,1,18,1.0,1.0,2.0,4.65
4.0,5.0,10.0,3318.4,1.0,3.0,1.0,1,39,1.0,0.0,2.0,4.8
3.0,4.0,8.0,2720.0,1.0,1.0,1.0,1,39,1.0,3.0,1.0,4.07
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,49,3.0,0.0,2.0,2.5
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,49,1.0,3.0,2.0,3.5
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,18,3.0,1.0,2.0,3.45
4.0,5.0,1.0,3264.0,1.0,2.0,1.0,1,49,1.0,3.0,2.0,4.15
3.0,4.0,8.0,2720.0,1.0,1.0,1.0,1,49,1.0,3.0,1.0,2.8
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,49,1.0,2.0,2.0,2.2
3.0,3.0,14.0,2720.0,1.0,2.0,1.0,1,16,3.0,1.0,1.0,2.75
3.0,3.0,8.0,2992.0,1.0,1.0,1.0,1,39,1.0,2.0,2.0,4.0
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,39,3.0,2.0,2.0,3.5
4.0,5.0,9.0,3264.0,1.0,1.0,1.0,1,39,1.0,2.0,2.0,4.6
4.0,5.0,9.0,3264.0,1.0,1.0,1.0,1,39,1.0,3.0,2.0,5.1
4.0,5.0,8.0,3264.0,1.0,1.0,1.0,1,39,1.0,0.0,2.0,4.7
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,39,1.0,2.0,2.0,3.1
4.0,5.0,8.0,3536.0,1.0,1.0,1.0,1,39,1.0,2.0,2.0,4.5
4.0,5.0,8.0,3536.0,1.0,1.0,1.0,1,39,1.0,2.0,2.0,4.4
3.0,4.0,8.0,2720.0,1.0,1.0,1.0,1,49,1.0,3.0,1.0,2.7
3.0,4.0,8.0,2720.0,1.0,1.0,1.0,1,39,4.0,0.0,1.0,4.0
4.0,5.0,9.0,3264.0,1.0,1.0,1.0,1,49,1.0,3.0,2.0,5.5
3.0,4.0,9.0,2720.0,1.0,1.0,1.0,1,49,1.0,3.0,2.0,4.4
3.0,4.0,8.0,2720.0,1.0,2.0,1.0,1,40,1.0,2.0,2.0,3.7
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,39,4.0,3.0,2.0,1.6
3.0,4.0,8.0,2720.0,1.0,1.0,1.0,1,39,4.0,2.0,1.0,3.75
3.0,3.0,8.0,2720.0,2.0,1.0,1.0,1,49,4.0,3.0,2.0,3.15
3.0,3.0,7.0,2720.0,1.0,1.0,1.0,1,39,3.0,2.0,2.0,2.7
3.0,3.0,7.0,2720.0,1.0,1.0,1.0,1,39,3.0,3.0,2.0,2.8
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,49,1.0,3.0,1.0,4.25
4.0,5.0,9.0,3264.0,1.0,1.0,1.0,1,49,1.0,3.0,2.0,4.4
4.0,5.0,7.0,3508.8,1.0,1.0,0.0,1,18,3.0,2.0,1.0,3.5
3.0,4.0,8.0,2720.0,1.0,1.0,1.0,1,49,1.0,2.0,2.0,3.25
3.0,3.0,9.0,2720.0,1.0,1.0,1.0,1,49,1.0,0.0,2.0,3.35
3.0,4.0,8.0,2992.0,1.0,1.0,1.0,1,49,1.0,3.0,0.0,3.4
3.0,4.0,9.0,2992.0,1.0,1.0,1.0,1,39,3.0,3.0,2.0,2.95
3.0,4.0,9.0,2992.0,1.0,1.0,1.0,1,39,3.0,3.0,2.0,3.1
4.0,5.0,9.0,3264.0,1.0,1.0,1.0,1,39,1.0,0.0,2.0,4.25
3.0,4.0,8.0,2992.0,1.0,1.0,1.0,1,39,4.0,0.0,1.0,3.62
3.0,4.0,8.0,2720.0,1.0,1.0,1.0,1,39,3.0,0.0,2.0,2.4
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,39,1.0,3.0,2.0,3.65
3.0,3.0,7.0,2720.0,1.0,1.0,1.0,1,49,3.0,3.0,2.0,2.88
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,49,0.0,0.0,2.0,2.85
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,39,4.0,3.0,2.0,1.7
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,39,4.0,3.0,2.0,3.2
2.0,2.0,33.0,2720.0,0.0,1.0,0.0,0,47,5.0,1.0,0.0,2.9
3.0,4.0,8.0,2720.0,1.0,1.0,1.0,1,30,3.0,2.0,2.0,3.9
3.0,4.0,8.0,3264.0,1.0,1.0,1.0,1,49,3.0,2.0,2.0,3.6
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,49,3.0,0.0,2.0,2.85
2.0,2.0,8.0,1686.4,0.0,1.0,0.0,1,49,1.0,3.0,2.0,2.15
4.0,5.0,7.0,3264.0,1.0,1.0,1.0,1,38,3.0,1.0,2.0,3.32
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,39,3.0,2.0,2.0,3.1
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,39,3.0,2.0,2.0,3.0
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,39,1.0,2.0,2.0,3.1
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,39,3.0,1.0,2.0,3.4
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,39,1.0,2.0,2.0,2.7
3.0,4.0,8.0,2720.0,1.0,3.0,1.0,1,49,1.0,0.0,1.0,3.75
3.0,4.0,8.0,3046.4,1.0,1.0,1.0,1,39,5.0,3.0,2.0,1.25
3.0,4.0,8.0,3046.4,1.0,1.0,1.0,1,39,5.0,3.0,2.0,1.25
3.0,3.0,7.0,2720.0,1.0,1.0,1.0,1,39,3.0,2.0,2.0,3.15
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,39,3.0,2.0,2.0,3.9
4.0,5.0,8.0,3264.0,1.0,1.0,1.0,1,28,3.0,1.0,2.0,3.51
