bedrooms,baths,floors_in_building,area_sqft,servant_quarters,kitchens,store_rooms,drawing_room,furnishing_score,agePossession,luxury_category,floor_category,price
3.0,4.0,8.0,2720.0,1.0,1.0,1.0,1,37,3.0,1.0,2.0,3.97
3.0,4.0,8.0,2720.0,1.0,1.0,1.0,1,16,4.0,1.0,2.0,3.35
3.0,4.0,8.0,2720.0,1.0,1.0,1.0,1,39,3.0,0.0,2.0,2.51
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,49,3.0,2.0,2.0,2.79
3.0,4.0,8.0,2720.0,1.0,1.0,1.0,1,33,3.0,0.0,2.0,2.85
3.0,3.0,5.0,2720.0,1.0,1.0,1.0,1,39,4.0,2.0,1.0,3.5
3.0,3.0,1.0,2720.0,1.0,1.0,1.0,1,49,1.0,3.0,1.0,2.9
3.0,3.0,1.0,2720.0,1.0,1.0,1.0,1,39,3.0,0.0,1.0,3.25
3.0,3.0,7.0,2720.0,1.0,1.0,1.0,1,49,3.0,2.0,2.0,2.85
3.0,4.0,8.0,2720.0,1.0,1.0,1.0,1,39,1.0,0.0,1.0,3.6
3.0,3.0,7.0,2720.0,1.0,1.0,1.0,1,49,3.0,0.0,2.0,2.85
2.0,2.0,8.0,1441.6,0.0,1.0,0.0,1,16,4.0,2.0,2.0,2.09
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,39,4.0,3.0,2.0,3.69
3.0,3.0,8.0,2720.0,0.0,2.0,0.0,1,0,4.0,1.0,2.0,2.85
3.0,3.0,9.0,2720.0,1.0,1.0,1.0,1,39,1.0,0.0,2.0,4.15
3.0,3.0,8.0,2720.0,1.0,2.0,1.0,1,33,3.0,1.0,2.0,4.0
3.0,3.0,1.0,2720.0,1.0,2.0,1.0,1,49,3.0,0.0,1.0,4.05
3.0,3.0,8.0,2720.0,1.0,2.0,1.0,1,39,3.0,2.0,2.0,4.1
3.0,3.0,8.0,2720.0,1.0,2.0,1.0,1,39,3.0,2.0,2.0,4.15
3.0,3.0,8.0,2720.0,1.0,2.0,1.0,1,30,3.0,2.0,2.0,4.3
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,49,1.0,0.0,2.0,4.1
3.0,3.0,8.0,2720.0,0.0,2.0,0.0,1,7,4.0,1.0,2.0,2.78
3.0,3.0,7.0,2720.0,1.0,2.0,1.0,1,49,1.0,3.0,2.0,2.73
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,49,1.0,3.0,2.0,3.5
3.0,3.0,7.0,2720.0,1.0,1.0,1.0,1,49,3.0,3.0,2.0,2.8
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,24,1.0,0.0,1.0,4.0
3.0,3.0,8.0,2720.0,1.0,2.0,1.0,1,33,3.0,1.0,2.0,4.0
3.0,3.0,8.0,2720.0,1.0,2.0,1.0,1,49,3.0,2.0,2.0,4.1
3.0,4.0,8.0,2720.0,1.0,1.0,1.0,1,18,1.0,2.0,1.0,3.5
3.0,4.0,8.0,2720.0,1.0,1.0,1.0,1,18,1.0,2.0,1.0,3.3
3.0,3.0,9.0,2720.0,1.0,1.0,1.0,1,39,1.0,0.0,1.0,3.7
3.0,4.0,8.0,2720.0,1.0,1.0,1.0,1,39,1.0,3.0,1.0,2.95
3.0,3.0,9.0,2720.0,1.0,1.0,1.0,1,39,1.0,3.0,1.0,3.7
3.0,4.0,8.0,2720.0,1.0,1.0,1.0,1,49,1.0,0.0,2.0,3.25
4.0,5.0,8.0,3264.0,1.0,1.0,1.0,1,39,3.0,2.0,2.0,2.99
3.0,4.0,8.0,2720.0,1.0,1.0,1.0,1,49,1.0,0.0,2.0,3.98
3.0,4.0,8.0,2720.0,0.0,1.0,0.0,1,7,1.0,1.0,2.0,3.9
3.0,4.0,8.0,2992.0,1.0,1.0,1.0,1,39,0.0,3.0,1.0,4.45
3.0,4.0,8.0,2720.0,1.0,1.0,1.0,1,39,4.0,3.0,1.0,4.0
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,49,1.0,3.0,1.0,3.85
3.0,4.0,8.0,2720.0,1.0,1.0,1.0,1,39,4.0,2.0,1.0,2.85
4.0,5.0,8.0,3264.0,1.0,1.0,1.0,1,37,1.0,1.0,2.0,4.4
3.0,3.0,7.0,2720.0,1.0,1.0,1.0,1,49,3.0,0.0,2.0,3.8
3.0,3.0,1.0,2720.0,1.0,1.0,1.0,1,24,3.0,2.0,1.0,2.8
3.0,3.0,1.0,2720.0,1.0,1.0,1.0,1,24,3.0,2.0,1.0,2.75
3.0,3.0,1.0,2720.0,1.0,1.0,1.0,1,24,3.0,2.0,1.0,2.85
3.0,3.0,1.0,2720.0,1.0,1.0,1.0,1,39,3.0,0.0,1.0,2.9
3.0,3.0,1.0,2720.0,1.0,1.0,1.0,1,24,3.0,2.0,1.0,3.75
3.0,3.0,1.0,2720.0,1.0,1.0,1.0,1,24,3.0,2.0,1.0,3.8
3.0,3.0,1.0,2720.0,1.0,1.0,1.0,1,24,3.0,2.0,1.0,3.85
3.0,3.0,1.0,2720.0,1.0,1.0,1.0,1,24,3.0,2.0,1.0,3.9
4.0,5.0,1.0,3536.0,1.0,1.0,1.0,1,39,1.0,0.0,1.0,4.2
4.0,5.0,1.0,3536.0,1.0,1.0,1.0,1,39,1.0,0.0,1.0,4.25
4.0,5.0,6.0,2720.0,1.0,1.0,1.0,1,37,1.0,1.0,2.0,4.15
4.0,5.0,10.0,3318.4,1.0,1.0,0.0,1,39,1.0,0.0,2.0,4.45
4.0,5.0,10.0,3318.4,1.0,1.0,1.0,1,16,1.0,1.0,2.0,4.4
4.0,5.0,10.0,3318.4,1.0,1.0,1.0,1,37,1.0,2.0,2.0,4.35
4.0,5.0,10.0,3318.4,1.0,1.0,1.0,1,39,1.0,0.0,2.0,4.45
4.0,5.0,10.0,3318.4,1.0,1.0,1.0,1,49,1.0,0.0,2.0,4.6
4.0,5.0,10.0,3318.4,1.0,1.0,1.0,1,24,1.0,2.0,2.0,4.5
4.0,5.0,10.0,3318.4,1.0,1.0,1.0,1,34,1.0,2.0,2.0,4.5
4.0,5.0,10.0,3318.4,1.0,1.0,1.0,1,24,1.0,2.0,2.0,4.5
4.0,5.0,10.0,3318.4,1.0,1.0,1.0,1,16,1.0,1.0,2.0,4.75
4.0,5.0,10.0,3318.4,1.0,1.0,1.0,1,49,1.0,0.0,2.0,4.5
4.0,5.0,10.0,3318.4,1.0,1.0,1.0,1,18,1.0,2.0,2.0,5.1
4.0,5.0,10.0,3318.4,1.0,1.0,1.0,1,49,1.0,3.0,1.0,5.0
4.0,5.0,8.0,3318.4,0.0,1.0,0.0,0,0,4.0,1.0,2.0,4.75
4.0,5.0,10.0,3318.4,1.0,1.0,1.0,1,49,1.0,0.0,2.0,4.65
3.0,4.0,8.0,3046.4,1.0,2.0,0.0,1,28,1.0,1.0,2.0,5.3
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,22,3.0,1.0,2.0,3.2
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,39,3.0,2.0,2.0,3.4
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,49,3.0,0.0,2.0,3.2
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,24,3.0,1.0,2.0,3.25
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,18,3.0,1.0,2.0,3.4
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,33,3.0,2.0,2.0,3.45
3.0,5.0,20.0,3046.4,1.0,1.0,1.0,1,39,5.0,0.0,0.0,4.17
4.0,5.0,1.0,3536.0,1.0,1.0,1.0,1,49,1.0,3.0,1.0,4.3
4.0,5.0,1.0,3536.0,1.0,1.0,1.0,1,39,1.0,0.0,1.0,4.28
4.0,5.0,1.0,3536.0,1.0,1.0,1.0,1,49,1.0,3.0,1.0,4.23
3.0,3.0,1.0,2720.0,1.0,1.0,1.0,1,24,3.0,2.0,1.0,3.88
3.0,3.0,1.0,2720.0,1.0,1.0,1.0,1,24,3.0,2.0,1.0,3.83
3.0,3.0,1.0,2720.0,1.0,1.0,1.0,1,24,3.0,2.0,1.0,3.78
3.0,3.0,5.0,2720.0,2.0,3.0,3.0,1,49,0.0,3.0,1.0,3.25
3.0,3.0,1.0,2720.0,1.0,1.0,1.0,1,24,3.0,2.0,1.0,2.88
3.0,3.0,1.0,2720.0,1.0,1.0,1.0,1,24,3.0,2.0,1.0,2.83
3.0,3.0,1.0,2720.0,1.0,1.0,1.0,1,24,3.0,2.0,1.0,2.78
4.0,5.0,10.0,3318.4,1.0,1.0,0.0,1,49,1.0,0.0,2.0,4.6
4.0,5.0,10.0,3318.4,1.0,1.0,1.0,1,16,1.0,1.0,2.0,4.65
4.0,4.0,8.0,3264.0,1.0,1.0,1.0,1,49,1.0,3.0,2.0,4.65
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,39,3.0,0.0,2.0,3.85
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,39,3.0,2.0,1.0,4.0
3.0,3.0,9.0,2720.0,1.0,1.0,1.0,1,24,1.0,2.0,2.0,3.4
4.0,5.0,10.0,3318.4,1.0,1.0,1.0,1,49,1.0,0.0,2.0,4.65
4.0,5.0,10.0,3318.4,1.0,1.0,1.0,1,18,1.0,1.0,2.0,4.75
4.0,5.0,10.0,3318.4,1.0,1.0,1.0,1,34,1.0,2.0,2.0,4.5
4.0,5.0,10.0,3318.4,1.0,1.0,1.0,1,49,1.0,0.0,2.0,4.75
4.0,5.0,10.0,3318.4,1.0,1.0,1.0,1,18,1.0,1.0,2.0,4.45
4.0,5.0,10.0,3318.4,1.0,1.0,1.0,1,39,1.0,3.0,2.0,4.5
4.0,5.0,10.0,3318.4,1.0,1.0,1.0,1,18,1.0,1.0,2.0,4.5
4.0,5.0,10.0,3318.4,1.0,1.0,1.0,1,49,1.0,0.0,2.0,4.6
4.0,5.0,10.0,3318.4,1.0,1.0,1.0,1,39,1.0,0.0,2.0,4.4
4.0,5.0,8.0,3318.4,1.0,1.0,1.0,1,49,1.0,0.0,2.0,4.35
4.0,5.0,1.0,3536.0,1.0,1.0,1.0,1,49,1.0,3.0,1.0,4.9
3.0,3.0,1.0,2720.0,1.0,1.0,1.0,1,49,4.0,3.0,1.0,2.85
3.0,3.0,1.0,2720.0,1.0,1.0,1.0,1,49,4.0,3.0,1.0,3.6
3.0,3.0,1.0,2720.0,1.0,1.0,1.0,1,49,1.0,3.0,1.0,4.2
3.0,4.0,7.0,2720.0,1.0,2.0,1.0,1,49,1.0,0.0,2.0,3.3
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,31,3.0,1.0,2.0,3.15
4.0,5.0,8.0,3508.8,1.0,1.0,1.0,1,39,1.0,3.0,2.0,4.6
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,22,1.0,1.0,2.0,5.25
4.0,5.0,8.0,3264.0,1.0,1.0,1.0,1,39,1.0,3.0,2.0,4.75
3.0,3.0,8.0,3264.0,1.0,1.0,1.0,1,39,3.0,0.0,2.0,3.7
3.0,3.0,8.0,3264.0,1.0,1.0,1.0,1,33,3.0,2.0,2.0,3.35
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,39,3.0,2.0,2.0,3.4
4.0,5.0,8.0,3536.0,1.0,1.0,1.0,1,49,1.0,3.0,2.0,4.65
3.0,3.0,8.0,2774.4,1.0,1.0,1.0,1,49,3.0,1.0,2.0,3.9
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,49,1.0,2.0,2.0,4.95
4.0,5.0,8.0,3264.0,1.0,2.0,2.0,1,49,1.0,2.0,2.0,4.44
4.0,5.0,8.0,3264.0,1.0,2.0,1.0,1,49,1.0,2.0,2.0,4.45
4.0,5.0,8.0,3264.0,1.0,2.0,0.0,1,49,3.0,2.0,2.0,4.35
4.0,5.0,5.0,3264.0,1.0,2.0,1.0,1,49,3.0,0.0,2.0,4.4
4.0,5.0,8.0,3318.4,1.0,1.0,1.0,1,49,3.0,2.0,2.0,4.2
4.0,5.0,8.0,3318.4,1.0,1.0,1.0,1,49,2.0,2.0,2.0,4.25
4.0,5.0,10.0,3318.4,1.0,1.0,1.0,1,37,1.0,1.0,2.0,4.3
4.0,5.0,10.0,3318.4,1.0,1.0,1.0,1,39,1.0,2.0,2.0,4.35
3.0,3.0,8.0,2964.8,1.0,1.0,1.0,1,33,3.0,2.0,2.0,3.45
3.0,4.0,8.0,2964.8,1.0,1.0,1.0,1,33,1.0,2.0,2.0,3.65
4.0,5.0,10.0,3318.4,1.0,1.0,1.0,1,39,1.0,2.0,2.0,4.4
4.0,5.0,10.0,3318.4,1.0,1.0,1.0,1,18,1.0,1.0,2.0,4.15
4.0,5.0,10.0,3318.4,1.0,1.0,1.0,1,49,1.0,0.0,2.0,4.2
4.0,5.0,8.0,3318.4,0.0,1.0,0.0,1,24,3.0,1.0,2.0,4.5
3.0,3.0,8.0,2964.8,1.0,1.0,1.0,1,49,1.0,3.0,2.0,3.7
3.0,3.0,8.0,2964.8,1.0,1.0,1.0,1,16,1.0,1.0,2.0,3.75
4.0,5.0,8.0,3318.4,1.0,1.0,1.0,1,16,1.0,1.0,2.0,4.8
4.0,5.0,8.0,3318.4,1.0,1.0,1.0,1,16,1.0,1.0,2.0,4.35
4.0,5.0,8.0,3318.4,1.0,1.0,1.0,1,49,1.0,0.0,2.0,4.35
3.0,3.0,8.0,2720.0,1.0,2.0,1.0,1,41,3.0,2.0,2.0,2.65
4.0,5.0,9.0,3264.0,1.0,1.0,1.0,1,49,1.0,0.0,2.0,4.5
3.0,4.0,8.0,2720.0,1.0,1.0,1.0,1,39,1.0,3.0,2.0,3.5
4.0,5.0,8.0,3264.0,1.0,1.0,1.0,1,39,1.0,3.0,2.0,4.75
3.0,4.0,8.0,2720.0,1.0,2.0,1.0,1,49,3.0,0.0,2.0,3.45
4.0,5.0,8.0,3536.0,0.0,1.0,1.0,1,24,1.0,1.0,2.0,4.15
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,39,3.0,0.0,2.0,2.65
4.0,5.0,8.0,3264.0,1.0,1.0,1.0,1,49,1.0,3.0,2.0,5.25
4.0,4.0,8.0,3264.0,1.0,1.0,1.0,1,49,3.0,0.0,2.0,3.5
4.0,5.0,10.0,3318.4,1.0,1.0,1.0,1,18,1.0,1.0,2.0,4.65
4.0,5.0,10.0,3318.4,1.0,1.0,1.0,1,49,1.0,0.0,2.0,4.65
4.0,5.0,10.0,3318.4,1.0,3.0,1.0,1,39,1.0,0.0,2.0,4.8
3.0,3.0,8.0,2964.8,1.0,3.0,1.0,1,9,1.0,1.0,2.0,3.85
4.0,5.0,10.0,3318.4,1.0,1.0,1.0,1,18,1.0,1.0,2.0,4.75
4.0,5.0,10.0,3318.4,1.0,1.0,1.0,1,18,1.0,1.0,2.0,4.65
4.0,5.0,10.0,3318.4,1.0,3.0,1.0,1,39,1.0,3.0,2.0,4.8
3.0,4.0,7.0,2720.0,1.0,1.0,1.0,1,49,3.0,3.0,2.0,3.7
3.0,3.0,1.0,2720.0,1.0,1.0,0.0,1,22,4.0,2.0,1.0,2.88
3.0,3.0,1.0,2720.0,1.0,1.0,0.0,1,22,4.0,2.0,1.0,2.9
3.0,3.0,1.0,2720.0,1.0,1.0,0.0,1,22,1.0,2.0,1.0,2.8
3.0,3.0,1.0,2720.0,1.0,1.0,0.0,1,22,4.0,2.0,1.0,2.83
3.0,3.0,1.0,2720.0,1.0,1.0,0.0,1,22,4.0,2.0,1.0,2.85
3.0,4.0,1.0,2720.0,1.0,1.0,1.0,1,39,4.0,0.0,1.0,3.83
3.0,4.0,1.0,2720.0,1.0,1.0,1.0,1,39,4.0,0.0,1.0,3.85
3.0,4.0,1.0,2720.0,1.0,1.0,1.0,1,39,4.0,0.0,1.0,3.8
3.0,4.0,1.0,2720.0,1.0,1.0,1.0,1,39,4.0,0.0,1.0,3.75
3.0,4.0,1.0,2720.0,1.0,1.0,1.0,1,39,4.0,0.0,1.0,3.78
4.0,5.0,1.0,3536.0,1.0,1.0,1.0,1,49,4.0,3.0,1.0,4.28
4.0,5.0,1.0,3536.0,1.0,1.0,1.0,1,39,4.0,0.0,1.0,4.25
4.0,5.0,1.0,3536.0,1.0,1.0,1.0,1,49,4.0,3.0,1.0,4.2
4.0,5.0,1.0,3536.0,1.0,1.0,1.0,1,39,4.0,0.0,1.0,4.23
3.0,3.0,1.0,2720.0,1.0,1.0,1.0,1,39,4.0,0.0,1.0,2.75
3.0,3.0,1.0,2720.0,1.0,1.0,1.0,1,39,1.0,0.0,1.0,2.78
3.0,3.0,1.0,2720.0,1.0,1.0,1.0,1,39,4.0,0.0,1.0,2.8
3.0,3.0,1.0,2720.0,1.0,1.0,1.0,1,39,4.0,0.0,1.0,2.83
3.0,3.0,1.0,2720.0,1.0,1.0,1.0,1,39,4.0,0.0,1.0,2.85
3.0,3.0,1.0,2720.0,1.0,1.0,1.0,1,39,4.0,0.0,1.0,3.8
4.0,5.0,1.0,3536.0,1.0,1.0,1.0,1,49,1.0,0.0,1.0,4.25
3.0,4.0,5.0,2720.0,1.0,1.0,1.0,1,49,3.0,3.0,2.0,3.2
3.0,4.0,8.0,2720.0,1.0,1.0,1.0,1,39,3.0,0.0,2.0,3.4
3.0,4.0,8.0,2720.0,1.0,2.0,1.0,1,49,3.0,0.0,2.0,3.75
4.0,5.0,8.0,3264.0,1.0,1.0,1.0,1,49,1.0,3.0,2.0,4.35
3.0,3.0,8.0,2720.0,0.0,1.0,0.0,0,16,3.0,1.0,2.0,3.75
3.0,3.0,5.0,2720.0,1.0,1.0,1.0,1,16,4.0,1.0,2.0,3.4
4.0,5.0,10.0,3264.0,1.0,2.0,2.0,1,49,1.0,0.0,2.0,4.4
4.0,5.0,8.0,3264.0,0.0,1.0,0.0,1,0,4.0,1.0,2.0,4.6
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,49,3.0,0.0,2.0,3.25
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,49,1.0,3.0,2.0,3.6
4.0,4.0,8.0,3264.0,1.0,1.0,1.0,1,39,3.0,0.0,2.0,4.5
4.0,4.0,8.0,3264.0,1.0,1.0,1.0,1,49,3.0,3.0,2.0,3.4
3.0,3.0,10.0,3236.8,0.0,1.0,0.0,1,16,4.0,1.0,2.0,3.2
3.0,4.0,8.0,2720.0,0.0,1.0,0.0,1,9,4.0,2.0,2.0,2.6
3.0,3.0,1.0,2720.0,1.0,1.0,1.0,1,39,4.0,0.0,1.0,2.8
3.0,3.0,1.0,2720.0,1.0,1.0,1.0,1,49,1.0,0.0,1.0,2.83
3.0,3.0,1.0,2720.0,1.0,1.0,1.0,1,18,4.0,2.0,1.0,2.88
3.0,3.0,1.0,2720.0,1.0,1.0,1.0,1,18,4.0,2.0,1.0,2.9
3.0,4.0,8.0,2720.0,1.0,1.0,1.0,1,39,1.0,2.0,2.0,2.75
4.0,5.0,8.0,3264.0,1.0,1.0,1.0,1,49,3.0,3.0,2.0,3.5
4.0,5.0,8.0,3264.0,0.0,1.0,0.0,1,49,1.0,2.0,2.0,3.4
3.0,3.0,9.0,2720.0,0.0,1.0,0.0,1,49,1.0,3.0,2.0,3.3
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,49,1.0,0.0,2.0,3.5
3.0,4.0,12.0,2720.0,1.0,2.0,1.0,1,49,1.0,0.0,2.0,2.7
3.0,4.0,8.0,2720.0,1.0,1.0,1.0,1,49,3.0,2.0,2.0,3.22
4.0,6.0,8.0,3536.0,0.0,1.0,0.0,1,49,1.0,0.0,2.0,4.75
4.0,5.0,8.0,3672.0,1.0,1.0,1.0,1,24,1.0,1.0,2.0,4.4
3.0,4.0,8.0,2720.0,0.0,1.0,0.0,0,0,4.0,1.0,2.0,3.75
4.0,5.0,8.0,3264.0,1.0,1.0,1.0,1,49,4.0,0.0,2.0,3.05
4.0,5.0,8.0,3264.0,1.0,1.0,1.0,1,31,3.0,1.0,2.0,3.19
3.0,3.0,2.0,2720.0,1.0,1.0,1.0,1,39,1.0,3.0,2.0,3.8
4.0,4.0,8.0,3264.0,1.0,1.0,1.0,1,39,3.0,2.0,2.0,3.5
4.0,5.0,8.0,3264.0,0.0,1.0,0.0,0,0,4.0,1.0,2.0,4.1
3.0,3.0,1.0,2720.0,1.0,1.0,1.0,1,39,4.0,0.0,1.0,2.85
3.0,3.0,1.0,2720.0,1.0,1.0,1.0,1,39,4.0,0.0,1.0,2.78
3.0,3.0,1.0,2720.0,1.0,1.0,1.0,1,39,4.0,0.0,1.0,2.75
3.0,3.0,1.0,2720.0,1.0,1.0,1.0,1,49,1.0,3.0,1.0,2.75
3.0,3.0,1.0,2720.0,1.0,1.0,1.0,1,39,4.0,0.0,1.0,3.85
3.0,3.0,1.0,2720.0,1.0,1.0,1.0,1,39,4.0,0.0,1.0,3.83
3.0,3.0,1.0,2720.0,1.0,1.0,1.0,1,39,4.0,0.0,1.0,3.75
3.0,3.0,1.0,2720.0,1.0,1.0,1.0,1,49,4.0,3.0,1.0,3.78
3.0,3.0,1.0,2720.0,1.0,1.0,1.0,1,49,0.0,0.0,1.0,3.8
4.0,5.0,1.0,3536.0,1.0,1.0,1.0,1,39,4.0,0.0,1.0,4.3
4.0,5.0,1.0,3536.0,1.0,1.0,1.0,1,39,4.0,0.0,1.0,4.28
4.0,5.0,1.0,3536.0,1.0,1.0,1.0,1,39,4.0,0.0,1.0,4.23
4.0,5.0,1.0,3536.0,1.0,1.0,1.0,1,39,4.0,0.0,1.0,4.2
4.0,5.0,1.0,3536.0,1.0,1.0,1.0,1,39,4.0,3.0,1.0,4.25
4.0,4.0,8.0,3264.0,1.0,1.0,1.0,1,49,4.0,3.0,2.0,3.5
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,39,2.0,2.0,2.0,2.5
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,18,2.0,1.0,2.0,2.45
3.0,3.0,2.0,2720.0,1.0,1.0,1.0,1,49,3.0,3.0,1.0,3.45
4.0,5.0,8.0,3672.0,1.0,1.0,1.0,1,39,1.0,2.0,2.0,4.6
4.0,5.0,9.0,3536.0,1.0,1.0,1.0,1,49,1.0,0.0,2.0,4.3
4.0,5.0,8.0,3264.0,1.0,1.0,1.0,1,39,1.0,3.0,2.0,4.7
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,49,1.0,3.0,2.0,3.7
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,16,1.0,1.0,2.0,3.48
4.0,5.0,8.0,3536.0,1.0,1.0,1.0,1,24,1.0,1.0,2.0,4.75
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,39,1.0,2.0,2.0,3.8
3.0,3.0,7.0,2720.0,1.0,1.0,1.0,1,49,3.0,0.0,2.0,3.5
4.0,5.0,8.0,3264.0,1.0,1.0,1.0,1,22,3.0,1.0,2.0,3.27
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,22,3.0,1.0,2.0,2.71
4.0,5.0,8.0,3264.0,1.0,1.0,1.0,1,49,3.0,2.0,2.0,3.5
3.0,4.0,8.0,2720.0,1.0,1.0,1.0,1,7,1.0,2.0,2.0,3.8
3.0,3.0,8.0,2720.0,0.0,1.0,0.0,1,6,4.0,1.0,2.0,2.85
3.0,4.0,12.0,2720.0,0.0,1.0,0.0,1,26,3.0,1.0,2.0,4.05
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,49,3.0,0.0,2.0,2.4
0.0,1.0,33.0,544.0,0.0,1.0,0.0,0,37,5.0,2.0,2.0,0.85
3.0,3.0,1.0,2720.0,1.0,1.0,1.0,1,18,4.0,2.0,1.0,2.85
3.0,3.0,1.0,2720.0,1.0,1.0,1.0,1,39,1.0,2.0,1.0,2.8
3.0,3.0,8.0,2720.0,0.0,1.0,0.0,0,0,4.0,1.0,2.0,3.2
3.0,4.0,8.0,2720.0,1.0,1.0,1.0,1,39,4.0,0.0,1.0,2.77
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,39,1.0,3.0,1.0,4.25
3.0,3.0,8.0,3019.2,1.0,1.0,1.0,1,39,1.0,0.0,2.0,3.75
4.0,5.0,1.0,3536.0,1.0,1.0,1.0,1,39,4.0,0.0,1.0,4.3
3.0,4.0,4.0,3046.4,0.0,1.0,1.0,1,49,1.0,2.0,2.0,4.17
4.0,6.0,4.0,3264.0,2.0,2.0,2.0,1,49,1.0,0.0,1.0,3.2
4.0,5.0,10.0,3318.4,1.0,1.0,1.0,1,18,1.0,1.0,2.0,4.65
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,24,3.0,1.0,2.0,3.9
3.0,3.0,8.0,4080.0,1.0,1.0,1.0,1,49,1.0,0.0,1.0,5.3
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,49,2.0,2.0,2.0,2.85
3.0,3.0,7.0,2720.0,1.0,1.0,1.0,1,39,4.0,3.0,2.0,2.65
3.0,3.0,8.0,3019.2,1.0,1.0,1.0,1,39,1.0,0.0,2.0,3.35
4.0,5.0,9.0,3264.0,1.0,1.0,1.0,1,39,1.0,0.0,2.0,4.7
4.0,5.0,9.0,3264.0,1.0,1.0,1.0,1,37,1.0,1.0,2.0,4.25
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,39,1.0,3.0,2.0,3.6
3.0,4.0,8.0,3046.4,1.0,1.0,1.0,1,39,5.0,3.0,2.0,1.25
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,39,1.0,2.0,1.0,3.8
3.0,3.0,4.0,2720.0,1.0,1.0,1.0,1,39,4.0,3.0,1.0,2.9
3.0,3.0,3.0,2720.0,1.0,1.0,1.0,1,49,1.0,0.0,2.0,2.3
4.0,4.0,8.0,3264.0,1.0,1.0,1.0,1,39,1.0,2.0,2.0,4.65
4.0,5.0,8.0,3264.0,1.0,1.0,1.0,0,16,3.0,1.0,2.0,3.5
3.0,4.0,8.0,2720.0,0.0,1.0,1.0,1,49,1.0,2.0,2.0,3.35
4.0,4.0,7.0,3264.0,1.0,1.0,1.0,1,49,4.0,3.0,2.0,3.79
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,7,2.0,1.0,2.0,2.3
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,39,4.0,3.0,2.0,1.6
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,9,1.0,1.0,2.0,3.65
3.0,4.0,8.0,3046.4,1.0,1.0,1.0,1,39,5.0,3.0,2.0,1.25
3.0,4.0,8.0,3046.4,1.0,1.0,1.0,1,39,5.0,3.0,2.0,1.25
3.0,4.0,8.0,3046.4,1.0,1.0,1.0,1,39,5.0,3.0,2.0,1.25
3.0,4.0,8.0,3046.4,1.0,1.0,1.0,1,39,5.0,3.0,2.0,1.25
3.0,4.0,8.0,3046.4,1.0,1.0,1.0,1,39,5.0,3.0,2.0,1.25
4.0,5.0,9.0,3264.0,0.0,1.0,0.0,0,22,1.0,1.0,2.0,4.75
3.0,3.0,7.0,2720.0,1.0,1.0,1.0,1,49,4.0,3.0,2.0,2.8
3.0,3.0,8.0,2720.0,1.0,1.0,1.0,1,39,1.0,3.0,1.0,4.25
4.0,4.0,8.0,3264.0,0.0,1.0,0.0,0,39,4.0,3.0,2.0,5.1
3.0,3.0,7.0,2720.0,1.0,1.0,1.0,1,39,4.0,3.0,2.0,2.69
3.0,3.0,9.0,2720.0,1.0,1.0,1.0,1,39,3.0,0.0,2.0,3.2
3.0,3.0,8.0,2720.0,1.0,2.0,1.0,1,49,1.0,2.0,2.0,4.15
3.0,3.0,8.0,2720.0,0.0,2.0,1.0,1,49,0.0,2.0,2.0,4.25
3.0,3.0,8.0,2720.0,1.0,2.0,1.0,1,49,1.0,2.0,2.0,2.73
