society,bedrooms,baths,link,floors_in_building,price,area,area_sqft,servant_quarters,kitchens,store_rooms,price_per_sqft,drawing_room,dining_room,lounge_or_sitting_room,laundry_room,study_room,prayer_room,powder_room,gym,steam_room,other_rooms,luxury_score,furnishing_score,floor,agePossession,lat,lon
Askari Housing Society,4.0,5.0,https://www.zameen.com/Property/askari_11_askari_11_-_sector_b_apartments_12_marla_4_bed_flat_available_for_sale_with_gas_in_askari_11-53939088-15703-1.html,7.0,3.4,12.0,3264.0,1.0,1.0,1.0,10416.666666666666,1,1,1,1,0,0,1,0,0,1,111.0,16,3.0,Relatively New,31.465334,74.3801628
Askari Housing Society,4.0,5.0,https://www.zameen.com/Property/askari_askari_10_brand_new_12_marla_luxury_apartment_for_sale-53859884-1011-1.html,9.0,4.6,12.0,3264.0,1.0,1.0,1.0,14093.137254901962,1,1,1,1,0,0,1,1,0,0,139.0,24,3.0,New Property,31.465334,74.3801628
Askari Housing Society,3.0,3.0,https://www.zameen.com/Property/askari_askari_10_good_condition_apartment_near_to_park_3_bedrooms_for_sale-53948049-1011-1.html,8.0,3.7,11.0,2992.0,1.0,1.0,1.0,12366.310160427807,1,1,1,1,0,0,0,1,0,0,139.0,24,5.0,New Property,31.465334,74.3801628
Askari Housing Society,3.0,3.0,https://www.zameen.com/Property/askari_askari_1_askari_1_available_flat_for_sale_3_bedroom-53971533-3556-1.html,2.0,2.35,10.0,2720.0,1.0,1.0,1.0,8639.70588235294,1,1,1,1,1,1,1,1,1,1,158.0,49,2.0,Old Property,31.465334,74.3801628
Askari Housing Society,4.0,4.0,https://www.zameen.com/Property/askari_10_askari_10_-_sector_s_12_marla_brand-new_4_bedroom_apartment_is_available_for_sale_in_askari_10_sector_s_lahore_cantt-53940940-21434-1.html,3.0,4.45,12.0,3264.0,1.0,1.0,1.0,13633.578431372547,1,1,1,1,1,1,1,0,1,1,168.0,49,3.0,New Property,31.465334,74.3801628
Askari Housing Society,4.0,5.0,https://www.zameen.com/Property/askari_askari_10_askari_10_sec_s_brand_new_apartment_available_for_sale-53615797-1011-1.html,9.0,4.5,12.0,3264.0,1.0,1.0,1.0,13786.764705882351,1,1,1,1,0,0,1,1,0,1,116.0,24,5.0,New Property,31.465334,74.3801628
Askari Housing Society,3.0,3.0,https://www.zameen.com/Property/askari_10_askari_10_-_sector_f_10_marla_luxury_3_bedroom_apartment_is_available_for_sale_in_askari_10_sector_f_lahore_cantt-53883223-10542-1.html,8.0,3.8,10.0,2720.0,1.0,1.0,1.0,13970.588235294115,1,1,1,1,1,1,1,1,1,1,184.0,49,2.0,Relatively New,31.465334,74.3801628
Askari Housing Society,4.0,4.0,https://www.zameen.com/Property/askari_askari_10_hot_deal_12_marla_4_beds_apartment_in_askari_10_sector_f_very_close_to_airport-53955942-1011-1.html,21.0,5.0,12.0,3264.0,0.0,1.0,0.0,15318.627450980392,1,1,1,1,0,0,1,1,0,1,148.0,34,3.0,New Property,31.465334,74.3801628
Askari Housing Society,3.0,2.0,https://www.zameen.com/Property/askari_askari_10_2523_square_feet_apartment_is_available_for_sale_in_askari_10_lahore-53700009-1011-1.html,8.0,5.3,11.2,3046.4,0.0,1.0,0.0,17397.584033613446,0,0,0,0,0,0,0,0,0,0,7.0,0,3.0,Undefined,31.465334,74.3801628
Askari Housing Society,3.0,4.0,https://www.zameen.com/Property/askari_10_askari_10_-_sector_f_10_marla_3_bedroom_apartment_for_sale_at_very_reasonable_price-53135830-10542-1.html,8.0,3.3,10.0,2720.0,0.0,1.0,0.0,12132.35294117647,0,0,0,0,0,0,0,0,0,0,7.0,0,3.0,Undefined,31.465334,74.3801628
Askari Housing Society,3.0,3.0,https://www.zameen.com/Property/askari_askari_11_10_marla_3_bed_flat_for_sale_askari_11_lahore-22338211-1503-1.html,7.0,2.75,10.0,2720.0,1.0,1.0,1.0,10110.29411764706,1,1,1,1,1,1,1,1,1,1,184.0,49,7.0,Relatively New,31.465334,74.3801628
Askari Housing Society,3.0,3.0,https://www.zameen.com/Property/askari_11_askari_11_-_sector_b_apartments_super_hot_deal_10-marla_3-bedroom_flat_for_sale_in_askari-11_lahore-53913911-15703-1.html,7.0,2.59,10.0,2720.0,1.0,1.0,1.0,9522.058823529413,1,1,1,1,1,1,1,1,1,0,155.0,39,3.0,Relatively New,31.465334,74.3801628
Askari Housing Society,3.0,4.0,https://www.zameen.com/Property/askari_11_askari_11_-_sector_b_apartments_10_marla_brand_new_3_bedrooms_flat_available_for_sale-53939862-15703-1.html,8.0,2.9,10.0,2720.0,1.0,1.0,1.0,10661.764705882351,1,1,1,1,0,0,1,0,0,1,144.0,18,2.0,New Property,31.465334,74.3801628
Askari Housing Society,4.0,6.0,https://www.zameen.com/Property/askari_11_askari_11_-_sector_b_12_marla_4_bed_beautiful_flat_available_for_sale_in_askari_11_sector_b-52357828-15702-1.html,8.0,3.1,12.0,3264.0,1.0,1.0,1.0,9497.549019607844,1,1,1,1,1,1,1,1,1,1,179.0,49,3.0,Relatively New,31.465334,74.3801628
Askari Housing Society,4.0,6.0,https://www.zameen.com/Property/askari_askari_11_4_beds_apartment_for_sale_in_askari_11_lahore-51657256-1503-1.html,8.0,3.35,12.0,3264.0,1.0,1.0,0.0,10263.480392156862,1,1,1,1,1,1,1,1,1,1,164.0,39,3.0,Relatively New,31.465334,74.3801628
Askari Housing Society,3.0,4.0,https://www.zameen.com/Property/askari_askari_11_10_marla_3_bedroom_flat_available_for_sale_in_askari_11_lahore-53290329-1503-1.html,8.0,3.5,10.0,2720.0,1.0,1.0,1.0,12867.64705882353,1,1,1,1,1,1,1,1,1,0,171.0,49,4.0,New Property,31.465334,74.3801628
Askari Housing Society,3.0,4.0,https://www.zameen.com/Property/askari_11_askari_11_-_sector_b_apartments_3_bed_room_apartments_for_sale_in_askari_11_lahore-53951233-15703-1.html,8.0,3.15,10.0,2720.0,2.0,1.0,1.0,11580.882352941177,1,1,1,1,1,1,1,1,1,0,156.0,37,3.0,Undefined,31.465334,74.3801628
Askari Housing Society,3.0,4.0,https://www.zameen.com/Property/askari_11_askari_11_-_sector_b_3_floor_3_bed_room_apartments_for_sale_in_askari_11_lahore-53951238-15702-1.html,8.0,3.17,11.0,2992.0,2.0,2.0,1.0,10594.919786096256,1,1,1,1,1,1,1,1,1,0,176.0,49,2.0,New Property,31.465334,74.3801628
Askari Housing Society,3.0,4.0,https://www.zameen.com/Property/askari_askari_11_ground_floor_3_bed_room_apartments_for_sale_in_askari_11_lahore-53825031-1503-1.html,8.0,2.78,10.0,2720.0,1.0,1.0,1.0,10220.588235294115,1,1,1,1,1,1,1,1,1,1,183.0,49,1.0,Moderately Old,31.465334,74.3801628
Askari Housing Society,3.0,4.0,https://www.zameen.com/Property/askari_askari_11_3_bed_room_apartments_for_sale_in_askari_11_lahore-53849310-1503-1.html,8.0,2.8,10.0,2720.0,1.0,1.0,1.0,10294.117647058823,1,1,1,1,1,1,1,1,1,0,170.0,39,2.0,Undefined,31.465334,74.3801628
Askari Housing Society,3.0,4.0,https://www.zameen.com/Property/askari_11_askari_11_-_sector_b_apartments_5_floor_3_bed_room_apartments_for_sale_in_askari_11_lahore-53849593-15703-1.html,8.0,3.75,10.0,2720.0,1.0,1.0,1.0,13786.764705882351,1,1,1,0,1,1,1,1,1,0,171.0,39,5.0,Undefined,31.465334,74.3801628
Askari Housing Society,3.0,4.0,https://www.zameen.com/Property/askari_11_askari_11_-_sector_d_brand_new_beautiful_apartment_for_sale-53858015-21437-1.html,8.0,3.7,10.0,2720.0,1.0,1.0,0.0,13602.941176470587,1,1,1,1,1,1,1,1,1,0,140.0,39,3.0,Undefined,31.465334,74.3801628
Askari Housing Society,3.0,4.0,https://www.zameen.com/Property/askari_askari_11_brand_new_3_bed_room_apartments_for_sale_in_askari_11_lahore-53859254-1503-1.html,8.0,4.0,10.0,2720.0,2.0,1.0,1.0,14705.882352941177,1,1,1,1,1,1,1,1,1,0,168.0,39,2.0,Undefined,31.465334,74.3801628
Askari Housing Society,4.0,5.0,https://www.zameen.com/Property/askari_10_askari_10_-_sector_s_apartment_for_sale_in_sector-s_askari-10-53720266-21434-1.html,8.0,4.6,12.0,3264.0,1.0,1.0,1.0,14093.137254901962,1,1,1,1,0,0,1,0,0,0,107.0,22,3.0,Undefined,31.465334,74.3801628
Askari Housing Society,4.0,5.0,https://www.zameen.com/Property/askari_askari_10_ground_floor_12_marla_4_bedroom_apartment_available_for_sale-53911891-1011-1.html,8.0,4.75,12.0,3264.0,1.0,2.0,2.0,14552.696078431372,1,1,1,1,1,1,1,0,1,1,147.0,39,3.0,New Property,31.465334,74.3801628
Askari Housing Society,3.0,3.0,https://www.zameen.com/Property/askari_10_askari_10_-_sector_f_12_marla_flat_for_sale_in_the_perfect_location_of_askari_10_-_sector_f-53540042-10542-1.html,8.0,3.95,12.0,3264.0,0.0,2.0,0.0,12101.71568627451,1,1,0,0,0,0,1,0,0,0,69.0,16,3.0,Undefined,31.465334,74.3801628
Askari Housing Society,3.0,3.0,https://www.zameen.com/Property/askari_askari_11_10_marla_flat_situated_in_askari_11_for_sale-53904630-1503-1.html,1.0,3.2,10.0,2720.0,1.0,1.0,1.0,11764.70588235294,1,1,0,1,0,0,1,0,0,0,168.0,39,1.0,New Property,31.465334,74.3801628
Askari Housing Society,3.0,3.0,https://www.zameen.com/Property/askari_10_askari_10_-_sector_f_centrally_located_flat_for_sale_in_askari_10_-_sector_f_available-53903943-10542-1.html,4.0,3.83,10.0,2720.0,1.0,1.0,1.0,14080.882352941177,1,1,1,1,1,1,1,1,1,1,184.0,49,1.0,Relatively New,31.465334,74.3801628
Askari Housing Society,3.0,3.0,https://www.zameen.com/Property/askari_askari_11_a_stunning_flat_is_up_for_grabs_in_askari_11_lahore-53904628-1503-1.html,1.0,3.15,10.0,2720.0,1.0,1.0,1.0,11580.882352941177,1,1,0,1,0,0,1,0,0,0,168.0,39,1.0,New Property,31.465334,74.3801628
Askari Housing Society,3.0,3.0,https://www.zameen.com/Property/askari_10_askari_10_-_sector_f_in_askari_10_-_sector_f_flat_sized_10_marla_for_sale-53903938-10542-1.html,4.0,3.88,10.0,2720.0,1.0,1.0,1.0,14264.70588235294,1,1,0,1,0,0,1,0,0,0,168.0,39,1.0,Relatively New,31.465334,74.3801628
Askari Housing Society,4.0,5.0,https://www.zameen.com/Property/askari_10_askari_10_-_sector_s_stunning_and_affordable_flat_available_for_sale_in_askari_10_-_sector_s-53903780-21434-1.html,1.0,4.25,13.0,3536.0,1.0,1.0,1.0,12019.23076923077,1,1,0,1,0,0,1,0,0,0,168.0,39,1.0,New Property,31.465334,74.3801628
Askari Housing Society,3.0,3.0,https://www.zameen.com/Property/askari_askari_11_3_bed_brand_new_apartment_available_for_sale_in_askari_11_lahore-53556666-1503-1.html,8.0,2.9,10.0,2720.0,1.0,1.0,1.0,10661.764705882351,1,1,1,1,1,1,1,1,1,0,184.0,49,3.0,Relatively New,31.465334,74.3801628
Askari Housing Society,4.0,4.0,https://www.zameen.com/Property/askari_askari_10_10_marla_04_bedroom_apartment_available_for_sale_in_askari_10_sector_s_lahore_cantt-53806389-1011-1.html,8.0,4.55,10.0,2720.0,1.0,1.0,1.0,16727.941176470587,1,1,1,1,1,1,1,1,1,1,157.0,39,3.0,New Property,31.465334,74.3801628
Askari Housing Society,4.0,5.0,https://www.zameen.com/Property/askari_10_askari_10_-_sector_s_brand_new_near_to_mosque_4_bed_flat_with_8th_floor_open_view_urgent_for_sale-53904833-21434-1.html,9.0,4.3,12.0,3264.0,1.0,1.0,1.0,13174.019607843138,1,1,1,1,1,1,1,0,1,0,154.0,47,8.0,New Property,31.465334,74.3801628
Askari Housing Society,3.0,4.0,https://www.zameen.com/Property/askari_askari_10_10_marla_flat_is_available_in_askari_10-53189703-1011-1.html,8.0,3.65,10.0,2720.0,0.0,1.0,0.0,13419.117647058823,1,1,0,0,0,0,0,0,0,0,65.0,6,1.0,Undefined,31.465334,74.3801628
Askari Housing Society,3.0,3.0,https://www.zameen.com/Property/askari_askari_1_10-marla_3-bedroom_s_1st_floor_1992-model_family_flat_available_for_sale_in_askari-1_lahore_cantt-53885642-3556-1.html,3.0,2.75,10.0,2720.0,1.0,1.0,1.0,10110.29411764706,1,1,1,1,1,1,1,1,1,1,184.0,49,1.0,Old Property,31.465334,74.3801628
Askari Housing Society,3.0,3.0,https://www.zameen.com/Property/askari_11_askari_11_-_sector_d_lowest_price_10_marla_modern_apartment_available_for_sale_in_askari_11_sector_d-50755811-21437-1.html,7.0,3.7,10.0,2720.0,1.0,1.0,1.0,13602.941176470587,1,1,1,1,1,1,1,1,1,1,184.0,49,3.0,New Property,31.465334,74.3801628
Askari Housing Society,4.0,5.0,https://www.zameen.com/Property/askari_askari_10_brand_new_ultra_modern_13_marla_4_bedroom_apartment_in_s_block_askari-10-53744330-1011-1.html,9.0,4.75,13.0,3536.0,1.0,1.0,1.0,13433.257918552035,1,1,1,1,1,1,1,1,1,1,179.0,49,4.0,New Property,31.465334,74.3801628
Askari Housing Society,3.0,4.0,https://www.zameen.com/Property/askari_askari_11_10_marla_3_bedroom_flat_availble_for_sale_in_askari_11_lahore-53600444-1503-1.html,8.0,2.45,10.0,2720.0,1.0,1.0,1.0,9007.35294117647,1,1,1,1,1,1,1,1,1,0,184.0,39,3.0,Relatively New,31.465334,74.3801628
Askari Housing Society,4.0,5.0,https://www.zameen.com/Property/askari_11_askari_11_-_sector_b_4_bed_apartment_with_patio_in_askari_11_for_sale-52624412-15702-1.html,8.0,4.45,12.0,3264.0,1.0,1.0,1.0,13633.578431372547,1,1,1,1,1,1,1,1,1,0,167.0,49,1.0,New Property,31.465334,74.3801628
Askari Housing Society,3.0,4.0,https://www.zameen.com/Property/askari_askari_11_3_bedroom_apartments_for_sale_in_askari_11_lahore-53862787-1503-1.html,8.0,3.65,10.0,2720.0,1.0,1.0,1.0,13419.117647058823,1,1,1,1,1,1,1,1,1,1,184.0,49,2.0,Relatively New,31.465334,74.3801628
Askari Housing Society,3.0,4.0,https://www.zameen.com/Property/askari_11_askari_11_-_sector_d_brand_new_beautiful_apartment_available_for_sale-53862967-21437-1.html,8.0,3.65,10.0,2720.0,1.0,1.0,1.0,13419.117647058823,1,1,1,1,1,1,1,1,1,1,164.0,49,3.0,New Property,31.465334,74.3801628
Askari Housing Society,3.0,4.0,https://www.zameen.com/Property/askari_11_askari_11_-_sector_d_new_apartment_available_for_sale_in_askari_11_lahore-53867943-21437-1.html,8.0,3.62,10.0,2720.0,1.0,1.0,1.0,13308.823529411764,1,1,1,1,1,1,1,1,1,0,161.0,39,2.0,Undefined,31.465334,74.3801628
Askari Housing Society,3.0,4.0,https://www.zameen.com/Property/askari_askari_11_facing_lak_3_bed_room_apartments_for_sale_in_askari_11_lahore-53870706-1503-1.html,8.0,3.85,10.0,2720.0,1.0,1.0,1.0,14154.411764705885,1,1,1,1,1,1,1,1,1,1,171.0,39,2.0,Undefined,31.465334,74.3801628
Askari Housing Society,3.0,4.0,https://www.zameen.com/Property/askari_11_askari_11_-_sector_b_apartments_new_3_bed_room_apartments_for_sale_in_askari_11_lahore-53875004-15703-1.html,8.0,2.85,10.0,2720.0,1.0,1.0,1.0,10477.941176470587,1,1,1,1,1,1,1,1,1,0,176.0,39,2.0,New Property,31.465334,74.3801628
Askari Housing Society,3.0,4.0,https://www.zameen.com/Property/askari_askari_11_3_bed_room_apartments_for_sale_in_askari_11_lahore-53915547-1503-1.html,8.0,2.87,10.0,2720.0,0.0,1.0,0.0,10551.470588235294,0,0,0,0,0,0,0,0,0,0,17.0,0,3.0,Undefined,31.465334,74.3801628
Askari Housing Society,3.0,4.0,https://www.zameen.com/Property/askari_11_askari_11_-_sector_d_8_floor_facing_lak_3_bed_room_apartments_for_sale_in_askari_11_lahore-53946819-21437-1.html,8.0,3.6,11.0,2992.0,1.0,1.0,1.0,12032.085561497326,1,1,1,1,1,1,1,1,1,0,179.0,49,8.0,New Property,31.465334,74.3801628
Askari Housing Society,3.0,3.0,https://www.zameen.com/Property/askari_askari_11_10_marla_3_bed_brand_new_flat_for_sale_in_askari_11_lahore-27892292-1503-1.html,8.0,3.1,10.0,2720.0,1.0,1.0,1.0,11397.058823529413,1,1,1,1,1,1,1,1,1,0,184.0,49,1.0,Relatively New,31.465334,74.3801628
Askari Housing Society,3.0,4.0,https://www.zameen.com/Property/askari_10_askari_10_-_sector_s_a_well_designed_flat_is_up_for_sale_in_an_ideal_location_in_lahore-53198686-21434-1.html,8.0,3.4,11.0,2992.0,0.0,1.0,0.0,11363.636363636364,1,1,0,0,0,0,0,0,0,0,51.0,6,1.0,Undefined,31.465334,74.3801628
Askari Housing Society,3.0,3.0,https://www.zameen.com/Property/askari_10_askari_10_-_sector_f_apartment_for_sale_in_sector-f_askari-10-53780701-10542-1.html,8.0,4.25,10.0,2720.0,1.0,1.0,1.0,15625.0,1,1,1,1,0,0,0,0,0,0,107.0,22,3.0,Undefined,31.465334,74.3801628
Askari Housing Society,4.0,5.0,https://www.zameen.com/Property/askari_10_askari_10_-_sector_f_apartment_for_sale_in_sector-f_askari-10-53782929-10542-1.html,8.0,4.65,12.0,3264.0,1.0,1.0,1.0,14246.323529411764,1,1,1,1,0,0,1,0,0,0,107.0,22,3.0,Undefined,31.465334,74.3801628
Askari Housing Society,4.0,5.0,https://www.zameen.com/Property/askari_10_askari_10_-_sector_f_apartment_for_sale_in_sector-f_askari-10-53782917-10542-1.html,8.0,5.45,12.0,3264.0,1.0,1.0,1.0,16697.303921568626,1,1,1,1,0,0,1,0,0,0,107.0,22,3.0,Undefined,31.465334,74.3801628
Askari Housing Society,4.0,5.0,https://www.zameen.com/Property/askari_10_askari_10_-_sector_s_apartment_for_sale_in_sector-s_askari-10-53780712-21434-1.html,8.0,4.8,12.0,3264.0,1.0,1.0,1.0,14705.882352941177,1,1,1,1,1,1,1,0,1,1,150.0,49,3.0,New Property,31.465334,74.3801628
Askari Housing Society,3.0,3.0,https://www.zameen.com/Property/askari_askari_11_askari_11_flat_sized_10_marla-53904629-1503-1.html,1.0,3.18,10.0,2720.0,1.0,1.0,1.0,11691.176470588236,1,1,1,1,1,1,1,0,1,0,176.0,39,1.0,New Property,31.465334,74.3801628
Askari Housing Society,3.0,3.0,https://www.zameen.com/Property/askari_10_askari_10_-_sector_f_affordable_flat_of_10_marla_is_available_for_sale-53903940-10542-1.html,4.0,3.85,10.0,2720.0,1.0,1.0,1.0,14154.411764705885,1,1,1,1,1,1,1,1,1,1,184.0,49,1.0,Relatively New,31.465334,74.3801628
Askari Housing Society,3.0,3.0,https://www.zameen.com/Property/askari_10_askari_10_-_sector_f_buy_a_centrally_located_10_marla_flat_in_askari_10_-_sector_f-53903941-10542-1.html,4.0,3.8,10.0,2720.0,1.0,1.0,1.0,13970.588235294115,1,1,1,1,1,1,1,1,1,0,184.0,49,1.0,Relatively New,31.465334,74.3801628
Askari Housing Society,4.0,5.0,https://www.zameen.com/Property/askari_10_askari_10_-_sector_s_prominently-located_13_marla_flat_available_in_askari_10_-_sector_s-53903791-21434-1.html,1.0,4.3,13.0,3536.0,1.0,1.0,1.0,12160.633484162896,1,1,1,1,0,1,1,1,1,1,168.0,39,1.0,New Property,31.465334,74.3801628
Askari Housing Society,4.0,5.0,https://www.zameen.com/Property/askari_10_askari_10_-_sector_s_perfect_13_marla_flat_in_askari_10_-_sector_s_for_sale-53903784-21434-1.html,1.0,4.28,13.0,3536.0,1.0,1.0,1.0,12104.072398190045,1,1,0,1,0,0,1,0,0,0,168.0,39,1.0,New Property,31.465334,74.3801628
Askari Housing Society,3.0,3.0,https://www.zameen.com/Property/askari_10_askari_10_-_sector_f_apartment_for_sale_in_sector-f_askari-10-53841744-10542-1.html,8.0,3.8,10.0,2720.0,1.0,1.0,1.0,13970.588235294115,1,1,1,1,0,0,0,0,0,0,107.0,22,3.0,Undefined,31.465334,74.3801628
Askari Housing Society,3.0,3.0,https://www.zameen.com/Property/askari_10_askari_10_-_sector_f_apartment_for_sale_in_sector-f_askari-10-53782889-10542-1.html,8.0,4.25,10.0,2720.0,1.0,1.0,1.0,15625.0,1,1,1,1,0,0,0,0,0,0,107.0,22,3.0,Undefined,31.465334,74.3801628
Askari Housing Society,3.0,3.0,https://www.zameen.com/Property/askari_askari_1_10-marla_3-bedroom_s_flat_available_for_sale_in_askari-1_lahore_cantt-53966739-3556-1.html,3.0,2.25,10.0,2720.0,1.0,1.0,1.0,8272.058823529413,1,1,1,1,0,0,0,0,1,0,76.0,16,1.0,Old Property,31.465334,74.3801628
Askari Housing Society,3.0,3.0,https://www.zameen.com/Property/askari_askari_11_10_marla_apartment_for_sale_in_askari_11_lahore-53889942-1503-1.html,9.0,3.15,11.1,3019.2,1.0,1.0,1.0,10433.227344992052,1,1,1,1,1,1,1,1,1,1,172.0,49,7.0,Relatively New,31.465334,74.3801628
Askari Housing Society,4.0,5.0,https://www.zameen.com/Property/askari_askari_10_luxury_4_bed_brand_new_apartment_2950_sq_ft_with_servant_room_beautiful_view_for_sale_in_askari_10-53916321-1011-1.html,9.0,4.79,13.1,3563.2,1.0,1.0,1.0,13442.972608890885,1,1,1,1,1,1,1,1,1,0,172.0,49,6.0,New Property,31.465334,74.3801628
Askari Housing Society,3.0,4.0,https://www.zameen.com/Property/askari_askari_11_3x_beds_beautiful_view_apartment_available_for_sale_sector-d_of_askari-11_lahore-50435801-1503-1.html,5.0,3.45,10.0,2720.0,2.0,2.0,0.0,12683.823529411764,1,1,1,1,1,1,1,1,1,1,184.0,49,3.0,New Property,31.465334,74.3801628
Askari Housing Society,3.0,4.0,https://www.zameen.com/Property/askari_11_askari_11_-_sector_b_apartments_10_marla_brand_new_3_bedrooms_flat_for_sale-53958940-15703-1.html,8.0,2.95,10.0,2720.0,1.0,1.0,1.0,10845.588235294115,1,1,1,1,0,0,1,0,0,0,140.0,18,2.0,New Property,31.465334,74.3801628
Askari Housing Society,3.0,3.0,https://www.zameen.com/Property/askari_askari_11_brand_new_flat_for_sale_in_askari_11_lahore-27247653-1503-1.html,8.0,3.1,10.0,2720.0,1.0,1.0,1.0,11397.058823529413,1,1,1,1,1,1,1,1,1,1,184.0,49,3.0,Relatively New,31.465334,74.3801628
Askari Housing Society,3.0,3.0,https://www.zameen.com/Property/askari_askari_11_10_marla_3_bed_flat_for_sale_in_askari_11_lahore-27004149-1503-1.html,7.0,2.75,10.0,2720.0,1.0,1.0,1.0,10110.29411764706,1,1,1,1,1,1,1,1,1,1,184.0,49,5.0,Relatively New,31.465334,74.3801628
Askari Housing Society,3.0,3.0,https://www.zameen.com/Property/askari_11_askari_11_-_sector_b_apartments_don_t_miss_out_this_beautiful_apartment_for_sale-53971374-15703-1.html,7.0,2.85,10.0,2720.0,1.0,1.0,1.0,10477.941176470587,1,1,1,1,0,0,0,0,0,0,67.0,13,3.0,Relatively New,31.465334,74.3801628
Askari Housing Society,4.0,5.0,https://www.zameen.com/Property/askari_10_askari_10_-_sector_s_brand_new_7th_floor_apartment_with_beautiful_open_view_urgent_for_sale-53971343-21434-1.html,9.0,4.85,12.0,3264.0,1.0,1.0,1.0,14859.06862745098,1,1,1,1,1,1,1,1,1,1,168.0,49,7.0,New Property,31.465334,74.3801628
Askari Housing Society,3.0,3.0,https://www.zameen.com/Property/askari_11_askari_11_-_sector_d_ground_floor_facing_park_best_location_apartment_available_for_sale_in_sector_d-53971272-21437-1.html,9.0,4.5,10.0,2720.0,1.0,1.0,1.0,16544.117647058825,1,1,1,1,1,1,1,1,1,0,166.0,39,0.0,New Property,31.465334,74.3801628
Askari Housing Society,3.0,4.0,https://www.zameen.com/Property/askari_11_askari_11_-_sector_d_ground_floor_facing_facing_hot_location_apartment_available_for_sale_sector_d-53971133-21437-1.html,9.0,4.45,10.0,2720.0,1.0,1.0,1.0,16360.29411764706,1,1,1,1,1,1,1,1,1,0,165.0,37,0.0,New Property,31.465334,74.3801628
Askari Housing Society,4.0,5.0,https://www.zameen.com/Property/askari_10_askari_10_-_sector_s_brand_new_near_to_mosque_and_park_4_bed_flat_urgent_for_sale-53932415-21434-1.html,9.0,4.9,12.0,3264.0,1.0,1.0,1.0,15012.254901960783,1,1,1,1,1,1,1,1,1,0,152.0,37,2.0,New Property,31.465334,74.3801628
Askari Housing Society,4.0,5.0,https://www.zameen.com/Property/askari_10_askari_10_-_sector_s_facing_ring_road_view_brand_new_4_bedrooms_luxury_flat_available_urgent_for_sale_near_market-53823187-21434-1.html,9.0,4.65,12.0,3264.0,1.0,1.0,1.0,14246.323529411764,1,1,1,1,0,0,1,0,0,0,123.0,18,3.0,New Property,31.465334,74.3801628
Askari Housing Society,3.0,4.0,https://www.zameen.com/Property/askari_askari_11_facing_park_3_bedroom_apartments_for_sale_in_askari_11_lahore-53830075-1503-1.html,8.0,4.1,10.0,2720.0,1.0,1.0,1.0,15073.529411764706,1,1,1,1,1,1,1,1,1,1,176.0,39,4.0,Undefined,31.465334,74.3801628
Askari Housing Society,4.0,5.0,https://www.zameen.com/Property/askari_10_askari_10_-_sector_s_newly_constructed_flats_in_askari_10_sector_s_ready_to_move_in-51938624-21434-1.html,10.0,4.7,13.0,3536.0,1.0,2.0,2.0,13291.855203619907,1,1,1,1,1,1,1,1,1,1,159.0,49,3.0,Relatively New,31.465334,74.3801628
Askari Housing Society,3.0,4.0,https://www.zameen.com/Property/askari_11_askari_11_-_sector_b_apartments_10_marla_brand_new_flat_available_for_sale-53956093-15703-1.html,8.0,2.85,10.0,2720.0,1.0,1.0,1.0,10477.941176470587,1,1,1,1,0,0,1,0,0,1,150.0,27,2.0,New Property,31.465334,74.3801628
Askari Housing Society,3.0,4.0,https://www.zameen.com/Property/askari_11_askari_11_-_sector_b_apartments_10_marla_new_design_3_bedrooms_flat_for_sale-53955878-15703-1.html,8.0,2.9,10.0,2720.0,1.0,1.0,1.0,10661.764705882351,1,1,1,1,0,0,1,0,0,0,129.0,18,3.0,New Property,31.465334,74.3801628
