bedrooms,baths,price,area_sqft,kitchens,store_rooms,drawing_room,dining_room,lounge_or_sitting_room,laundry_room,study_room,prayer_room,powder_room,gym,steam_room,other_rooms,luxury_score,furnishing_score,floors,agePossession,property_type,has_servant_room
5.0,6.0,11.5,5445.02,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,6.0,5.25,2722.51,2.0,1.0,1,1,1,1,1,1,1,0,0,1,66.0,25,2.0,New Property,1,1
3.0,5.0,2.1,1361.255,1.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,6.0,9.99,5445.02,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,0
3.0,4.0,1.9,1361.255,2.0,1.0,1,1,1,1,1,1,1,1,1,1,58.0,25,2.0,New Property,1,1
5.0,6.0,3.0,2722.51,2.0,1.0,1,1,1,1,0,1,1,0,1,1,35.0,23,2.0,New Property,1,1
6.0,6.0,5.0,5445.02,2.0,1.0,1,1,1,1,1,0,1,0,1,1,29.0,14,2.0,New Property,1,1
5.0,6.0,3.5,2722.51,1.0,1.0,1,1,0,0,0,0,0,0,0,0,48.0,7,2.0,Undefined,1,1
5.0,6.0,5.8,3267.012,2.0,1.0,1,1,1,1,1,1,1,0,1,1,51.0,15,2.0,New Property,1,1
3.0,5.0,2.8,1905.757,2.0,1.0,1,1,1,1,1,1,1,0,1,1,51.0,15,2.0,New Property,1,1
3.0,5.0,2.6,1361.255,2.0,1.0,1,1,1,1,1,1,1,0,1,1,51.0,15,2.0,New Property,1,1
5.0,7.0,3.75,2722.51,2.0,1.0,1,1,1,1,1,1,1,0,1,1,38.0,7,2.0,Relatively New,1,0
5.0,7.0,7.9,5445.02,2.0,1.0,1,1,1,1,1,1,1,0,1,1,42.0,10,2.0,New Property,1,0
3.0,4.0,1.95,1361.255,2.0,1.0,1,1,1,1,0,0,0,0,0,1,44.0,8,2.0,Relatively New,1,0
3.0,4.0,1.85,1361.255,2.0,1.0,1,1,1,1,0,0,1,0,0,1,44.0,8,2.0,New Property,1,0
3.0,5.0,2.8,1361.255,2.0,1.0,1,1,1,1,1,1,1,0,1,1,49.0,15,2.0,New Property,1,1
3.0,5.0,2.8,1361.255,2.0,1.0,1,1,1,1,1,1,1,0,1,1,51.0,15,2.0,New Property,1,1
3.0,5.0,2.45,1361.255,2.0,1.0,1,1,0,1,1,1,1,0,1,1,51.0,15,2.0,New Property,1,1
3.0,5.0,2.4,1361.255,2.0,1.0,1,1,1,1,1,1,1,0,1,1,51.0,15,2.0,New Property,1,1
3.0,5.0,2.4,1361.255,2.0,1.0,1,1,1,1,1,1,1,0,1,1,51.0,15,2.0,New Property,1,1
3.0,5.0,1.8,1361.255,2.0,1.0,1,1,1,1,1,1,1,0,1,1,51.0,15,2.0,New Property,1,1
5.0,6.0,4.5,2722.51,2.0,1.0,1,1,0,0,1,1,0,0,0,1,53.0,15,2.0,Undefined,1,1
5.0,6.0,7.0,5445.02,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
3.0,5.0,1.95,1361.255,2.0,1.0,1,1,1,1,1,1,1,0,1,1,49.0,15,2.0,New Property,1,1
5.0,6.0,4.0,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,6.0,3.75,3267.012,2.0,1.0,1,1,1,1,1,1,1,1,1,1,62.0,15,2.0,Relatively New,1,1
3.0,5.0,2.6,1361.255,2.0,1.0,1,1,1,1,1,1,1,0,1,1,51.0,15,2.0,New Property,1,1
4.0,5.0,2.55,2178.008,2.0,1.0,1,1,1,1,1,1,1,1,1,1,54.0,15,2.0,Relatively New,1,1
5.0,6.0,4.0,2722.51,2.0,1.0,0,0,0,0,0,0,0,0,0,0,34.0,0,2.0,Undefined,1,0
5.0,6.0,3.0,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,1,57.0,15,2.0,New Property,1,1
5.0,6.0,5.0,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,1,64.0,25,2.0,New Property,1,1
3.0,5.0,2.85,1361.255,2.0,1.0,1,1,1,1,1,1,1,0,1,1,47.0,15,2.0,New Property,1,1
3.0,3.0,1.62,1361.255,1.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,Moderately Old,1,1
5.0,6.0,4.7,2722.51,2.0,1.0,1,1,0,0,1,1,0,0,0,1,55.0,12,2.0,New Property,1,1
5.0,6.0,6.25,3539.263,2.0,1.0,1,1,1,1,1,1,1,0,1,1,61.0,25,2.0,New Property,1,1
5.0,6.0,4.0,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,1,57.0,25,2.0,New Property,1,1
5.0,6.0,3.5,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
3.0,3.0,1.6,1361.255,1.0,1.0,1,1,1,1,1,1,1,1,1,1,45.0,15,2.0,Relatively New,1,0
5.0,6.0,4.0,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,6.0,3.0,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,6.0,2.5,2178.008,2.0,1.0,1,1,0,0,1,1,0,0,0,1,49.0,15,2.0,Relatively New,1,1
3.0,4.0,2.0,1361.255,2.0,1.0,1,1,1,1,1,1,1,1,1,1,62.0,15,2.0,New Property,1,1
5.0,6.0,6.5,5445.02,1.0,1.0,1,1,0,0,0,0,0,0,0,0,57.0,12,2.0,New Property,1,0
5.0,6.0,9.3,5445.02,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,0
5.0,6.0,3.0,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
3.0,5.0,1.7,1361.255,2.0,1.0,1,1,1,1,1,1,1,0,1,1,51.0,15,2.0,New Property,1,1
3.0,3.0,1.7,1361.255,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
4.0,5.0,3.0,2994.7609999999995,1.0,1.0,1,1,1,1,1,1,1,1,1,1,64.0,15,2.0,Moderately Old,1,1
5.0,6.0,6.5,5445.02,2.0,2.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,Relatively New,1,1
5.0,6.0,3.0,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,6.0,4.3,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,6.0,4.0,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,6.0,3.0,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,6.0,6.0,5445.02,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,6.0,4.5,2722.51,2.0,2.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,6.0,3.0,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
3.0,5.0,2.1,1361.255,2.0,1.0,1,1,1,1,1,1,1,0,1,1,51.0,15,2.0,New Property,1,1
5.0,6.0,3.0,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,6.0,3.0,2913.0857,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
3.0,4.0,1.9,2178.008,1.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,Moderately Old,1,1
5.0,6.0,6.0,5445.02,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,6.0,6.0,5445.02,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,6.0,8.0,5445.02,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
3.0,5.0,3.1,1361.255,2.0,1.0,1,1,1,1,1,1,1,0,1,1,51.0,15,2.0,New Property,1,1
3.0,4.0,2.0,1361.255,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,6.0,3.0,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,1,62.0,25,2.0,Undefined,1,1
3.0,4.0,2.15,1361.255,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,15,2.0,Relatively New,1,0
4.0,4.0,2.25,1361.255,2.0,1.0,1,1,1,1,1,1,1,1,1,0,63.0,15,2.0,New Property,1,0
5.0,5.0,3.75,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
3.0,3.0,1.78,1361.255,1.0,1.0,1,1,0,0,1,1,1,1,0,0,45.0,10,2.0,New Property,1,1
5.0,6.0,3.95,2722.51,2.0,1.0,1,1,0,0,0,0,0,0,0,0,45.0,10,2.0,New Property,1,1
5.0,5.0,3.35,2722.51,2.0,1.0,1,0,1,0,0,0,1,0,0,0,12.0,3,2.0,Undefined,1,0
4.0,4.0,2.85,2178.008,2.0,1.0,1,0,1,0,0,0,1,0,0,0,10.0,0,2.0,Undefined,1,0
1.0,1.0,0.65,626.1773,1.0,1.0,0,0,0,0,0,0,0,1,0,0,6.0,0,9.0,New Property,1,0
5.0,6.0,3.35,2722.51,2.0,1.0,1,1,1,0,1,1,0,0,0,1,47.0,10,2.0,New Property,1,1
3.0,4.0,2.28,1361.255,2.0,1.0,1,1,0,0,0,0,0,0,0,0,60.0,10,2.0,New Property,1,1
5.0,5.0,3.25,2722.51,2.0,1.0,1,0,0,0,0,0,0,0,0,0,45.0,10,2.0,New Property,1,1
3.0,4.0,2.15,1361.255,2.0,1.0,1,1,0,0,0,0,0,0,0,0,45.0,10,2.0,New Property,1,1
3.0,4.0,2.3,2178.008,1.0,1.0,0,1,0,0,0,0,0,0,0,0,41.0,10,2.0,Moderately Old,1,1
5.0,6.0,5.7,2722.51,2.0,2.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,5.0,3.5,2722.51,2.0,1.0,0,0,0,0,1,0,0,0,0,0,38.0,11,2.0,Undefined,1,0
3.0,4.0,2.0,1361.255,2.0,1.0,1,1,1,1,1,1,1,1,1,1,60.0,25,2.0,Undefined,1,1
3.0,4.0,1.8,1361.255,2.0,1.0,1,1,1,0,1,1,0,0,0,1,62.0,25,2.0,New Property,1,0
5.0,6.0,12.75,5445.02,2.0,1.0,1,1,0,0,0,0,1,0,0,0,26.0,22,2.0,Undefined,1,1
3.0,4.0,2.1,1361.255,2.0,1.0,1,1,1,1,1,1,1,1,1,1,58.0,25,2.0,Relatively New,1,1
3.0,4.0,2.23,1361.255,2.0,1.0,1,0,1,1,0,0,0,0,0,1,20.0,4,2.0,New Property,1,0
5.0,7.0,4.7,2722.51,2.0,1.0,1,1,0,0,0,0,0,0,0,0,12.0,4,2.0,New Property,1,0
4.0,5.0,2.7,1769.6315,2.0,1.0,1,1,1,1,1,1,1,1,1,1,60.0,25,2.0,New Property,1,1
5.0,6.0,3.2,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,6.0,3.8,2722.51,2.0,1.0,1,1,1,1,0,0,1,0,0,0,64.0,15,2.0,New Property,1,1
5.0,6.0,5.5,5445.02,2.0,1.0,1,1,1,1,0,0,1,0,0,0,53.0,25,2.0,Relatively New,1,1
5.0,6.0,5.8,5445.02,2.0,1.0,1,1,1,1,0,0,1,0,0,0,62.0,15,2.0,New Property,1,1
3.0,4.0,2.5,1361.255,2.0,1.0,1,1,1,0,0,0,1,0,0,0,62.0,15,2.0,New Property,1,1
5.0,6.0,4.5,2722.51,2.0,1.0,1,1,1,1,0,0,1,0,0,0,62.0,15,2.0,New Property,1,1
5.0,5.0,5.8,3267.012,2.0,1.0,1,1,1,1,0,0,1,0,0,0,62.0,15,2.0,New Property,1,1
5.0,6.0,5.95,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,6.0,4.9,2994.7609999999995,2.0,2.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,6.0,4.25,2722.51,2.0,1.0,1,1,1,1,0,0,1,0,0,0,62.0,25,2.0,New Property,1,1
5.0,6.0,4.9,3267.012,2.0,1.0,1,1,1,1,0,1,1,0,0,1,62.0,25,2.0,New Property,1,1
3.0,5.0,2.2,1361.255,2.0,1.0,1,1,1,1,0,0,1,0,0,1,62.0,25,2.0,New Property,1,1
5.0,5.0,3.75,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,1,60.0,25,2.0,Relatively New,1,1
3.0,3.0,2.2,1361.255,2.0,1.0,1,1,1,0,0,0,1,0,0,0,45.0,16,2.0,Relatively New,1,1
6.0,7.0,8.0,5445.02,1.0,1.0,1,1,0,0,0,0,0,0,0,0,30.0,14,2.0,Relatively New,1,0
5.0,6.0,5.9,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,0,57.0,25,2.0,New Property,1,0
6.0,5.0,4.5,2722.51,1.0,1.0,0,1,1,1,1,1,1,1,1,0,28.0,14,2.0,New Property,1,0
3.0,3.0,2.5,1361.255,2.0,1.0,1,1,1,1,1,1,1,0,1,1,17.0,21,2.0,New Property,1,1
3.0,3.0,3.1,2178.008,2.0,1.0,0,0,0,0,0,0,0,0,0,0,7.0,0,2.0,Undefined,1,0
3.0,4.0,1.64,1361.255,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2.0,Undefined,1,0
5.0,6.0,4.7,2722.51,2.0,1.0,1,1,1,1,1,1,1,0,1,1,51.0,15,2.0,New Property,1,1
3.0,3.0,1.7,1361.255,2.0,1.0,1,1,0,1,1,1,1,0,0,1,44.0,8,2.0,Relatively New,1,0
5.0,6.0,7.0,5445.02,2.0,1.0,1,1,1,1,1,1,1,1,1,1,62.0,25,2.0,New Property,1,1
5.0,5.0,5.0,2722.51,2.0,1.0,0,0,0,0,1,0,0,0,0,0,38.0,11,2.0,Undefined,1,0
5.0,6.0,5.2,2994.7609999999995,2.0,1.0,1,1,1,1,1,1,1,0,1,1,51.0,15,2.0,New Property,1,1
3.0,4.0,1.75,1361.255,2.0,1.0,0,0,0,0,1,0,0,0,0,0,38.0,11,2.0,Undefined,1,0
3.0,4.0,2.1,1361.255,2.0,1.0,1,1,1,1,1,1,1,0,1,1,57.0,8,2.0,Relatively New,1,0
5.0,6.0,11.7,5445.02,2.0,1.0,1,1,1,1,0,0,1,0,0,0,62.0,15,2.0,New Property,1,1
3.0,5.0,2.4,1361.255,2.0,1.0,1,1,1,1,0,0,1,0,0,0,62.0,15,2.0,New Property,1,1
5.0,6.0,15.0,5445.02,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2.0,Undefined,1,0
3.0,4.0,2.2,1361.255,2.0,1.0,0,0,0,0,1,0,0,0,0,0,38.0,11,2.0,Undefined,1,0
5.0,6.0,7.5,3267.012,3.0,2.0,1,1,0,0,1,1,0,0,0,1,56.0,15,2.0,New Property,1,1
6.0,6.0,4.9,3811.514,1.0,1.0,1,1,1,1,1,1,1,1,1,0,59.0,23,2.0,Moderately Old,1,0
5.0,6.0,7.3,5445.02,2.0,1.0,1,1,1,1,0,0,1,0,0,1,62.0,25,2.0,New Property,1,1
5.0,6.0,4.7,2722.51,2.0,1.0,1,1,1,1,1,1,1,0,1,1,62.0,15,2.0,New Property,1,1
5.0,6.0,4.1,2722.51,2.0,1.0,1,1,1,1,0,0,1,0,0,0,62.0,15,2.0,New Property,1,1
5.0,6.0,3.35,2722.51,2.0,1.0,0,0,0,0,0,0,0,0,0,0,42.0,1,2.0,Undefined,1,0
3.0,4.0,2.2,1361.255,2.0,1.0,1,1,1,1,1,1,1,1,1,1,61.0,25,2.0,New Property,1,1
3.0,4.0,2.35,1361.255,2.0,1.0,1,1,1,1,1,1,1,1,1,1,52.0,13,2.0,Undefined,1,1
3.0,4.0,2.4,1361.255,2.0,1.0,1,1,1,1,1,1,1,1,1,1,40.0,4,2.0,Undefined,1,1
3.0,4.0,2.3,1361.255,2.0,1.0,1,1,1,1,1,1,1,1,1,0,57.0,25,2.0,Undefined,1,1
5.0,6.0,7.25,5445.02,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,5.0,14.0,10890.04,2.0,1.0,0,0,0,0,1,0,0,0,0,0,38.0,11,2.0,Undefined,1,0
3.0,4.0,2.0,1361.255,2.0,1.0,1,1,1,1,1,1,1,1,1,1,62.0,25,2.0,New Property,1,1
5.0,7.0,2.6,2178.008,2.0,1.0,1,1,1,1,1,1,1,0,0,1,39.0,5,2.0,Relatively New,1,0
5.0,6.0,13.75,5445.02,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,Relatively New,1,1
5.0,6.0,13.5,5445.02,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,6.0,3.9,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,6.0,5.5,3539.263,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,6.0,3.0,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,6.0,4.5,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,6.0,7.75,5445.02,2.0,2.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,6.0,3.35,2722.51,2.0,1.0,1,1,0,0,1,1,0,0,0,1,58.0,25,2.0,New Property,1,0
5.0,6.0,3.9,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,6.0,3.9,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,1,64.0,25,2.0,Moderately Old,1,1
7.0,7.0,5.8,5445.02,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,15,2.0,New Property,1,0
5.0,6.0,4.3,2722.51,2.0,1.0,1,0,0,0,1,0,0,0,0,0,10.0,3,2.0,Relatively New,1,1
4.0,5.0,3.75,2722.51,2.0,1.0,0,0,0,0,0,0,0,0,0,0,4.0,0,2.0,Undefined,1,0
3.0,4.0,2.4,1361.255,2.0,1.0,1,1,1,1,0,0,0,0,0,1,46.0,16,2.0,New Property,1,1
3.0,4.0,2.3,1361.255,2.0,1.0,1,1,1,1,1,1,1,0,0,1,42.0,16,2.0,New Property,1,1
3.0,4.0,1.9,1361.255,2.0,1.0,1,0,1,1,0,0,0,0,0,1,43.0,6,2.0,Undefined,1,1
5.0,5.0,3.3,2722.51,2.0,1.0,0,0,0,0,1,0,0,0,0,0,38.0,11,2.0,Undefined,1,0
5.0,5.0,3.7,2722.51,2.0,1.0,0,0,0,0,1,0,0,0,0,0,38.0,11,2.0,Undefined,1,0
3.0,4.0,2.2,1361.255,2.0,1.0,0,0,0,0,0,0,0,0,0,0,4.0,0,2.0,Undefined,1,0
5.0,5.0,2.85,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,1,62.0,25,2.0,New Property,1,1
3.0,4.0,1.8,1361.255,2.0,1.0,0,0,0,0,1,0,0,0,0,0,38.0,11,2.0,Undefined,1,0
3.0,4.0,1.7,1361.255,2.0,1.0,1,1,1,1,1,1,1,1,1,1,62.0,25,2.0,New Property,1,0
3.0,4.0,2.75,1361.255,2.0,1.0,1,1,1,1,0,0,1,0,0,0,38.0,10,2.0,New Property,1,1
3.0,4.0,2.25,1361.255,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,Relatively New,1,1
5.0,6.0,4.0,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,Relatively New,1,1
5.0,6.0,3.5,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,Relatively New,1,1
3.0,3.0,2.05,1361.255,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,Relatively New,1,1
5.0,7.0,5.95,2722.51,2.0,1.0,1,1,1,0,1,0,0,0,0,1,23.0,7,2.0,New Property,1,1
5.0,7.0,3.45,2994.7609999999995,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,6.0,2.8,2722.51,2.0,1.0,1,1,1,1,1,1,1,0,0,0,60.0,15,2.0,New Property,1,1
5.0,7.0,5.5,2722.51,2.0,1.0,1,1,1,1,0,0,1,0,0,0,20.0,4,2.0,Undefined,1,1
3.0,5.0,2.25,1361.255,2.0,1.0,1,1,0,0,1,1,0,0,0,1,32.0,1,2.0,Undefined,1,1
5.0,6.0,3.7,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,1,64.0,15,2.0,New Property,1,1
6.0,6.0,7.3,5445.02,1.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,6.0,4.1,2994.7609999999995,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,6.0,8.0,5445.02,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
3.0,4.0,2.8,2722.51,1.0,1.0,1,1,1,0,1,1,0,0,0,1,52.0,15,2.0,Relatively New,1,1
5.0,6.0,4.5,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,6.0,5.6,2722.51,2.0,1.0,1,1,0,1,1,0,1,0,1,1,55.0,15,2.0,New Property,1,1
3.0,4.0,1.8,1361.255,2.0,1.0,1,1,1,1,1,1,1,1,1,0,63.0,15,2.0,New Property,1,1
3.0,4.0,1.9,1361.255,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,7.0,5.0,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,15,2.0,New Property,1,1
5.0,7.0,3.8,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,7.0,5.25,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,1,63.0,25,2.0,New Property,1,1
5.0,7.0,5.95,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,7.0,3.7,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,0,63.0,15,2.0,New Property,1,1
5.0,7.0,5.0,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,15,2.0,New Property,1,1
5.0,6.0,3.6,2722.51,2.0,2.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
3.0,4.0,2.1,1361.255,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,6.0,4.35,2994.7609999999995,2.0,1.0,1,1,0,1,0,1,1,0,0,1,44.0,18,2.0,New Property,1,0
4.0,4.0,1.95,1361.255,2.0,1.0,1,1,1,1,0,0,1,0,0,0,54.0,20,2.0,New Property,1,0
5.0,7.0,3.5,2722.51,2.0,1.0,1,1,0,0,1,1,1,1,0,1,66.0,15,3.0,New Property,1,1
5.0,7.0,3.0,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,15,3.0,New Property,1,1
5.0,7.0,3.45,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,15,3.0,New Property,1,1
6.0,5.0,6.0,5445.02,2.0,1.0,1,1,0,0,1,0,1,0,0,0,18.0,7,2.0,Undefined,1,1
3.0,3.0,2.1,1361.255,2.0,1.0,1,1,1,0,0,0,0,0,0,0,15.0,9,2.0,Undefined,1,0
7.0,5.0,7.5,5445.02,2.0,1.0,1,1,1,1,1,0,1,1,0,0,28.0,5,2.0,Undefined,1,0
3.0,5.0,2.2,1361.255,2.0,1.0,1,1,0,0,1,1,0,0,0,1,35.0,14,2.0,New Property,1,1
5.0,7.0,3.75,2722.51,2.0,1.0,1,1,1,1,1,1,0,1,0,1,30.0,12,2.0,New Property,1,1
5.0,7.0,3.25,2994.7609999999995,2.0,1.0,1,1,1,1,1,1,1,1,1,1,60.0,11,2.0,New Property,1,1
5.0,6.0,5.5,5445.02,2.0,1.0,0,0,1,0,0,0,1,0,0,0,33.0,6,2.0,Undefined,1,0
5.0,6.0,3.79,2885.8605999999995,2.0,1.0,0,0,1,1,1,1,1,1,1,0,19.0,25,2.0,Undefined,1,0
5.0,6.0,4.12,2722.51,2.0,1.0,0,1,1,1,1,1,1,1,1,0,37.0,25,2.0,Undefined,1,0
3.0,5.0,1.95,1361.255,2.0,1.0,1,1,0,0,1,1,0,0,0,0,48.0,10,2.0,Undefined,1,0
5.0,5.0,2.9,2722.51,2.0,1.0,0,0,0,0,1,0,0,0,0,0,38.0,11,2.0,Undefined,1,0
3.0,4.0,1.8,1361.255,2.0,1.0,0,1,1,1,1,1,1,0,0,0,44.0,14,2.0,Relatively New,1,0
5.0,5.0,5.5,5445.02,2.0,1.0,0,0,0,0,1,0,0,0,0,0,38.0,11,2.0,Undefined,1,0
5.0,5.0,2.85,2722.51,2.0,1.0,0,0,0,0,1,0,0,0,0,0,38.0,11,2.0,Undefined,1,0
5.0,5.0,2.75,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,0,54.0,25,2.0,Undefined,1,0
3.0,4.0,2.0,1361.255,2.0,1.0,0,0,0,0,1,0,0,0,0,0,38.0,11,2.0,Undefined,1,0
3.0,4.0,1.75,1361.255,2.0,1.0,0,0,0,0,1,0,0,0,0,0,38.0,11,2.0,Undefined,1,0
5.0,5.0,5.5,5445.02,2.0,1.0,0,0,0,0,1,0,0,0,0,0,38.0,11,2.0,Undefined,1,0
5.0,5.0,5.7,5445.02,2.0,1.0,1,1,0,1,1,1,0,0,0,1,53.0,25,2.0,New Property,1,0
3.0,4.0,1.75,1361.255,2.0,1.0,0,0,0,0,1,0,0,0,0,0,38.0,11,2.0,Undefined,1,0
5.0,5.0,5.5,5445.02,2.0,1.0,1,1,1,1,1,1,1,1,1,1,60.0,25,2.0,Undefined,1,0
5.0,5.0,2.8,2722.51,2.0,1.0,0,0,0,0,1,0,0,0,0,0,38.0,11,2.0,Undefined,1,0
5.0,5.0,5.6,5445.02,2.0,1.0,0,0,0,0,1,0,0,0,0,0,38.0,11,2.0,Undefined,1,0
5.0,5.0,2.75,2722.51,2.0,1.0,1,1,0,0,1,0,0,0,0,0,42.0,16,2.0,Undefined,1,0
5.0,5.0,2.9,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,0,66.0,25,2.0,New Property,1,1
5.0,5.0,2.8,2722.51,2.0,1.0,1,1,0,0,1,0,0,0,0,0,38.0,11,2.0,Undefined,1,0
3.0,4.0,2.2,1361.255,2.0,1.0,1,1,1,1,1,1,1,1,1,1,62.0,25,2.0,Relatively New,1,1
3.0,4.0,2.0,1361.255,2.0,1.0,0,0,0,0,1,0,0,0,0,0,38.0,11,2.0,Undefined,1,0
3.0,4.0,1.8,1361.255,2.0,1.0,0,0,0,0,1,0,0,0,0,0,38.0,11,2.0,Undefined,1,0
3.0,4.0,1.75,1361.255,2.0,1.0,1,1,1,1,1,1,1,1,1,1,62.0,25,2.0,Moderately Old,1,1
