bedrooms,baths,price,area_sqft,kitchens,store_rooms,drawing_room,dining_room,lounge_or_sitting_room,laundry_room,study_room,prayer_room,powder_room,gym,steam_room,other_rooms,luxury_score,furnishing_score,floors,agePossession,property_type,has_servant_room
3.0,4.0,3.3,1361.255,2.0,1.0,1,1,1,1,1,1,1,1,1,1,57.0,25,2.0,New Property,1,1
5.0,6.0,10.25,5445.02,2.0,1.0,1,1,1,1,1,1,1,1,1,1,60.0,15,2.0,New Property,1,1
4.0,5.0,7.9,2722.51,1.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,6.0,12.9,5445.02,2.0,1.0,1,1,1,1,1,1,1,0,0,1,53.0,24,2.0,New Property,1,1
3.0,4.0,3.3,1361.255,2.0,1.0,1,1,1,1,1,1,1,1,1,1,57.0,25,2.0,New Property,1,1
3.0,4.0,3.4,1361.255,2.0,1.0,1,1,1,1,1,1,1,1,1,1,57.0,25,2.0,New Property,1,1
6.0,6.0,9.45,5445.02,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,3.0,New Property,1,1
5.0,6.0,9.1,11434.542,2.0,2.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,5.0,9.5,5445.02,2.0,1.0,1,1,1,0,1,0,1,0,0,0,14.0,5,2.0,Undefined,1,1
5.0,6.0,7.25,5445.02,2.0,2.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
3.0,4.0,3.45,1361.255,2.0,1.0,1,1,1,1,1,1,1,1,1,1,57.0,25,2.0,New Property,1,1
4.0,5.0,5.9,2722.51,1.0,1.0,1,1,1,0,0,0,0,0,0,0,10.0,5,2.0,Undefined,1,0
5.0,6.0,13.5,5989.521999999999,3.0,2.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,6.0,18.75,6534.023999999999,3.0,2.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,6.0,8.85,5445.02,3.0,2.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
3.0,4.0,3.7,1361.255,2.0,1.0,1,1,1,1,1,1,1,1,1,1,61.0,25,2.0,New Property,1,1
3.0,4.0,3.55,1361.255,2.0,1.0,1,1,1,1,1,1,1,1,1,1,57.0,25,2.0,New Property,1,1
5.0,6.0,9.5,5445.02,2.0,1.0,1,1,1,1,1,1,1,0,1,1,57.0,25,2.0,Relatively New,1,1
5.0,6.0,12.25,10890.04,2.0,2.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,Moderately Old,1,1
3.0,4.0,2.25,1361.255,2.0,1.0,1,1,1,1,1,1,1,1,1,1,53.0,13,2.0,New Property,1,0
5.0,6.0,7.95,5445.02,2.0,1.0,1,1,1,1,1,1,1,0,1,1,52.0,15,2.0,Relatively New,1,1
6.0,7.0,23.0,7078.526,2.0,2.0,1,1,1,1,1,1,1,0,1,1,51.0,24,2.0,Moderately Old,1,1
5.0,6.0,9.9,5445.02,2.0,2.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,Relatively New,1,1
4.0,6.0,16.0,10890.04,2.0,2.0,1,1,1,1,1,1,1,0,1,1,58.0,15,2.0,Moderately Old,1,1
5.0,6.0,11.9,5445.02,2.0,2.0,1,1,1,1,1,1,1,0,1,1,52.0,25,2.0,Relatively New,1,1
3.0,4.0,2.25,1361.255,2.0,1.0,1,1,1,1,1,1,1,1,1,1,57.0,15,2.0,New Property,1,0
6.0,7.0,22.0,13068.048,2.0,2.0,1,1,1,1,1,1,1,1,1,1,61.0,25,2.0,Relatively New,1,1
5.0,6.0,13.5,5445.02,2.0,2.0,1,1,1,1,1,1,1,1,1,1,62.0,25,2.0,New Property,1,1
5.0,6.0,11.9,5445.02,2.0,2.0,1,1,1,1,1,1,1,1,1,1,64.0,25,2.0,New Property,1,1
6.0,7.0,24.5,5445.02,2.0,2.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
3.0,4.0,3.2,1361.255,2.0,1.0,1,0,1,1,1,1,1,1,1,0,50.0,25,2.0,Relatively New,1,0
5.0,6.0,8.32,5989.521999999999,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,6.0,8.35,5445.02,1.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,6.0,6.45,5445.02,2.0,2.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,6.0,8.43,5445.02,2.0,2.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,6.0,8.45,5445.02,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,0
5.0,6.0,9.85,10890.04,2.0,2.0,1,1,1,1,1,1,1,1,1,1,57.0,25,2.0,New Property,1,1
6.0,7.0,29.0,10890.04,2.0,2.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,Moderately Old,1,1
5.0,6.0,6.31,5445.02,2.0,2.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,7.0,34.5,10890.04,2.0,2.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,6.0,6.78,5445.02,3.0,2.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
6.0,6.0,6.84,5445.02,3.0,2.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
7.0,6.0,6.98,5445.02,3.0,2.0,1,1,1,1,1,1,1,1,1,1,66.0,25,3.0,New Property,1,1
5.0,6.0,9.95,10890.04,3.0,3.0,1,1,1,1,1,1,1,1,1,1,66.0,25,3.0,New Property,1,1
5.0,6.0,13.85,10890.04,3.0,3.0,1,1,1,1,1,1,1,1,1,1,66.0,25,3.0,New Property,1,1
6.0,6.0,8.25,5445.02,3.0,2.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,6.0,8.25,5445.02,2.0,2.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
6.0,6.0,8.65,5445.02,3.0,2.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,6.0,9.75,10890.04,3.0,2.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,6.0,13.5,6534.023999999999,3.0,2.0,1,1,1,1,1,1,1,1,1,1,66.0,25,3.0,New Property,1,1
5.0,6.0,7.45,5445.02,3.0,2.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
4.0,5.0,5.29,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,1,58.0,15,2.0,New Property,1,0
3.0,4.0,2.35,1361.255,1.0,1.0,1,1,1,1,1,1,1,0,1,0,40.0,15,2.0,Undefined,1,1
4.0,5.0,5.0,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,1,58.0,15,2.0,New Property,1,0
4.0,5.0,5.69,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,1,58.0,15,2.0,New Property,1,0
4.0,5.0,4.79,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,1,62.0,25,2.0,New Property,1,0
5.0,6.0,12.5,5445.02,2.0,1.0,0,0,0,0,0,0,0,0,0,0,19.0,24,2.0,Undefined,1,0
4.0,5.0,5.7,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,0
5.0,6.0,12.49,5445.02,2.0,1.0,0,0,0,0,0,0,0,0,0,0,19.0,24,2.0,Undefined,1,0
4.0,5.0,5.65,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,1,58.0,15,2.0,New Property,1,0
4.0,5.0,6.75,2722.51,2.0,3.0,1,1,1,1,1,1,1,1,1,1,66.0,25,3.0,New Property,1,1
4.0,5.0,6.75,5445.02,2.0,1.0,0,0,0,0,0,0,0,0,0,0,15.0,2,2.0,Undefined,1,0
7.0,7.0,11.25,5445.02,2.0,1.0,0,0,0,0,0,0,0,0,0,0,21.0,2,2.0,Undefined,1,1
4.0,5.0,5.55,2722.51,2.0,1.0,1,1,1,0,0,0,0,0,0,0,32.0,13,2.0,Undefined,1,0
3.0,4.0,2.8,1361.255,1.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,Relatively New,1,1
6.0,6.0,7.1,5445.02,2.0,1.0,1,1,0,0,0,0,0,0,0,0,66.0,25,2.0,New Property,1,0
5.0,13.0,11.25,5445.02,3.0,4.0,1,1,1,1,1,1,1,1,1,1,66.0,25,3.0,New Property,1,1
5.0,6.0,8.99,5445.02,3.0,2.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,6.0,9.15,5445.02,3.0,2.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,6.0,13.9,5445.02,3.0,2.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
7.0,7.0,32.5,10890.04,4.0,3.0,1,1,1,1,1,1,1,1,1,1,66.0,25,4.0,New Property,1,1
4.0,7.0,4.75,3130.8865,2.0,1.0,1,1,1,1,1,1,1,0,1,1,42.0,25,2.0,New Property,1,1
4.0,7.0,4.25,2722.51,2.0,1.0,1,0,0,0,1,0,0,0,0,1,13.0,5,2.0,New Property,1,1
4.0,7.0,4.7,2722.51,2.0,1.0,0,0,0,0,0,0,0,0,0,1,9.0,5,2.0,New Property,1,1
4.0,7.0,4.75,2722.51,2.0,2.0,1,1,0,0,0,0,0,0,0,1,15.0,9,2.0,New Property,1,1
6.0,7.0,15.95,5445.02,3.0,2.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,6.0,8.75,5445.02,2.0,2.0,1,1,1,1,1,1,1,0,1,1,58.0,15,2.0,New Property,1,1
5.0,6.0,8.25,5445.02,2.0,1.0,0,0,0,0,0,0,0,0,0,0,4.0,0,2.0,Undefined,1,0
6.0,7.0,15.45,5445.02,3.0,2.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,6.0,7.75,5445.02,4.0,2.0,1,1,0,0,1,1,1,0,0,0,35.0,8,2.0,New Property,1,1
5.0,6.0,8.5,5445.02,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,Relatively New,1,0
3.0,4.0,2.12,1361.255,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,6.0,12.25,5445.02,2.0,1.0,0,0,0,0,0,0,0,0,0,0,19.0,24,2.0,Undefined,1,0
5.0,6.0,12.0,5445.02,2.0,1.0,0,0,0,0,0,0,0,0,0,0,19.0,24,2.0,Undefined,1,0
5.0,6.0,11.99,5445.02,2.0,1.0,1,1,0,0,0,0,0,0,0,0,38.0,25,2.0,Relatively New,1,0
6.0,7.0,26.75,6534.023999999999,3.0,2.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,6.0,10.25,5445.02,3.0,2.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,6.0,8.35,5445.02,3.0,2.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
6.0,7.0,28.5,10890.04,4.0,3.0,1,1,1,1,1,1,1,1,1,1,66.0,25,3.0,New Property,1,1
6.0,7.0,22.75,5989.521999999999,2.0,2.0,1,1,1,1,1,1,1,0,1,1,59.0,25,2.0,New Property,1,1
6.0,7.0,23.25,5445.02,2.0,2.0,1,1,1,1,1,1,1,1,1,1,58.0,25,2.0,New Property,1,1
6.0,7.0,23.0,5445.02,2.0,2.0,1,1,0,0,1,1,1,0,0,1,37.0,24,2.0,New Property,1,1
5.0,6.0,8.79,5445.02,2.0,2.0,1,1,1,1,1,1,1,1,1,0,58.0,15,2.0,Relatively New,1,1
5.0,6.0,9.21,5445.02,2.0,2.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
3.0,3.0,2.9,1361.255,1.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,Undefined,1,1
4.0,5.0,5.15,2178.008,1.0,1.0,1,1,1,1,0,0,1,0,0,0,39.0,8,2.0,New Property,1,1
4.0,5.0,4.6,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,0,49.0,13,2.0,Undefined,1,0
4.0,5.0,4.3,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,0,49.0,13,2.0,Undefined,1,0
4.0,5.0,4.3,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,0,49.0,13,2.0,Undefined,1,0
4.0,5.0,4.6,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,0,49.0,13,2.0,Undefined,1,0
4.0,5.0,4.4,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,0,49.0,13,2.0,Undefined,1,0
6.0,7.0,28.5,10890.04,4.0,3.0,1,1,1,1,1,1,1,1,1,1,66.0,25,3.0,New Property,1,1
5.0,6.0,12.35,5445.02,4.0,3.0,1,1,1,1,1,1,1,1,1,1,66.0,25,3.0,New Property,1,1
5.0,6.0,7.12,5445.02,3.0,2.0,1,1,1,1,1,1,1,1,1,1,66.0,25,3.0,New Property,1,1
5.0,6.0,7.25,5445.02,3.0,2.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
6.0,7.0,9.75,5445.02,2.0,1.0,1,1,0,0,1,1,0,0,0,1,33.0,6,2.0,Moderately Old,1,1
3.0,4.0,2.67,1361.255,1.0,1.0,1,1,0,0,0,0,1,0,0,1,50.0,13,2.0,New Property,1,1
3.0,4.0,2.0,1361.255,2.0,1.0,1,1,1,1,0,1,1,0,1,1,62.0,15,2.0,New Property,1,0
3.0,4.0,2.15,1361.255,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,0
3.0,4.0,2.35,1361.255,2.0,1.0,1,1,1,1,1,1,1,0,1,1,62.0,25,2.0,New Property,1,0
3.0,4.0,2.1,1361.255,2.0,1.0,1,1,1,1,0,1,1,0,1,1,58.0,15,2.0,New Property,1,0
5.0,6.0,10.75,5445.02,3.0,2.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,6.0,8.15,5445.02,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
3.0,4.0,2.45,1361.255,2.0,1.0,1,1,1,1,1,1,1,1,1,1,65.0,25,2.0,New Property,1,0
5.0,6.0,7.6,5445.02,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,6.0,7.0,5445.02,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,6.0,9.9,5445.02,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,6.0,12.5,5445.02,3.0,2.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
4.0,5.0,4.75,2722.51,2.0,2.0,1,1,1,1,1,1,1,0,1,1,64.0,15,2.0,New Property,1,1
3.0,4.0,2.15,1361.255,2.0,1.0,1,1,1,1,1,1,1,1,1,1,61.0,25,2.0,New Property,1,0
6.0,7.0,15.0,5445.02,3.0,2.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,6.0,7.25,5445.02,3.0,2.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,6.0,4.95,1905.757,2.0,1.0,0,0,0,0,0,0,0,0,0,0,19.0,24,3.0,New Property,1,0
5.0,6.0,6.25,5445.02,2.0,1.0,0,0,0,0,0,0,0,0,0,0,19.0,24,3.0,Relatively New,1,0
6.0,7.0,24.75,5445.02,2.0,1.0,0,0,0,0,0,0,0,0,0,0,19.0,24,3.0,New Property,1,0
5.0,6.0,10.9,5445.02,2.0,1.0,0,0,0,0,0,0,0,0,0,0,19.0,24,3.0,New Property,1,0
7.0,7.0,17.0,10890.04,2.0,1.0,0,0,0,0,0,0,0,0,0,0,19.0,24,2.0,Undefined,1,0
7.0,7.0,20.0,10890.04,2.0,1.0,0,0,0,0,0,0,0,0,0,0,19.0,24,2.0,Undefined,1,0
7.0,7.0,22.0,10890.04,2.0,1.0,0,0,0,0,0,0,0,0,0,0,19.0,24,2.0,Undefined,1,0
5.0,6.0,7.35,5445.02,2.0,1.0,0,0,0,0,0,0,0,0,0,0,19.0,24,2.0,Undefined,1,0
5.0,6.0,8.0,5445.02,2.0,1.0,0,0,0,0,0,0,0,0,0,0,19.0,24,2.0,Undefined,1,0
7.0,7.0,10.75,10890.04,2.0,1.0,0,0,0,0,0,0,0,0,0,0,19.0,24,2.0,Undefined,1,0
7.0,7.0,9.75,10890.04,2.0,1.0,0,0,0,0,0,0,0,0,0,0,19.0,24,2.0,Undefined,1,0
3.0,4.0,2.75,1361.255,2.0,2.0,1,1,1,1,1,1,1,1,1,1,58.0,25,2.0,New Property,1,1
5.0,6.0,13.25,5445.02,2.0,2.0,1,1,1,1,1,1,1,1,1,1,62.0,25,2.0,New Property,1,1
5.0,7.0,11.0,5445.02,2.0,2.0,1,1,1,1,1,1,1,0,1,1,55.0,25,2.0,New Property,1,1
5.0,6.0,13.5,5445.02,2.0,2.0,1,1,1,1,1,1,1,0,1,1,51.0,24,2.0,New Property,1,1
5.0,6.0,11.0,10890.04,2.0,1.0,1,1,1,1,1,1,1,0,1,1,52.0,15,2.0,Moderately Old,1,1
6.0,7.0,24.5,5445.02,2.0,2.0,1,1,1,1,1,1,1,1,1,1,64.0,25,2.0,New Property,1,1
5.0,6.0,8.25,5445.02,2.0,1.0,1,1,1,1,1,1,1,1,1,1,58.0,25,2.0,Relatively New,1,1
6.0,7.0,42.5,16335.059999999998,2.0,2.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,6.0,15.25,5445.02,2.0,2.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,6.0,45.0,10890.04,2.0,2.0,1,1,1,1,1,1,1,1,1,1,58.0,25,2.0,New Property,1,1
5.0,6.0,8.15,5445.02,2.0,2.0,1,1,1,1,1,1,1,0,1,1,48.0,14,2.0,Moderately Old,1,1
4.0,5.0,5.5,5445.02,2.0,1.0,1,1,1,1,1,1,1,0,1,1,62.0,25,2.0,Moderately Old,1,1
4.0,5.0,11.75,10890.04,1.0,2.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,Moderately Old,1,1
5.0,6.0,9.0,5445.02,2.0,2.0,1,1,1,1,1,1,1,0,1,1,55.0,25,2.0,Relatively New,1,1
6.0,7.0,24.9,5445.02,3.0,2.0,1,1,1,1,1,1,1,1,1,1,56.0,25,2.0,New Property,1,1
5.0,6.0,8.0,5445.02,2.0,1.0,1,1,1,1,1,1,1,1,1,1,64.0,15,2.0,Relatively New,1,1
7.0,7.0,18.5,5445.02,2.0,1.0,1,0,1,1,0,0,0,0,0,0,28.0,24,3.0,New Property,1,1
5.0,6.0,12.99,5445.02,2.0,1.0,1,1,1,1,0,0,1,0,0,0,23.0,24,3.0,New Property,1,0
6.0,7.0,20.99,5445.02,2.0,1.0,0,0,0,0,0,0,0,0,0,0,23.0,24,3.0,New Property,1,0
3.0,4.0,3.1,1361.255,2.0,1.0,1,1,1,1,1,1,1,1,1,1,62.0,25,3.0,New Property,1,1
4.0,5.0,6.15,2722.51,2.0,1.0,0,0,0,0,0,0,0,0,0,0,19.0,24,3.0,New Property,1,0
3.0,4.0,2.9,1361.255,2.0,1.0,0,0,0,0,0,0,0,0,0,0,19.0,24,3.0,New Property,1,0
6.0,7.0,22.5,5445.02,1.0,1.0,0,0,0,0,0,0,0,0,0,0,53.0,25,2.0,Undefined,1,1
5.0,6.0,12.75,5445.02,2.0,1.0,0,0,0,0,0,0,0,0,0,0,23.0,24,2.0,New Property,1,0
5.0,6.0,10.5,5445.02,2.0,1.0,0,0,0,0,0,0,0,0,0,0,23.0,24,2.0,Undefined,1,0
5.0,6.0,13.75,5445.02,1.0,1.0,1,1,1,0,0,0,0,0,0,0,27.0,24,2.0,Relatively New,1,0
5.0,6.0,11.9,5445.02,2.0,1.0,0,0,0,0,0,0,0,0,0,0,19.0,24,2.0,Undefined,1,0
6.0,7.0,40.0,10890.04,2.0,1.0,0,0,0,0,0,0,0,0,0,0,19.0,24,2.0,Undefined,1,0
5.0,6.0,10.0,5445.02,2.0,1.0,0,0,0,0,0,0,0,0,0,0,23.0,24,2.0,Undefined,1,0
6.0,7.0,23.0,5445.02,2.0,2.0,1,1,1,1,1,1,1,1,1,1,64.0,25,2.0,New Property,1,1
5.0,6.0,9.9,5445.02,2.0,1.0,0,0,0,0,0,0,0,0,0,0,23.0,24,2.0,Undefined,1,0
6.0,7.0,22.0,5445.02,1.0,1.0,0,0,0,0,0,0,0,0,0,0,53.0,25,2.0,Undefined,1,1
5.0,6.0,7.5,5445.02,2.0,1.0,0,0,0,0,0,0,0,0,0,0,23.0,24,2.0,Undefined,1,0
5.0,6.0,15.5,5445.02,2.0,1.0,1,1,0,1,1,1,1,0,0,1,57.0,25,3.0,New Property,1,0
3.0,4.0,2.5,1361.255,1.0,1.0,0,1,0,0,0,0,0,0,0,0,23.0,24,2.0,Undefined,1,0
4.0,5.0,6.5,2722.51,1.0,1.0,1,1,1,1,1,1,1,1,1,1,62.0,25,2.0,Moderately Old,1,1
5.0,6.0,10.5,5445.02,2.0,1.0,0,0,0,0,0,0,0,0,0,0,23.0,24,3.0,New Property,1,0
3.0,4.0,2.6,1361.255,2.0,1.0,0,0,0,0,0,0,0,0,0,0,23.0,24,2.0,New Property,1,0
3.0,4.0,3.3,1361.255,1.0,1.0,0,1,0,0,0,0,0,0,0,0,19.0,24,2.0,Undefined,1,0
4.0,5.0,4.7,2722.51,1.0,1.0,1,1,1,1,1,1,1,1,1,1,62.0,25,2.0,Moderately Old,1,1
4.0,5.0,6.25,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
3.0,4.0,3.45,1361.255,2.0,1.0,1,1,1,0,1,1,1,0,0,1,54.0,25,2.0,New Property,1,0
5.0,6.0,12.5,5445.02,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
6.0,7.0,27.0,5445.02,2.0,2.0,1,1,1,1,1,1,1,1,1,1,64.0,25,2.0,New Property,1,1
5.0,6.0,11.5,5445.02,2.0,1.0,1,1,1,1,0,0,0,0,0,1,42.0,25,2.0,New Property,1,0
5.0,6.0,7.25,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,6.0,10.75,5445.02,2.0,1.0,1,1,1,1,0,0,0,0,0,1,42.0,25,2.0,New Property,1,0
5.0,6.0,12.75,5445.02,2.0,1.0,1,1,1,1,1,1,1,0,0,0,63.0,25,2.0,Undefined,1,1
5.0,6.0,9.5,5445.02,2.0,1.0,1,1,0,0,0,0,0,0,0,0,29.0,25,2.0,Undefined,1,0
6.0,7.0,12.95,10890.04,2.0,1.0,0,0,1,1,0,0,1,0,0,0,27.0,25,2.0,New Property,1,1
5.0,6.0,13.0,5445.02,1.0,1.0,1,1,1,1,1,1,1,1,1,1,58.0,25,2.0,New Property,1,0
6.0,7.0,18.0,5445.02,2.0,1.0,0,0,0,0,0,0,0,0,0,0,23.0,24,2.0,Undefined,1,0
5.0,6.0,11.0,5445.02,1.0,1.0,1,1,1,1,1,1,1,1,1,1,62.0,25,2.0,New Property,1,1
5.0,6.0,11.0,5445.02,2.0,1.0,0,0,0,0,0,0,0,0,0,0,19.0,24,2.0,Undefined,1,0
6.0,7.0,17.95,5445.02,2.0,1.0,0,0,0,0,0,0,0,0,0,0,23.0,24,2.0,Under construction,1,0
5.0,6.0,16.25,5445.02,2.0,1.0,0,0,0,0,0,0,0,0,0,1,54.0,25,2.0,New Property,1,1
5.0,6.0,6.5,2994.7609999999995,2.0,1.0,0,0,0,0,0,0,0,0,0,0,19.0,24,2.0,Undefined,1,0
5.0,6.0,10.99,5445.02,1.0,1.0,1,1,0,1,1,1,1,1,0,0,31.0,24,3.0,New Property,1,0
5.0,6.0,15.95,5445.02,2.0,1.0,0,0,0,0,0,0,0,0,0,0,23.0,24,3.0,New Property,1,0
6.0,7.0,17.99,5445.02,2.0,1.0,0,0,0,0,0,0,0,0,0,0,19.0,24,3.0,New Property,1,0
6.0,7.0,16.99,5445.02,1.0,1.0,1,1,0,0,0,0,0,0,0,0,37.0,24,3.0,New Property,1,0
5.0,6.0,13.0,5445.02,1.0,1.0,1,1,0,1,0,0,0,1,0,0,40.0,24,2.0,Relatively New,1,0
5.0,6.0,11.9,5445.02,2.0,1.0,0,0,0,0,0,0,0,0,0,0,19.0,24,2.0,New Property,1,0
5.0,6.0,11.0,5445.02,1.0,1.0,1,0,0,1,0,0,0,1,0,0,31.0,24,2.0,Relatively New,1,0
5.0,6.0,9.25,5445.02,1.0,1.0,1,1,0,0,1,1,1,0,0,0,53.0,25,2.0,Relatively New,1,1
5.0,6.0,7.75,5445.02,1.0,1.0,1,1,0,0,1,1,1,0,0,0,53.0,25,2.0,Relatively New,1,1
4.0,5.0,5.9,2531.9343,2.0,1.0,0,0,0,0,0,0,0,0,0,0,23.0,24,3.0,New Property,1,0
5.0,6.0,9.5,5445.02,2.0,1.0,0,0,0,0,0,0,0,0,0,0,19.0,24,3.0,New Property,1,0
5.0,6.0,8.25,5445.02,2.0,1.0,0,0,0,0,0,0,0,0,0,0,36.0,24,2.0,Undefined,1,0
5.0,6.0,10.5,5445.02,2.0,1.0,0,0,0,0,0,0,0,0,0,0,19.0,24,2.0,New Property,1,0
6.0,7.0,27.0,10890.04,2.0,1.0,0,0,0,0,0,0,0,0,0,0,36.0,24,2.0,Undefined,1,0
6.0,7.0,23.9,5445.02,3.0,1.0,1,1,1,1,0,0,1,0,0,0,50.0,25,2.0,New Property,1,1
6.0,7.0,40.0,10890.04,1.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,3.0,New Property,1,1
4.0,5.0,6.5,2722.51,3.0,1.0,1,1,1,1,0,0,1,0,0,0,50.0,25,2.0,New Property,1,1
6.0,7.0,16.0,5445.02,1.0,1.0,1,1,1,1,0,0,1,0,0,0,37.0,24,2.0,Undefined,1,1
6.0,7.0,37.75,10890.04,3.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,3.0,New Property,1,1
3.0,4.0,3.2,1361.255,1.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,Relatively New,1,1
5.0,6.0,14.5,5445.02,2.0,1.0,1,1,1,1,1,1,1,1,1,1,34.0,25,2.0,New Property,1,0
5.0,6.0,8.6,5445.02,2.0,2.0,1,1,1,1,1,1,0,0,1,0,63.0,25,2.0,New Property,1,1
5.0,6.0,12.5,5445.02,2.0,1.0,1,1,0,0,1,1,1,1,0,0,45.0,24,2.0,New Property,1,1
5.0,6.0,11.5,5445.02,2.0,1.0,1,1,1,1,1,1,1,1,1,1,62.0,25,2.0,Relatively New,1,1
8.0,7.0,15.5,10890.04,1.0,1.0,1,1,1,1,1,1,1,0,1,1,57.0,25,2.0,New Property,1,0
5.0,6.0,10.5,5445.02,2.0,2.0,1,1,1,1,1,1,0,0,1,0,63.0,25,2.0,New Property,1,1
7.0,7.0,26.0,10890.04,2.0,1.0,1,1,0,0,0,0,0,0,0,0,19.0,24,2.0,Undefined,1,0
4.0,5.0,5.75,2722.51,2.0,2.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
