Property ID,Name,Price,Marla,Area (sqft),Bedrooms,Baths,Floor Number,Total Floors,Built Year,Address,Rooms,Other Rooms,Link
50175391,"1 BHK Bahria Town - Sector E, Bahria Town, Lahore, Punjab",PKR 65 Lakh,2.2,495,1,1,Not listed,22,2022,"Bahria Town - Sector E, Bahria Town, Lahore, Punjab","{'Bedrooms': '5', 'Bathrooms': '6', 'Servant Quarters': '1', 'Kitchens': '2', 'Store Rooms': '1'}","Drawing Room, Dining Room, Study Room, Prayer Room, Powder Room, Gym, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_e_ready_2_move_apartments_for_sale_in_bahira_town_lahore-50175391-1802-1.html
50382634,"1 BHK Bahria Town - Tauheed Block, Bahria Town - Sector F, Bahria Town, Lahore, Punjab",PKR 58 Lakh,2,450,1,1,Not listed,7,2023,"Bahria Town - Tauheed Block, Bahria Town - Sector F, Bahria Town, Lahore, Punjab","{'Bedrooms': '1', 'Bathrooms': '1', 'Servant Quarters': '1', 'Store Rooms': '1'}","Drawing Room, Dining Room, Kitchens, Study Room, Prayer Room, Powder Room, Gym, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_tauheed_block_book_one_bed_luxury_apartment_in_6_5_lakh_in_tauheed_sector_f_bahria_town_lahore-50382634-11864-1.html
52566838,"1 BHK Midway Commercial, Bahria Town, Lahore, Punjab",PKR 29 Lakh,1.8,405,1,1,Not listed,14,2022,"Midway Commercial, Bahria Town, Lahore, Punjab","{'Bedrooms': '1', 'Bathrooms': '1', 'Kitchens': '1'}","Servant Quarters, Drawing Room, Dining Room, Study Room, Prayer Room, Powder Room, Gym, Store Rooms, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",https://www.zameen.com/Property/bahria_town_midway_commercial_get_your_fully_furnished_one_bed_apartment_with_10_discount_in_sky_luxe_on_3_years_installment_plan-52566838-21559-1.html
52380886,"1 BHK Bahria Town - Johar Block, Bahria Town - Sector E, Bahria Town, Lahore, Punjab",PKR 93.5 Lakh,2.4,540,1,1,8,11,,"Bahria Town - Johar Block, Bahria Town - Sector E, Bahria Town, Lahore, Punjab","{'Bedrooms': '1', 'Bathrooms': '1', 'Kitchens': '1'}",,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_johar_block_wake_up_to_stunning_views_the_oasis_grand_14_one-bed_apartments-52380886-1809-1.html
50177357,"1 BHK Bahria Town - Nishtar Block, Bahria Town - Sector E, Bahria Town, Lahore, Punjab",PKR 47 Lakh,1.3,292.5,1,1,Not listed,22,2024,"Bahria Town - Nishtar Block, Bahria Town - Sector E, Bahria Town, Lahore, Punjab","{'Bedrooms': '6', 'Bathrooms': '5', 'Servant Quarters': '1', 'Kitchens': '2', 'Store Rooms': '1'}","Drawing Room, Dining Room, Study Room, Prayer Room, Powder Room, Gym, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_nishtar_block_book_your_ultra_luxury_full_furnished_apartments_in_just_24lac_in_tallest_mall_of_bahria_town_lahore-50177357-1806-1.html
52927650,"1 BHK Bahria Town, Lahore, Punjab",PKR 88 Lakh,2.2,495,1,1,Not listed,Not listed,,"Bahria Town, Lahore, Punjab",{},,https://www.zameen.com/Property/lahore_bahria_town_icon_mall_and_towers_4th_largest_shopping_mall_of_lahore-52927650-509-1.html
52218338,"1 BHK Bahria Town - Sector E, Bahria Town, Lahore, Punjab",PKR 40 Lakh,2.2,495,1,1,3,11,2024,"Bahria Town - Sector E, Bahria Town, Lahore, Punjab","{'Bedrooms': '1', 'Bathrooms': '1', 'Servant Quarters': '2', 'Kitchens': '1', 'Store Rooms': '2'}","Drawing Room, Dining Room, Study Room, Prayer Room, Powder Room, Gym, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_e_luxe_apartment_with_breathtaking_eiffel_tower_vistas_pool_oasis_on_3-year_instalment_plan-52218338-1802-1.html
51924933,"1 BHK Bahria Town - Sector E, Bahria Town, Lahore, Punjab",PKR 80 Lakh,2.2,495,1,1,1,7,2024,"Bahria Town - Sector E, Bahria Town, Lahore, Punjab","{'Bedrooms': '1', 'Bathrooms': '1', 'Servant Quarters': '1', 'Kitchens': '1', 'Store Rooms': '1'}","Drawing Room, Dining Room, Study Room, Prayer Room, Powder Room, Gym, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_e_one_bed_star_light_most_unique_and_luxurious_apartment_for_sale_in_the_heart_of_bahria_town_lahore-51924933-1802-1.html
52978886,"1 BHK Bahria Town - Nishtar Block, Bahria Town - Sector E, Bahria Town, Lahore, Punjab",PKR 65 Lakh,2.2,495,1,1,1,7,2025,"Bahria Town - Nishtar Block, Bahria Town - Sector E, Bahria Town, Lahore, Punjab","{'Bedrooms': '1', 'Bathrooms': '1', 'Servant Quarters': '1', 'Kitchens': '1', 'Store Rooms': '1'}","Drawing Room, Dining Room, Study Room, Prayer Room, Powder Room, Gym, Lounge or Sitting Room",https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_nishtar_block_luxurious_apartment_for_sale_with_high_rental_income_at_most_prime_location_of_bahria_town-52978886-1806-1.html
52978814,"1 BHK Bahria Town - Sector E, Bahria Town, Lahore, Punjab",PKR 79 Lakh,2.2,495,1,1,1,7,2024,"Bahria Town - Sector E, Bahria Town, Lahore, Punjab","{'Bedrooms': '1', 'Bathrooms': '1', 'Kitchens': '1'}",Lounge or Sitting Room,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_e_luxurious_star_light_one_bed_apartment_for_sale_at_investor_rate-52978814-1802-1.html
50382556,"1 BHK Bahria Town - Tauheed Block, Bahria Town - Sector F, Bahria Town, Lahore, Punjab",PKR 44 Lakh,1.8,405,1,1,4,7,2016,"Bahria Town - Tauheed Block, Bahria Town - Sector F, Bahria Town, Lahore, Punjab","{'Bedrooms': '1', 'Bathrooms': '1', 'Servant Quarters': '1', 'Store Rooms': '1'}","Drawing Room, Dining Room, Kitchens, Study Room, Prayer Room, Powder Room, Gym, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_tauheed_block_book_one_bed_apartment_in_just_6_5_lakh_on_installment_plan_in_tauheed_block_sector_f_bahria_town-50382556-11864-1.html
50370462,"1 BHK Bahria Town - Tauheed Block, Bahria Town - Sector F, Bahria Town, Lahore, Punjab",PKR 62 Lakh,2.4,540,1,1,Not listed,Not listed,Built in year,"Bahria Town - Tauheed Block, Bahria Town - Sector F, Bahria Town, Lahore, Punjab","{'Bedrooms': '1', 'Bathrooms': '1'}","Servant Quarters, Drawing Room, Dining Room, Kitchens, Study Room, Prayer Room, Powder Room, Gym, Store Rooms, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_tauheed_block_one_bed_apartment_in_tauheed_block_sector_f_bahria_town_lahore-50370462-11864-1.html
52941451,"1 BHK Bahria Town, Lahore, Punjab",PKR 1.2 Crore,2.7,607.5,1,1,2,45,,"Bahria Town, Lahore, Punjab","{'Bedrooms': '1', 'Bathrooms': '1', 'Kitchens': '1'}",,https://www.zameen.com/Property/lahore_bahria_town_1_bed_luxury_on_instalment_pearl_one_court_yard_abs_developers_bahria_town_lahore-52941451-509-1.html
52898940,"- BHK Bahria Town - Sector C, Bahria Town, Lahore, Punjab",PKR 87.56 Lakh,1.8,405,-,1,6,6,,"Bahria Town - Sector C, Bahria Town, Lahore, Punjab",{'Bathrooms': '1'},,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_c_luxury_hotel_service_apartment-52898940-1784-1.html
52764900,#NAME?,PKR 77.4 Lakh,1.9,427.5,-,1,6,11,2027,"Bahria Town - Johar Block, Bahria Town - Sector E, Bahria Town, Lahore, Punjab","{'Bedrooms': '01', 'Bathrooms': '01', 'Kitchens': '01'}","Prayer Room, Powder Room, Gym, Lounge or Sitting Room, Laundry Room",https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_johar_block_hs_ideal_tower_bahriatown_lahore-52764900-1809-1.html
52870845,"1 BHK Bahria Town, Lahore, Punjab",PKR 1.2 Crore,2.7,607.5,1,1,2,2,1,"Bahria Town, Lahore, Punjab","{'Bedrooms': '1', 'Bathrooms': '1', 'Servant Quarters': '1', 'Kitchens': '1', 'Store Rooms': '1'}","Dining Room, Lounge or Sitting Room",https://www.zameen.com/Property/lahore_bahria_town_600_sqft_apartment_for_sale_main_boulevard_bahria_town_lahore-52870845-509-1.html
52972762,"2 BHK Bahria Town - Sector E, Bahria Town, Lahore, Punjab",PKR 98 Lakh,3.6,810,2,2,5,6,2022,"Bahria Town - Sector E, Bahria Town, Lahore, Punjab","{'Bedrooms': '2', 'Bathrooms': '2', 'Kitchens': '1'}","Drawing Room, Dining Room, Lounge or Sitting Room",https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_e_2_bedrooms_luxury_semi_furnished_flat_for_sale_in_nishter_block-52972762-1802-1.html
52123233,"1 BHK Bahria Town - Iqbal Block, Bahria Town - Sector E, Bahria Town, Lahore, Punjab",PKR 69 Lakh,2.2,495,1,1,Not listed,Not listed,2024,"Bahria Town - Iqbal Block, Bahria Town - Sector E, Bahria Town, Lahore, Punjab","{'Bedrooms': '1', 'Bathrooms': '1', 'Kitchens': '1'}",Drawing Room,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_iqbal_block_ready_2_move_apartment_for_sale_in_bahira_town_lahore-52123233-1805-1.html
52123229,"1 BHK Bahria Town - Sector A, Bahria Town, Lahore, Punjab",PKR 62 Lakh,1.9,427.5,1,1,Not listed,6,,"Bahria Town - Sector A, Bahria Town, Lahore, Punjab","{'Bedrooms': '1', 'Bathrooms': '1', 'Kitchens': '1'}",Drawing Room,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_a_ready_to_move_apartments_for_sale_in_bahria_town_lahore_with_easy_payment_plan-52123229-1769-1.html
52123667,"1 BHK Bahria Town - Quaid Block, Bahria Town - Sector E, Bahria Town, Lahore, Punjab",PKR 65 Lakh,1.7,382.5,1,1,3,6,2024,"Bahria Town - Quaid Block, Bahria Town - Sector E, Bahria Town, Lahore, Punjab","{'Bedrooms': '1', 'Bathrooms': '1', 'Kitchens': '1', 'Store Rooms': '1'}","Servant Quarters, Drawing Room, Dining Room, Study Room, Prayer Room, Powder Room, Gym, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_quaid_block_studio_apartment_2year_easy_installment_plan_available_for_sale_in_quaid_block_bahria_town_lahore-52123667-1808-1.html
52123669,"1 BHK Bahria Town - Iqbal Block, Bahria Town - Sector E, Bahria Town, Lahore, Punjab",PKR 43 Lakh,2.7,607.5,1,1,3,6,2024,"Bahria Town - Iqbal Block, Bahria Town - Sector E, Bahria Town, Lahore, Punjab","{'Bedrooms': '1', 'Bathrooms': '1', 'Kitchens': '1', 'Store Rooms': '1'}","Servant Quarters, Drawing Room, Dining Room, Study Room, Prayer Room, Powder Room, Gym, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_iqbal_block_one_bed_ready_apartment_on_instalment_plan_at_investor_rate_at_bahria_most_prime_location-52123669-1805-1.html
52123996,"1 BHK Bahria Town - Sector E, Bahria Town, Lahore, Punjab",PKR 70 Lakh,1.8,405,1,1,Not listed,6,2024,"Bahria Town - Sector E, Bahria Town, Lahore, Punjab","{'Bedrooms': '1', 'Bathrooms': '1', 'Kitchens': '1'}",Drawing Room,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_e_book_your_luxury_two-bed_apartment_on_10_down_payment_in_sky_square_bahria_town_lahore-52123996-1802-1.html
52123672,"1 BHK Bahria Town - Sector B, Bahria Town, Lahore, Punjab",PKR 90 Lakh,2.7,607.5,1,1,Not listed,6,2024,"Bahria Town - Sector B, Bahria Town, Lahore, Punjab","{'Bedrooms': '1', 'Bathrooms': '1', 'Servant Quarters': '1', 'Kitchens': '1', 'Store Rooms': '1'}","Drawing Room, Dining Room, Study Room, Prayer Room, Powder Room, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_b_600_square_feet_1_bed_ready_to_move_apartment_for_sale_in_50_down_payment_on_possession_in_bahria_town_lahore-52123672-1772-1.html
52122418,#NAME?,PKR 58.4 Lakh,1.6,360,-,1,Not listed,9,2021,"Bahria Town - Sector E, Bahria Town, Lahore, Punjab","{'Bedrooms': '1', 'Bathrooms': '1', 'Servant Quarters': '1', 'Kitchens': '1'}","Drawing Room, Dining Room, Prayer Room, Laundry Room, Other Rooms",https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_e_luxury_apartment_only_10lac_with_2_5year_easy_installment_plan_for_sale_in_sector_e_bahria_town-52122418-1802-1.html
52122417,"1 BHK Bahria Town - Jinnah Extension Block, Bahria Town - Sector E, Bahria Town, Lahore, Punjab",PKR 55 Lakh,1.8,405,1,1,Not listed,15,2021,"Bahria Town - Jinnah Extension Block, Bahria Town - Sector E, Bahria Town, Lahore, Punjab","{'Bedrooms': '1', 'Bathrooms': '1', 'Servant Quarters': '1', 'Kitchens': '1', 'Store Rooms': '1'}","Drawing Room, Dining Room, Study Room, Prayer Room, Powder Room, Gym, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_jinnah_extension_block_one_bed_furnished_apartment_for_sale_at_pirme_location_of_bahria_town_lahore-52122417-17545-1.html
52744271,"1 BHK Bahria Town - Iqbal Block, Bahria Town - Sector E, Bahria Town, Lahore, Punjab",PKR 33 Lakh,2,450,1,1,3,8,2025,"Bahria Town - Iqbal Block, Bahria Town - Sector E, Bahria Town, Lahore, Punjab","{'Bedrooms': '1', 'Bathrooms': '1', 'Kitchens': '1'}","Servant Quarters, Drawing Room, Dining Room, Study Room, Prayer Room, Powder Room, Gym, Store Rooms, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_iqbal_block_ready_to_move_one_bed_apartment_on_installments_with_high_rental_income-52744271-1805-1.html
51844919,"1 BHK Bahria Town - Sector C, Bahria Town, Lahore, Punjab",PKR 60 Lakh,2.3,517.5,1,1,4,5,2024,"Bahria Town - Sector C, Bahria Town, Lahore, Punjab","{'Bedrooms': '1', 'Bathrooms': '1', 'Kitchens': '1'}","Servant Quarters, Drawing Room, Powder Room, Store Rooms, Lounge or Sitting Room, Other Rooms",https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_c_one_bed_furnished_apartment_available_for_sale_in_sector_c_bahria_town_lahore-51844919-1784-1.html
52370873,#NAME?,PKR 62.05 Lakh,1.6,360,-,1,5,11,,"Bahria Town - Johar Block, Bahria Town - Sector E, Bahria Town, Lahore, Punjab","{'Bedrooms': '1', 'Bathrooms': '1', 'Servant Quarters': '1', 'Kitchens': '1', 'Store Rooms': '1'}","Drawing Room, Dining Room, Study Room, Prayer Room, Powder Room, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_johar_block_premium_studio_facing_eiffel_green_parks_water_fountains_grand_14-52370873-1809-1.html
52831644,"2 BHK Bahria Town - Jinnah Block, Bahria Town - Sector E, Bahria Town, Lahore, Punjab",PKR 27 Lakh,3.5,787.5,2,2,13,Not listed,2025,"Bahria Town - Jinnah Block, Bahria Town - Sector E, Bahria Town, Lahore, Punjab","{'Bedrooms': '2', 'Bathrooms': '2', 'Servant Quarters': '1', 'Kitchens': '1', 'Store Rooms': '1'}","Drawing Room, Dining Room, Study Room, Prayer Room, Powder Room, Gym, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_jinnah_block_get_your_luxury_two_bed_apartment_on_20_down_payment_easy_3_year_installment_plan_in_sky_square-52831644-1804-1.html
50397286,"1 BHK Midway Commercial, Bahria Town, Lahore, Punjab",PKR 85 Lakh,2,450,1,1,1,4,2019,"Midway Commercial, Bahria Town, Lahore, Punjab","{'Bedrooms': '1', 'Bathrooms': '1', 'Servant Quarters': '1', 'Store Rooms': '2'}","Drawing Room, Dining Room, Kitchens, Study Room, Prayer Room, Powder Room, Gym, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",https://www.zameen.com/Property/bahria_town_midway_commercial_fully_furnished_luxury_apartment_for_sale_in_bahria_town_lahore_with_handsome_rental_income-50397286-21559-1.html
52965551,"1 BHK Bahria Town - Iqbal Block, Bahria Town - Sector E, Bahria Town, Lahore, Punjab",PKR 71.7 Lakh,1.8,405,1,1,Not listed,6,2025,"Bahria Town - Iqbal Block, Bahria Town - Sector E, Bahria Town, Lahore, Punjab","{'Bedrooms': '1', 'Bathrooms': '1', 'Servant Quarters': '1', 'Kitchens': '1'}","Drawing Room, Dining Room, Powder Room, Lounge or Sitting Room",https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_iqbal_block_1_bed_apartment_grey_structure_ready_best_price_semi_furnished_furniture_included-52965551-1805-1.html
52979254,"1 BHK Bahria Town - Sector E, Bahria Town, Lahore, Punjab",PKR 1.15 Crore,2.7,607.5,1,1,1,7,2025,"Bahria Town - Sector E, Bahria Town, Lahore, Punjab","{'Bedrooms': '1', 'Bathrooms': '1', 'Kitchens': '1'}","Drawing Room, Dining Room, Gym, Steam Room, Lounge or Sitting Room, Laundry Room",https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_e_one_bed_facing_eiffle_luxurious_apartment_for_sale-52979254-1802-1.html
52906450,"- BHK Golf View Residencia - Phase 1, Golf View Residencia, Bahria Town, Lahore, Punjab",PKR 48.3 Lakh,1.4,315,-,1,Not listed,Not listed,,"Golf View Residencia - Phase 1, Golf View Residencia, Bahria Town, Lahore, Punjab",{'Kitchens': '1'},"Drawing Room, Dining Room",https://www.zameen.com/Property/golf_view_residencia_golf_view_residencia_-_phase_1_studio_apartment_facing_ring_road-52906450-13640-1.html
51946866,"1 BHK Bahria Town - Iqbal Block, Bahria Town - Sector E, Bahria Town, Lahore, Punjab",PKR 62 Lakh,2,450,1,1,3,7,2024,"Bahria Town - Iqbal Block, Bahria Town - Sector E, Bahria Town, Lahore, Punjab","{'Bedrooms': '1', 'Bathrooms': '1', 'Servant Quarters': '1', 'Kitchens': '1', 'Store Rooms': '2'}","Drawing Room, Dining Room, Study Room, Prayer Room, Powder Room, Gym, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_iqbal_block_luxurious_apartment_for_sale_at_most_prime_location_of_bahria_town_lahore-51946866-1805-1.html
52711085,"1 BHK Bahria Town - Johar Block, Bahria Town - Sector E, Bahria Town, Lahore, Punjab",PKR 52 Lakh,2.2,495,1,1,Not listed,Not listed,2025,"Bahria Town - Johar Block, Bahria Town - Sector E, Bahria Town, Lahore, Punjab","{'Bedrooms': '1', 'Bathrooms': '1', 'Kitchens': '2', 'Store Rooms': '1'}","Servant Quarters, Drawing Room, Dining Room, Study Room, Prayer Room, Powder Room, Gym, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_johar_block_luxury_one_bed_apartment_for_sale_on_installment_grand_14_near_eiffel_tower_bahria_town_lahore-52711085-1809-1.html
51993442,#NAME?,PKR 43.4 Lakh,1.2,270,-,1,2,6,2027,"Bahria Town - Talha Block, Bahria Town - Sector E, Bahria Town, Lahore, Punjab","{'Bathrooms': '1', 'Servant Quarters': '1', 'Store Rooms': '1'}","Bedrooms, Drawing Room, Dining Room, Kitchens, Lounge or Sitting Room, Laundry Room, Other Rooms",https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_talha_block_studio_apartment_for_sale_with_2_years_easy_payment_plan_in_talha_block-51993442-10063-1.html
51427914,"2 BHK Bahria Town - Sector D, Bahria Town, Lahore, Punjab",PKR 1.1 Crore,3.3,742.5,2,2,4,7,2024,"Bahria Town - Sector D, Bahria Town, Lahore, Punjab","{'Bedrooms': '3', 'Bathrooms': '3', 'Servant Quarters': '1', 'Kitchens': '1', 'Store Rooms': '1'}","Drawing Room, Dining Room, Other Rooms",https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_d_2_bed_room_ready_to_move_apartment_for_sale_in_sector_d_bahria_town_lahore-51427914-1796-1.html
52898549,"1 BHK Golf View Residencia - Phase 1, Golf View Residencia, Bahria Town, Lahore, Punjab",PKR 85 Lakh,2.6,585,1,1,5,7,2027,"Golf View Residencia - Phase 1, Golf View Residencia, Bahria Town, Lahore, Punjab","{'Bedrooms': '1', 'Bathrooms': '1', 'Servant Quarters': '1', 'Kitchens': '1', 'Store Rooms': '1'}","Drawing Room, Dining Room, Study Room, Prayer Room, Powder Room, Gym, Steam Room, Lounge or Sitting Room, Laundry Room",https://www.zameen.com/Property/golf_view_residencia_golf_view_residencia_-_phase_1_1_bed_apartment_golden_opportunity_for_investment_construction_start-52898549-13640-1.html
52879086,"1 BHK Bahria Town - Quaid Block, Bahria Town - Sector E, Bahria Town, Lahore, Punjab",PKR 65 Lakh,2.5,562.5,1,1,5,7,2023,"Bahria Town - Quaid Block, Bahria Town - Sector E, Bahria Town, Lahore, Punjab","{'Bedrooms': '1', 'Bathrooms': '1', 'Servant Quarters': '1', 'Kitchens': '1', 'Store Rooms': '1'}","Drawing Room, Dining Room, Study Room, Prayer Room, Powder Room, Gym, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_quaid_block_555sqrft_net_area_brand_new_apartment-52879086-1808-1.html
52505020,"1 BHK Bahria Town - Umar Block, Bahria Town - Sector B, Bahria Town, Lahore, Punjab",PKR 75 Lakh,2.9,652.5,1,1,Not listed,7,Built in year,"Bahria Town - Umar Block, Bahria Town - Sector B, Bahria Town, Lahore, Punjab","{'Bedrooms': '1', 'Bathrooms': '1', 'Servant Quarters': '1', 'Kitchens': '1', 'Store Rooms': '1'}","Drawing Room, Dining Room, Study Room, Prayer Room, Powder Room, Lounge or Sitting Room, Laundry Room, Other Rooms",https://www.zameen.com/Property/bahria_town_sector_b_bahria_town_-_umar_block_1_2_bedroom_furnished_apartments_for_sale-52505020-1781-1.html
52098067,#NAME?,PKR 65 Lakh,1.8,405,-,-,Not listed,5,2023,"Bahria Town - Iqbal Block, Bahria Town - Sector E, Bahria Town, Lahore, Punjab",{},Other Rooms,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_iqbal_block_brand_new_luxury_studio_apartment_for_sale_in_iqbal_block_bahria_town_lahore-52098067-1805-1.html
52229350,#NAME?,PKR 63 Lakh,2,450,-,1,4,7,2024,"Bahria Town - Sector E, Bahria Town, Lahore, Punjab","{'Bedrooms': '1', 'Bathrooms': '1', 'Kitchens': '1'}","Drawing Room, Dining Room, Lounge or Sitting Room",https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_e_spacious_studio_apartment_for_sale_at_prime_location_of_bahria_town_lahore-52229350-1802-1.html
52122413,"1 BHK Bahria Town - Sector E, Bahria Town, Lahore, Punjab",PKR 43 Lakh,2.7,607.5,1,1,2,6,2024,"Bahria Town - Sector E, Bahria Town, Lahore, Punjab","{'Bedrooms': '1', 'Bathrooms': '1', 'Kitchens': '1', 'Store Rooms': '1'}","Drawing Room, Dining Room, Study Room, Prayer Room, Powder Room, Steam Room, Lounge or Sitting Room, Laundry Room",https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_e_600_square_feet_1_bed_ready_to_move_apartment_for_sale_in_50_down_payment_on_possession_in_bahria_town_lahore-52122413-1802-1.html
52122415,"1 BHK Bahria Town - Nishtar Block, Bahria Town - Sector E, Bahria Town, Lahore, Punjab",PKR 75 Lakh,2.2,495,1,1,Not listed,28,2015,"Bahria Town - Nishtar Block, Bahria Town - Sector E, Bahria Town, Lahore, Punjab","{'Bedrooms': '1', 'Bathrooms': '1', 'Kitchens': '1', 'Store Rooms': '1'}","Drawing Room, Dining Room, Lounge or Sitting Room, Laundry Room",https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_nishtar_block_one_bed_full_furnished_apartment_for_sale_with_swimming_pool_of_bahria_town_lahore-52122415-1806-1.html
52123228,#NAME?,PKR 58 Lakh,1.7,382.5,-,1,Not listed,6,2024,"Bahria Town - Sector E, Bahria Town, Lahore, Punjab","{'Bedrooms': '6', 'Bathrooms': '1', 'Servant Quarters': '2', 'Kitchens': '1'}","Drawing Room, Dining Room, Powder Room, Lounge or Sitting Room, Other Rooms",https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_e_studio_apartment_2_year_easy_installment_plan_available_for_sale_in_quaid_block_bahria_town_lahore-52123228-1802-1.html
51974604,"1 BHK Midway Commercial, Bahria Town, Lahore, Punjab",PKR 78 Lakh,2.3,517.5,1,1,Not listed,Not listed,Built in year,"Midway Commercial, Bahria Town, Lahore, Punjab","{'Bedrooms': '1', 'Bathrooms': '1', 'Servant Quarters': '2'}","Drawing Room, Dining Room, Kitchens, Study Room, Prayer Room, Powder Room, Store Rooms, Lounge or Sitting Room, Laundry Room",https://www.zameen.com/Property/bahria_town_midway_commercial_ready_to_move_apartment_with_rental_income_for_sale_in_bahria_town_lahore-51974604-21559-1.html
51974574,#NAME?,PKR 48 Lakh,1.3,292.5,-,1,Not listed,9,,"Midway Commercial, Bahria Town, Lahore, Punjab","{'Bedrooms': '1', 'Bathrooms': '1', 'Kitchens': '1'}","Drawing Room, Other Rooms",https://www.zameen.com/Property/bahria_town_midway_commercial_studio_apartment_for_sale_in_lda_approved_grand_11_by_landmark_developers_in_midway_commercial-51974574-21559-1.html
51974560,"1 BHK Midway Commercial, Bahria Town, Lahore, Punjab",PKR 49 Lakh,2.7,607.5,1,1,10,23,2010,"Midway Commercial, Bahria Town, Lahore, Punjab",{'Servant Quarters': '1'},"Bedrooms, Bathrooms, Drawing Room, Dining Room, Kitchens, Study Room, Prayer Room, Lounge or Sitting Room",https://www.zameen.com/Property/bahria_town_midway_commercial_ultra_luxury_ready_2_move_apartments_with_possession_for_sale_on_50_advance-51974560-21559-1.html
45742193,"1 BHK Bahria Town - Sector D, Bahria Town, Lahore, Punjab",PKR 66 Lakh,2.2,495,1,1,Not listed,Not listed,2025,"Bahria Town - Sector D, Bahria Town, Lahore, Punjab",{},"Bedrooms, Bathrooms, Servant Quarters, Drawing Room, Dining Room, Kitchens, Study Room, Prayer Room, Powder Room, Gym, Store Rooms, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_d_fully_furnished_apartment_for_sale-45742193-1796-1.html
49819634,"2 BHK Bahria Town - Sector E, Bahria Town, Lahore, Punjab",PKR 35 Lakh,1.9,427.5,2,2,Not listed,Not listed,2026,"Bahria Town - Sector E, Bahria Town, Lahore, Punjab",{},"Bedrooms, Bathrooms, Servant Quarters, Drawing Room, Dining Room, Kitchens, Study Room, Prayer Room, Powder Room, Gym, Store Rooms, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_e_high_standard_-_luxurious_apartments_zameen_developments-49819634-1802-1.html
